epoch,tow,dt,used,dx,dy,dz,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22,postfit_rms_m,n_input,n_used,n_rejected
80,179476.0,0.20000004768371582,1,-0.0024085112309867496,0.0008241099518073725,0.0017564296172265514,4.4514255348039386e-05,-3.0673053128628845e-05,-1.649032486990728e-05,-3.0673053128628845e-05,6.00379187643042e-05,2.972112654853779e-05,-1.649032486990728e-05,2.972112654853779e-05,3.464163246273953e-05,0.0018370154828288843,22,21,1
81,179476.199999094,0.19999909400939941,1,-0.0007361630097501177,-0.00019175714353281137,0.001579173870959849,4.4513891338440304e-05,-3.0671722896556e-05,-1.648952171236174e-05,-3.0671722896556e-05,6.0035875025262565e-05,2.9719909893773866e-05,-1.648952171236174e-05,2.9719909893773866e-05,3.4640639174504354e-05,0.0019047679118917903,22,21,1
82,179476.39999890327,0.19999980926513672,1,-0.0011865134214867085,0.0017017972796722347,0.0013175162280258945,4.451353062516701e-05,-3.0670395663960284e-05,-1.648872007425178e-05,-3.0670395663960284e-05,6.0033835711813356e-05,2.9718695483523832e-05,-1.648872007425178e-05,2.9718695483523832e-05,3.4639647706667094e-05,0.001662255877932562,22,21,1
83,179476.59999990463,0.20000100135803223,1,7.027348854272548e-05,0.0007084989171097789,0.000838116410511347,4.451316893595208e-05,-3.066906750852563e-05,-1.6487917893648404e-05,-3.066906750852563e-05,6.003179496151118e-05,2.9717480212137125e-05,-1.6487917893648404e-05,2.9717480212137125e-05,3.463865551757114e-05,0.0008849943251502298,22,21,1
84,179476.79999995232,0.20000004768371582,1,-0.0009003789467227386,-0.0002259038607839159,-0.0004461044801455927,4.451280575089976e-05,-3.066773796539819e-05,-1.6487115077057936e-05,-3.066773796539819e-05,6.0029752410115966e-05,2.971626410089576e-05,-1.6487115077057936e-05,2.971626410089576e-05,3.463766264028311e-05,0.0018068297357285755,22,21,1
85,179477.0,0.20000004768371582,1,-0.0008163821507714266,-0.00024004382614961628,0.0012541147829736587,4.45124436886219e-05,-3.0666409415890344e-05,-1.6486312698216578e-05,-3.0666409415890344e-05,6.0027711144517575e-05,2.971504851974148e-05,-1.6486312698216578e-05,2.971504851974148e-05,3.463667018151366e-05,0.002424461756887187,22,21,1
86,179477.199999094,0.19999909400939941,1,-0.0012212119379002389,0.0006370713308321285,0.0020088473996242584,4.4512081525586016e-05,-3.0665080701493596e-05,-1.6485510176402154e-05,-3.0665080701493596e-05,6.002566926373472e-05,2.9713832466500903e-05,-1.6485510176402154e-05,2.9713832466500903e-05,3.463567733566007e-05,0.0019877579869573576,22,21,1
87,179477.39999890327,0.19999980926513672,1,-0.0015549759689337142,0.0025216850658367207,0.0019532056088769068,4.4511719863457006e-05,-3.066375249975299e-05,-1.648470792774406e-05,-3.066375249975299e-05,6.0023628667384234e-05,2.971261714787183e-05,-1.648470792774406e-05,2.971261714787183e-05,3.463468505854341e-05,0.001374295599702282,22,21,1
88,179477.59999990463,0.20000100135803223,1,-0.0004553279714783874,-0.0011790514501619498,0.0008854760054086697,4.4511359505833626e-05,-3.06624254265109e-05,-1.6483906208920036e-05,-3.06624254265109e-05,6.002158945181764e-05,2.971140241629354e-05,-1.6483906208920036e-05,2.971140241629354e-05,3.463369325669533e-05,0.001679054090699169,22,21,1
89,179477.79999995232,0.20000004768371582,1,0.0005262927176684511,0.0009680999368839593,0.00020579070164039592,4.4510997220415604e-05,-3.066109658883873e-05,-1.6483103548872725e-05,-3.066109658883873e-05,6.0019547783910824e-05,2.9710186370100906e-05,-1.6483103548872725e-05,2.9710186370100906e-05,3.463270035945518e-05,0.0016496453165000477,22,21,1
90,179478.0,0.20000004768371582,1,-0.0011412623354551486,0.002007736472805277,0.0022926986862739085,4.451063455845503e-05,-3.065976732348548e-05,-1.6482300719213202e-05,-3.065976732348548e-05,6.001750525832499e-05,2.970896986730449e-05,-1.6482300719213202e-05,2.970896986730449e-05,3.463170710416681e-05,0.0019403499392798142,22,21,1
91,179478.199999094,0.19999909400939941,1,-0.0010333596667008766,0.0007005933139296872,-0.0022916334573741537,4.451027094689069e-05,-3.0658437186820725e-05,-1.648149735589782e-05,-3.0658437186820725e-05,6.001546145722857e-05,2.970775258202862e-05,-1.648149735589782e-05,2.970775258202862e-05,3.463071318360767e-05,0.0024260731849795065,22,21,1
92,179478.39999890327,0.19999980926513672,1,-0.0010085904407982618,-0.0007882555221563337,0.004110831058550701,4.4509907884471524e-05,-3.0657107510559145e-05,-1.648069418529439e-05,-3.0657107510559145e-05,6.00134181780708e-05,2.9706535465530802e-05,-1.648069418529439e-05,2.9706535465530802e-05,3.462971939181545e-05,0.002271597361514259,22,21,1
93,179478.59999990463,0.20000100135803223,1,-0.0020574581441702186,0.0025595017911932416,0.0012088974950072995,4.450954483520747e-05,-3.06557778238283e-05,-1.6479891212983504e-05,-3.06557778238283e-05,6.001137535389019e-05,2.9705318854063833e-05,-1.6479891212983504e-05,2.9705318854063833e-05,3.46287260263454e-05,0.001694402253374938,22,21,1
94,179478.79999995232,0.20000004768371582,1,-9.988798430729922e-05,-0.001258296678781079,0.00020132786644300182,4.450918575389534e-05,-3.065445159248487e-05,-1.6479089733394447e-05,-3.065445159248487e-05,6.000933617886595e-05,2.97041035643756e-05,-1.6479089733394447e-05,2.97041035643756e-05,3.4627733742648365e-05,0.00217079624001536,22,21,1
95,179479.0,0.20000004768371582,1,-0.0025151013487260364,0.003255026887146073,0.0037002062380731005,4.450882357543572e-05,-3.065312261587851e-05,-1.6478286935712048e-05,-3.065312261587851e-05,6.00072938779221e-05,2.9702886874745753e-05,-1.6478286935712048e-05,2.9702886874745753e-05,3.46267402833716e-05,0.003131266453941568,22,21,1
96,179479.199999094,0.19999909400939941,1,0.0016411221920075712,-0.0021153736770145315,-0.002943537974098298,4.450846146055856e-05,-3.06517937839289e-05,-1.6477484101887715e-05,-3.06517937839289e-05,6.0005252279511394e-05,2.9701670480977954e-05,-1.6477484101887715e-05,2.9701670480977954e-05,3.4625747010419527e-05,0.002684849045966918,22,21,1
97,179479.39999890327,0.19999980926513672,1,-0.0004962416209455309,0.0007081729535620696,0.002102590902147483,4.450809901515556e-05,-3.065046461162303e-05,-1.6476681225553882e-05,-3.065046461162303e-05,6.000321039181062e-05,2.9700454086592265e-05,-1.6476681225553882e-05,2.9700454086592265e-05,3.462475374799472e-05,0.0017889022207519477,22,21,1
98,179479.59999990463,0.20000100135803223,1,-0.002309918149950135,0.0016552834632719282,0.002344541895157093,4.4507736256753365e-05,-3.064913500288725e-05,-1.6475878185031775e-05,-3.064913500288725e-05,6.000116728987165e-05,2.9699237005072958e-05,-1.6475878185031775e-05,2.9699237005072958e-05,3.462375995844375e-05,0.0020377652129514633,22,21,1
99,179479.79999995232,0.20000004768371582,1,-0.0005019434988802319,-0.0008854175719754664,0.0007269836890229087,4.4507372115787984e-05,-3.064780410695362e-05,-1.647507436951954e-05,-3.064780410695362e-05,5.999912214807404e-05,2.969801868973604e-05,-1.647507436951954e-05,2.969801868973604e-05,3.462276513653742e-05,0.0018047330217577007,22,21,1
100,179480.0,0.20000004768371582,1,-0.0007803014389075557,7.979422689174953e-05,-0.000721260097565235,4.4507009734925315e-05,-3.064647482965661e-05,-1.647427137393691e-05,-3.064647482965661e-05,5.999707957816648e-05,2.9696801697736268e-05,-1.647427137393691e-05,2.9696801697736268e-05,3.4621771376292044e-05,0.002131300097434197,22,21,1
101,179480.199999094,0.19999909400939941,1,0.0007610179840842779,-0.00016404730485675145,0.002585886124989223,4.450664769100624e-05,-3.0645145874473486e-05,-1.6473468505018228e-05,-3.0645145874473486e-05,5.999503766582514e-05,2.969558500587119e-05,-1.6473468505018228e-05,2.969558500587119e-05,3.462077783646516e-05,0.001962981723855164,22,21,1
102,179480.39999890327,0.19999980926513672,1,-0.002282677151389595,0.002388663658376089,0.00021727712316454983,4.450628630799341e-05,-3.064381750139653e-05,-1.647266588664012e-05,-3.064381750139653e-05,5.999299656343765e-05,2.9694368644922914e-05,-1.647266588664012e-05,2.9694368644922914e-05,3.4619784551491646e-05,0.0023172391682036346,22,21,1
103,179480.59999990463,0.20000100135803223,1,0.0007677241902129488,-0.0017658701184473102,0.00022763674680348345,4.450592400040933e-05,-3.064248823030648e-05,-1.6471862825215123e-05,-3.064248823030648e-05,5.999095408575933e-05,2.9693151552958644e-05,-1.6471862825215123e-05,2.9693151552958644e-05,3.461879066896844e-05,0.0014303873935840445,21,21,0
104,179480.79999995232,0.20000004768371582,1,-0.0008862882252329237,0.001694930019123575,0.0025942288429172677,4.450556012257321e-05,-3.064115759298291e-05,-1.6471059081603303e-05,-3.064115759298291e-05,5.998891026731609e-05,2.9691933867973658e-05,-1.6471059081603303e-05,2.9691933867973658e-05,3.461779626613455e-05,0.0021246520002983346,21,21,0
105,179481.0,0.20000004768371582,1,-0.0004363170187499568,-0.0019252590862528507,0.0006197669365715086,4.450519741287346e-05,-3.063982785244703e-05,-1.647025576159304e-05,-3.063982785244703e-05,5.9986866823029274e-05,2.969071615307871e-05,-1.647025576159304e-05,2.969071615307871e-05,3.461680187017054e-05,0.002056219853945093,22,21,1
106,179481.199999094,0.19999909400939941,1,-0.0018314550080457456,0.0019900396128953446,0.002054547431435516,4.4504835845371296e-05,-3.063849922065978e-05,-1.646945284264482e-05,-3.063849922065978e-05,5.998482524416478e-05,2.96894992322189e-05,-1.646945284264482e-05,2.96894992322189e-05,3.461580806748918e-05,0.0018341332727665183,21,21,0
107,179481.39999890327,0.19999980926513672,1,-0.0012364761825302388,0.0014167157781805884,0.00017138598469568223,4.45044739871649e-05,-3.063717027006634e-05,-1.6468649868228738e-05,-3.063717027006634e-05,5.9982783270931496e-05,2.9688282207764462e-05,-1.6468649868228738e-05,2.9688282207764462e-05,3.461481419272983e-05,0.002732136892090529,21,21,0
108,179481.59999990463,0.20000100135803223,1,0.00235473960138519,-0.004958561078090895,-0.0007085286392030099,4.450411127929371e-05,-3.0635840478882015e-05,-1.646784644612654e-05,-3.0635840478882015e-05,5.998073987283011e-05,2.968706436760337e-05,-1.646784644612654e-05,2.968706436760337e-05,3.461381965043451e-05,0.0023086973973975395,22,21,1
109,179481.79999995232,0.20000004768371582,1,-0.002118113020161082,0.003888381840418731,0.0018937239336880296,4.450374832121441e-05,-3.063451046920937e-05,-1.646704286410151e-05,-3.063451046920937e-05,5.997869632133695e-05,2.968584639491189e-05,-1.646704286410151e-05,2.968584639491189e-05,3.4612824974075984e-05,0.0026491068674707615,22,21,1
110,179482.0,0.20000004768371582,1,-0.0007217525839000839,-0.0012823435941520245,0.0010421781040959033,4.4503387148704775e-05,-3.063318202646464e-05,-1.6466240141070584e-05,-3.063318202646464e-05,5.997665493866432e-05,2.9684629554198824e-05,-1.6466240141070584e-05,2.9684629554198824e-05,3.461183123350421e-05,0.003150741701840622,22,21,1
111,179482.199999094,0.19999909400939941,1,-0.00032861570220484574,0.0006845369133081647,0.001659989897519587,4.4503026030349294e-05,-3.0631853636679733e-05,-1.6465437373992186e-05,-3.0631853636679733e-05,5.997461369473451e-05,2.9683412689346066e-05,-1.6465437373992186e-05,2.9683412689346066e-05,3.461083744754721e-05,0.0018483727718788855,22,21,1
112,179482.39999890327,0.19999980926513672,1,-3.0124953743541444e-05,-0.001911274946873931,0.0003859132469790083,4.450266432721304e-05,-3.063052472219936e-05,-1.6464634299336847e-05,-3.063052472219936e-05,5.997257185940673e-05,2.968219547739804e-05,-1.6464634299336847e-05,2.968219547739804e-05,3.460984335371902e-05,0.0011562007065635492,22,21,1
113,179482.59999990463,0.20000100135803223,1,-0.0015841188828601292,0.0008128747437616823,0.0007369951405751252,4.450230247252987e-05,-3.062919559341818e-05,-1.646383109271698e-05,-3.062919559341818e-05,5.9970529429074315e-05,2.968097785851799e-05,-1.646383109271698e-05,2.968097785851799e-05,3.460884892945924e-05,0.0017336271134152494,22,21,1
114,179482.79999995232,0.20000004768371582,1,-0.0012967586799194698,0.002459485112673576,0.0021442832379046095,4.450193944913702e-05,-3.062786534397504e-05,-1.6463027345125074e-05,-3.062786534397504e-05,5.9968485304357145e-05,2.9679759362463333e-05,-1.6463027345125074e-05,2.9679759362463333e-05,3.4607853791233814e-05,0.0023998224014627322,22,21,1
115,179483.0,0.20000004768371582,1,-0.0007937728555300142,0.00010862285541790584,0.001942259224549936,4.4501577483478984e-05,-3.0626536078316735e-05,-1.6462224052811402e-05,-3.0626536078316735e-05,5.996644279910691e-05,2.9678541651200928e-05,-1.6462224052811402e-05,2.9678541651200928e-05,3.460685926747945e-05,0.0020888542370119897,22,21,1
116,179483.199999094,0.19999909400939941,1,-0.0006189723378448241,0.0012469830680537086,0.0008166749287985553,4.45012154126195e-05,-3.062520665856393e-05,-1.6461420714770432e-05,-3.062520665856393e-05,5.9964399955911574e-05,2.9677323753966152e-05,-1.6461420714770432e-05,2.9677323753966152e-05,3.460586459726337e-05,0.0012229966474403713,22,21,1
117,179483.39999890327,0.19999980926513672,1,-0.00027506784765372704,-0.00046521142078503885,0.0012560069105616023,4.450084967539805e-05,-3.062387410320118e-05,-1.6460615736580614e-05,-3.062387410320118e-05,5.996235397511285e-05,2.9676104411052922e-05,-1.6460615736580614e-05,2.9676104411052922e-05,3.4604868659675585e-05,0.0012961941588898512,22,21,1
118,179483.59999990463,0.20000100135803223,1,-0.0009222425890439385,0.00017482621457531877,0.0005231332412609646,4.450048724233617e-05,-3.062254426266463e-05,-1.6459812204376813e-05,-3.062254426266463e-05,5.996031041971143e-05,2.9674886095463108e-05,-1.6459812204376813e-05,2.9674886095463108e-05,3.460387364270662e-05,0.0016796209952638223,22,21,1
119,179483.79999995232,0.20000004768371582,1,-0.0015504366333341489,-0.0005686039779746466,0.00035355522841307163,4.450012517782496e-05,-3.062121477190759e-05,-1.6459008710647214e-05,-3.062121477190759e-05,5.9958267378377107e-05,2.9673667864437384e-05,-1.6459008710647214e-05,2.9673667864437384e-05,3.460287865712346e-05,0.0013155518591165798,22,21,1
120,179484.0,0.20000004768371582,1,-0.0003730433471922822,0.0009101754768110482,0.0010049112586161257,4.449976319736153e-05,-3.06198853268246e-05,-1.6458205216662427e-05,-3.06198853268246e-05,5.995622434450103e-05,2.9672449573021168e-05,-1.6458205216662427e-05,2.9672449573021168e-05,3.46018836127674e-05,0.0015172864433808835,22,21,1
121,179484.199999094,0.19999909400939941,1,-0.0006078358734635582,-0.0011228233181732605,0.0015850412731301944,4.449940092599024e-05,-3.061855558553524e-05,-1.645740164767784e-05,-3.061855558553524e-05,5.9954181016091136e-05,2.96712312069232e-05,-1.645740164767784e-05,2.96712312069232e-05,3.460088850983205e-05,0.002298636624343503,22,21,1
122,179484.39999890327,0.19999980926513672,1,-9.595022683880816e-05,0.001170797769631804,0.0005894369176067116,4.449903899285139e-05,-3.061722614594716e-05,-1.6456598185342825e-05,-3.061722614594716e-05,5.9952138177446784e-05,2.9670013021108797e-05,-1.6456598185342825e-05,2.9670013021108797e-05,3.459989353423446e-05,0.0013794821780315257,22,21,1
123,179484.59999990463,0.20000100135803223,1,-0.0019475082535128476,0.0009596483776164177,0.0027273990988714303,4.449867752681927e-05,-3.061589709443189e-05,-1.645579484723797e-05,-3.061589709443189e-05,5.995009574588505e-05,2.966879490923212e-05,-1.645579484723797e-05,2.966879490923212e-05,3.459889860379773e-05,0.001927858313318319,22,21,1
124,179484.79999995232,0.20000004768371582,1,0.0008386913765614412,-0.004241592434752306,-0.002896703511618526,4.449831621830395e-05,-3.061456817592823e-05,-1.645499155745763e-05,-3.061456817592823e-05,5.9948053597876384e-05,2.966757690830146e-05,-1.645499155745763e-05,2.966757690830146e-05,3.459790374814113e-05,0.0023300677051420345,22,21,1
125,179485.0,0.20000004768371582,1,-0.002337794520410446,0.003652045716915353,0.0037077521390136425,4.449795427023304e-05,-3.0613238619333135e-05,-1.645418795209714e-05,-3.0613238619333135e-05,5.9946010390195775e-05,2.9666358322612633e-05,-1.645418795209714e-05,2.9666358322612633e-05,3.459690841612184e-05,0.0018828822960198191,22,21,1
126,179485.199999094,0.19999909400939941,1,0.0009289550419892785,-0.0009921238773209495,-0.0007285822612344006,4.449759150380365e-05,-3.0611908272559454e-05,-1.64533839552129e-05,-3.0611908272559454e-05,5.994396597326736e-05,2.9665139089130795e-05,-1.64533839552129e-05,2.9665139089130795e-05,3.4595912553036917e-05,0.0020804412670459983,22,21,1
127,179485.39999890327,0.19999980926513672,1,-0.0006836257998701588,-0.00022272326509309437,0.0012248335414657419,4.449722927620041e-05,-3.0610578433661626e-05,-1.6452580139852313e-05,-3.0610578433661626e-05,5.994192242704991e-05,2.9663920212552812e-05,-1.6452580139852313e-05,2.9663920212552812e-05,3.459491695105018e-05,0.0021864183572841084,22,21,1
128,179485.59999990463,0.20000100135803223,1,-0.001529348320377433,0.0012355730168920331,0.002737972670106892,4.4496866717800315e-05,-3.06092482330783e-05,-1.645177621818538e-05,-3.06092482330783e-05,5.993987836214907e-05,2.9662701126548182e-05,-1.645177621818538e-05,2.9662701126548182e-05,3.459392118735236e-05,0.001591055258887935,22,21,1
129,179485.79999995232,0.20000004768371582,1,0.0006675765374502806,0.0007487312675849012,-0.0015636658108162393,4.449650495869841e-05,-3.0607918737812356e-05,-1.6450972653193536e-05,-3.0607918737812356e-05,5.993783535783764e-05,2.9661482559303876e-05,-1.6450972653193536e-05,2.9661482559303876e-05,3.4592925837905646e-05,0.001867016184979297,22,21,1
130,179486.0,0.20000004768371582,1,-0.002527595719059162,0.0013106085223455466,0.0034636822592553074,4.449614317732054e-05,-3.06065892392199e-05,-1.645016902427419e-05,-3.06065892392199e-05,5.993579250874074e-05,2.9660264002605547e-05,-1.645016902427419e-05,2.9660264002605547e-05,3.459193046846368e-05,0.0022956182341456444,22,21,1
131,179486.199999094,0.19999909400939941,1,0.0012839485651819013,-0.002124791385437419,8.347120811080799e-05,4.449578100621309e-05,-3.060525930420326e-05,-1.6449365108010297e-05,-3.060525930420326e-05,5.9933748587323955e-05,2.9659044722242702e-05,-1.6449365108010297e-05,2.9659044722242702e-05,3.459093450817155e-05,0.0018823007051132232,22,21,1
132,179486.39999890327,0.19999980926513672,1,-0.002814676234061115,0.0016787760035015253,0.0008649158055762385,4.4495418945408055e-05,-3.0603929445067695e-05,-1.6448561312564286e-05,-3.0603929445067695e-05,5.99317049676319e-05,2.9657825689393517e-05,-1.6448561312564286e-05,2.9657825689393517e-05,3.458993875112537e-05,0.0020713386557722124,22,21,1
133,179486.59999990463,0.20000100135803223,1,-6.007591913405623e-05,-0.0014023166029524248,0.0013769921877786473,4.4495057244532695e-05,-3.0602599881145845e-05,-1.6447757602000753e-05,-3.0602599881145845e-05,5.9929661666131744e-05,2.9656606701310005e-05,-1.6447757602000753e-05,2.9656606701310005e-05,3.4588943014874225e-05,0.0016338274412930716,22,21,1
134,179486.79999995232,0.20000004768371582,1,-0.0011007660153979815,0.0026728871863070935,0.0011042831248664342,4.4494695442197574e-05,-3.060127023229443e-05,-1.6446953777761493e-05,-3.060127023229443e-05,5.992761834754472e-05,2.96553876173683e-05,-1.6446953777761493e-05,2.96553876173683e-05,3.458794717265812e-05,0.001853886267387851,22,21,1
135,179487.0,0.20000004768371582,1,-0.00029454977651851124,-0.0024875048422252632,-0.0002261447808447059,4.449433342867451e-05,-3.059994035944637e-05,-1.644614988163229e-05,-3.059994035944637e-05,5.992557477010345e-05,2.9654168428853175e-05,-1.644614988163229e-05,2.9654168428853175e-05,3.45869512435532e-05,0.0015283308999170864,22,21,1
136,179487.199999094,0.19999909400939941,1,0.00046794106175836674,0.0011583008547226825,0.0008143021329907185,4.449397141848939e-05,-3.0598610447145884e-05,-1.6445345952510382e-05,-3.0598610447145884e-05,5.992353102661332e-05,2.9652949094030892e-05,-1.6445345952510382e-05,2.9652949094030892e-05,3.458595519023754e-05,0.002233598610063946,22,21,1
137,179487.39999890327,0.19999980926513672,1,-0.0006118219930530541,0.00045555867318824994,0.0005022961598140085,4.4493607867998235e-05,-3.0597279105205966e-05,-1.6444541275550226e-05,-3.0597279105205966e-05,5.9921485217640025e-05,2.9651728651148067e-05,-1.6444541275550226e-05,2.9651728651148067e-05,3.458495821959678e-05,0.0013582371927813878,22,21,1
138,179487.59999990463,0.20000100135803223,1,-0.0030248251338544935,0.0005156557959580255,0.0027490031225276823,4.449324583976009e-05,-3.059594912858359e-05,-1.644373726779297e-05,-3.059594912858359e-05,5.991944140652087e-05,2.965050917871111e-05,-1.644373726779297e-05,2.965050917871111e-05,3.458396202832006e-05,0.0017792493496618699,22,21,1
139,179487.79999995232,0.20000004768371582,1,-0.002065421779211852,0.0023499698907869515,0.001850465607489582,4.4492883640174446e-05,-3.059461898138e-05,-1.644293318106897e-05,-3.059461898138e-05,5.9917397470458614e-05,2.9649289642759863e-05,-1.644293318106897e-05,2.9649289642759863e-05,3.4582965773573535e-05,0.0015672898166548418,22,21,1
140,179488.0,0.20000004768371582,1,5.2559572790231894e-05,-0.00036278992418914413,-0.00016695007433753517,4.4492520582326264e-05,-3.059328797766343e-05,-1.6442128707714262e-05,-3.059328797766343e-05,5.9915352117793336e-05,2.964806937574494e-05,-1.6442128707714262e-05,2.964806937574494e-05,3.4581968933477316e-05,0.0018507948469027899,22,21,1
141,179488.199999094,0.19999909400939941,1,0.0007248274453659084,-0.0011834072322969291,0.0008263113244320053,4.4492156884662136e-05,-3.059195634981666e-05,-1.6441323827635826e-05,-3.059195634981666e-05,5.991330562070626e-05,2.9646848356278707e-05,-1.6441323827635826e-05,2.9646848356278707e-05,3.458097146392472e-05,0.002255949522675307,22,21,1
142,179488.39999890327,0.19999980926513672,1,-0.0009844657046388626,0.0007299837651828511,0.0032107457697172492,4.449179488814206e-05,-3.05906263076488e-05,-1.6440519784645442e-05,-3.05906263076488e-05,5.991126186290241e-05,2.9645628819389352e-05,-1.6440519784645442e-05,2.9645628819389352e-05,3.457997518323209e-05,0.0025542320159487723,22,21,1
143,179488.59999990463,0.20000100135803223,1,-0.0015291111617173826,0.0016184319649958923,0.0012374957468415104,4.4491433395802615e-05,-3.058929667589975e-05,-1.6439715904741596e-05,-3.058929667589975e-05,5.990921852704906e-05,2.9644409390946503e-05,-1.6439715904741596e-05,2.9644409390946503e-05,3.457897898274325e-05,0.0019302246014317706,22,21,1
144,179488.79999995232,0.20000004768371582,1,0.0002381280318499614,-0.0003337716565141591,-0.00068536203478331,4.449107137184773e-05,-3.058796651759162e-05,-1.643891169772804e-05,-3.058796651759162e-05,5.990717425667303e-05,2.9643189361679586e-05,-1.643891169772804e-05,2.9643189361679586e-05,3.457798227983674e-05,0.0016103431745138133,22,21,1
145,179489.0,0.20000004768371582,1,-0.0018400389150343417,-0.001201164544788469,0.0014224280677526124,4.4490709104043085e-05,-3.05866361420347e-05,-1.6438107416529502e-05,-3.05866361420347e-05,5.990512994854992e-05,2.964196937084775e-05,-1.6438107416529502e-05,2.964196937084775e-05,3.457698559516671e-05,0.0018866886327064598,22,21,1
146,179489.199999094,0.19999909400939941,1,-0.0002515695237893668,0.0008594761429669973,0.0012031721821958996,4.449034748066657e-05,-3.058530631975432e-05,-1.6437303381117495e-05,-3.058530631975432e-05,5.990308633442901e-05,2.9640749649868556e-05,-1.6437303381117495e-05,2.9640749649868556e-05,3.4575989121377394e-05,0.0016994139983976231,21,21,0
147,179489.39999890327,0.19999980926513672,1,-0.001361556169678121,0.0011221652911146407,0.0012117668786011393,4.448998570990023e-05,-3.058397634211629e-05,-1.6436499215653353e-05,-3.058397634211629e-05,5.990104245622836e-05,2.9639529702994912e-05,-1.6436499215653353e-05,2.9639529702994912e-05,3.457499244671032e-05,0.0015756239182098454,21,21,0
148,179489.59999990463,0.20000100135803223,1,0.0007124229154116331,-0.0020609489893850252,-8.686828971793403e-05,4.44896242755591e-05,-3.0582646639614406e-05,-1.643569516532955e-05,-3.0582646639614406e-05,5.9898998953061155e-05,2.9638309888527677e-05,-1.643569516532955e-05,2.9638309888527677e-05,3.45739958689504e-05,0.0018492813219804659,22,21,1
149,179489.79999995232,0.20000004768371582,1,-0.0002652760824658178,0.003719100453551505,0.0041870328335988916,4.448926215770418e-05,-3.058131628771823e-05,-1.643489075632003e-05,-3.058131628771823e-05,5.989695449242731e-05,2.9637089521353778e-05,-1.643489075632003e-05,2.9637089521353778e-05,3.4572998827053965e-05,0.0017955771547907657,22,21,1
150,179490.0,0.20000004768371582,1,-0.0020690467460829924,-0.0007455274274477119,-0.0009661698237932725,4.448890010849611e-05,-3.0579985959333186e-05,-1.6434086351560978e-05,-3.0579985959333186e-05,5.98949099864048e-05,2.9635869080373026e-05,-1.6434086351560978e-05,2.9635869080373026e-05,3.457200171984765e-05,0.001542943477102176,22,21,1
151,179490.199999094,0.19999909400939941,1,-0.000199205289736061,-0.0003803776781374779,0.0017331929225266052,4.4488538901262616e-05,-3.0578656351600055e-05,-1.6433282362858047e-05,-3.0578656351600055e-05,5.9892866501393e-05,2.9634649183342128e-05,-1.6433282362858047e-05,2.9634649183342128e-05,3.457100506166635e-05,0.0011737890434256899,22,21,1
152,179490.39999890327,0.19999980926513672,1,-0.0006243896548645675,0.000733532333793363,0.001681253517357817,4.44881769257724e-05,-3.0577326057366926e-05,-1.6432478008794447e-05,-3.0577326057366926e-05,5.989082226649316e-05,2.96334288976256e-05,-1.6432478008794447e-05,2.96334288976256e-05,3.4570008063017684e-05,0.0018025055177335134,22,21,1
153,179490.59999990463,0.20000100135803223,1,-0.001225212245711115,0.0012114634146520586,-6.280730754237851e-05,4.44878150883957e-05,-3.057599581048642e-05,-1.6431673705197334e-05,-3.057599581048642e-05,5.988877788904281e-05,2.963220850273714e-05,-1.6431673705197334e-05,2.963220850273714e-05,3.456901098417996e-05,0.0017647053243706968,22,21,1
154,179490.79999995232,0.20000004768371582,1,0.0009909300399941659,-0.005191670710946283,-0.0008750313467631443,4.448745303474463e-05,-3.057466536824269e-05,-1.6430869174817674e-05,-3.057466536824269e-05,5.988673318933646e-05,2.9630987769411003e-05,-1.6430869174817674e-05,2.9630987769411003e-05,3.456801359608418e-05,0.0018854119371735202,22,21,1
155,179491.0,0.20000004768371582,1,-0.0025482326513166374,0.003776613845218435,0.0028960208679071897,4.448709142475625e-05,-3.057333530651139e-05,-1.64300648407366e-05,-3.057333530651139e-05,5.988468907135619e-05,2.962976731352394e-05,-1.64300648407366e-05,2.962976731352394e-05,3.456701642651928e-05,0.0019820096618975683,22,21,1
156,179491.199999094,0.19999909400939941,1,-9.641298610163512e-05,0.000281548721314806,0.0004946184034153589,4.448672867858505e-05,-3.057200413671749e-05,-1.6429259993194313e-05,-3.057200413671749e-05,5.988264318392889e-05,2.9628545949030902e-05,-1.6429259993194313e-05,2.9628545949030902e-05,3.4566018526084605e-05,0.0015624331219199808,22,21,1
157,179491.39999890327,0.19999980926513672,1,0.0006460441024357602,-0.002466772917177451,-0.0004761185967101511,4.448636646848392e-05,-3.057067353767115e-05,-1.642845521364835e-05,-3.057067353767115e-05,5.988059837977427e-05,2.962732491358913e-05,-1.642845521364835e-05,2.962732491358913e-05,3.456502082676792e-05,0.001772920849015813,22,21,1
158,179491.59999990463,0.20000100135803223,1,-0.0009128662345794048,0.0023425025265950694,0.001959964122730362,4.448600425798145e-05,-3.056934287205918e-05,-1.6427650475565166e-05,-3.056934287205918e-05,5.987855343797621e-05,2.9626103853414127e-05,-1.6427650475565166e-05,2.9626103853414127e-05,3.4564023118366254e-05,0.0017459474649613102,22,21,1
159,179491.79999995232,0.20000004768371582,1,-0.0023166573626561657,0.001038106594634769,0.001921832286860159,4.4485642191621954e-05,-3.056801226157531e-05,-1.6426845807602757e-05,-3.056801226157531e-05,5.9876508382475325e-05,2.962488271890917e-05,-1.6426845807602757e-05,2.962488271890917e-05,3.456302536065905e-05,0.0018726785546200136,22,21,1
