gps_week,tow,status,num_sats,ratio,baseline_m,ar_attempted,input_pair_count,pair_count,max_ambiguity_variance,effective_ratio_threshold,min_subset_pair_count,min_full_ratio_for_subset_ar,subset_candidates_evaluated,subset_candidates_rejected_by_full_ratio,subset_candidates_rejected_by_diversity,bsr_guided_candidates_evaluated,bsr_guided_candidates_accepted,wide_lane_total,wide_lane_fixed,wide_lane_rejected,wide_lane_min_distance,wide_lane_max_distance,gf_slip_count,doppler_slip_l1_count,doppler_slip_l2_count,code_slip_l1_count,code_slip_l2_count,lli_slip_l1_count,lli_slip_l2_count,ambiguity_reset_l1_count,ambiguity_reset_l2_count,adaptive_dynamic_slip_active,consecutive_nonfix_before_bias_update,adaptive_dynamic_slip_hold_remaining,full_lambda_solved,full_ratio,selected_fixed,selected_ratio,selected_pair_count,selected_distinct_sats,selected_distinct_systems,selected_distinct_frequencies,selected_dual_frequency_sats,selected_fixed_ambiguities,selected_used_subset,used_wlnl_fallback,validation_attempted,validation_passed,postfix_residual_rms,fixed_float_jump_m,post_validation_rejected,final_fixed_applied,reject_reason,ar_skip_reason
2324,188133.800,1,11,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188134.000,1,12,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188134.200,1,13,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188134.400,1,13,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188134.600,1,13,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188134.800,1,13,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188135.000,1,14,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188135.200,1,15,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188135.400,1,15,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188135.600,1,17,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188135.800,1,19,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188136.000,1,19,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,1,3,3,0,0,1,0,3,3,0,2516,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188136.200,3,5,0.000000,2776.848638,1,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2517,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188136.400,3,10,0.000000,2778.192574,1,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,5,0,0,0,0,2518,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188136.600,3,10,0.000000,2780.038251,1,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2519,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188136.800,3,11,0.000000,2782.008120,1,3,3,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2520,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188137.000,3,11,0.000000,2784.150003,1,3,3,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2521,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188137.200,3,11,0.000000,2786.199638,1,11,10,7.076077,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2522,0,1,1.732473,0,1.732473,10,6,3,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188137.400,0,0,0.000000,0.000000,1,9,8,7.013249,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2523,0,1,1.290875,0,1.290875,8,5,3,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188137.600,0,0,0.000000,0.000000,1,9,7,6.964960,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2524,0,1,1.219611,0,1.219611,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188137.800,0,0,0.000000,0.000000,1,10,8,6.923647,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2525,0,1,1.230513,0,1.230513,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188138.000,0,0,0.000000,0.000000,1,10,8,6.896612,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2526,0,1,1.013217,0,1.013217,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188138.200,0,0,0.000000,0.000000,1,10,8,6.872285,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2527,0,1,1.144265,0,1.144265,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188138.400,3,10,0.000000,2802.382602,1,8,6,6.846753,3.000000,4,0.000000,2,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2528,0,1,1.515584,1,10.216417,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188138.600,0,0,0.000000,0.000000,1,8,6,6.282735,3.000000,4,0.000000,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2529,0,1,1.515470,1,12.955281,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188138.800,0,0,0.000000,0.000000,1,8,6,6.230247,3.000000,4,0.000000,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2530,0,1,1.522004,1,13.631343,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188139.000,3,10,0.000000,2807.359589,1,8,6,6.187766,3.000000,4,0.000000,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2531,0,1,1.480448,1,10.876453,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188139.200,3,10,0.000000,2807.820126,1,9,7,6.158159,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2532,0,1,1.028684,0,1.028684,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188139.400,0,0,0.000000,0.000000,1,9,7,6.141838,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2533,0,1,1.046156,0,1.046156,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188139.600,0,0,0.000000,0.000000,1,9,7,6.141838,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2534,0,1,1.046159,0,1.046159,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188139.800,0,0,0.000000,0.000000,1,9,7,6.141838,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2535,0,1,1.046161,0,1.046161,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188140.000,0,0,0.000000,0.000000,1,9,7,6.141838,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,2536,0,1,1.046164,0,1.046164,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188140.200,3,11,0.000000,2818.127534,1,9,7,6.115153,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,0,0,0,2537,0,1,1.060194,0,1.060194,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188140.400,0,0,0.000000,0.000000,1,9,7,6.115153,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2538,0,1,1.060198,0,1.060198,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188140.600,0,0,0.000000,0.000000,1,9,7,6.115153,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2539,0,1,1.060202,0,1.060202,7,4,2,2,3,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188140.800,0,0,0.000000,0.000000,1,10,8,6.115153,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2540,0,1,1.097465,0,1.097465,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188141.000,0,0,0.000000,0.000000,1,10,8,6.115153,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2541,0,1,1.097442,0,1.097442,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188141.200,0,0,0.000000,0.000000,1,10,8,6.115153,3.000000,4,0.000000,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2542,0,1,1.097419,0,1.097419,8,4,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188141.400,0,0,0.000000,0.000000,1,10,9,12.744307,3.000000,4,0.000000,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2543,0,1,1.001349,0,1.001349,9,5,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188141.600,3,10,0.000000,2839.461088,1,10,9,12.744308,3.000000,4,0.000000,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2544,0,1,1.001349,0,1.001349,9,5,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188141.800,0,0,0.000000,0.000000,1,10,10,10.674561,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2545,0,1,1.081246,0,1.081246,10,5,2,2,5,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188142.000,0,0,0.000000,0.000000,1,10,9,6.468226,3.000000,4,0.000000,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2546,0,1,1.003444,0,1.003444,9,5,2,2,4,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188142.200,0,0,0.000000,0.000000,1,10,10,1.892640,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2547,0,1,1.141120,0,1.141120,10,5,2,2,5,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188142.400,0,0,0.000000,0.000000,1,10,10,1.555466,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2548,0,1,1.398697,0,1.398697,10,5,2,2,5,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188142.600,0,0,0.000000,0.000000,1,10,10,1.297389,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2549,0,1,2.085372,0,2.085372,10,5,2,2,5,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188142.800,0,0,0.000000,0.000000,1,10,10,1.115378,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,1,0,1,0,0,0,1,1,1,0,2550,0,1,2.701525,0,2.701525,10,5,2,2,5,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188143.000,3,12,0.000000,2845.343550,1,10,10,0.998844,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2551,0,1,3.117627,1,3.117627,10,5,2,2,5,10,0,0,1,0,,,0,0,max_position_jump,none
2324,188143.200,3,12,0.000000,2847.458883,1,12,12,0.906582,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2552,0,1,6.648148,1,6.648148,12,6,3,2,6,12,0,0,1,0,,,0,0,max_position_jump,none
2324,188143.400,3,11,0.000000,2849.552250,1,12,12,0.820339,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2553,0,1,6.952855,1,7.688245,11,6,3,2,5,11,1,0,1,0,,,0,0,max_position_jump,none
2324,188143.600,3,10,0.000000,2851.674930,1,10,10,0.742036,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2554,0,1,7.338263,1,7.801594,8,4,3,2,4,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188143.800,3,11,0.000000,2853.744759,1,12,12,0.748401,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2555,0,1,5.072062,1,9.027027,8,4,3,2,4,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188144.000,3,10,0.000000,2855.886637,1,12,12,0.664821,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2556,0,1,5.379368,1,9.807814,8,4,3,2,4,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188144.200,3,11,0.000000,2858.012623,1,12,12,0.598100,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2557,0,1,5.720078,1,11.945158,8,4,3,2,4,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188144.400,3,11,0.000000,2860.090942,1,12,12,0.543587,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2558,0,1,5.267669,1,14.397119,6,3,3,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188144.600,3,10,0.000000,2862.213177,1,10,10,0.508840,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2559,0,1,3.731864,1,9.225891,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188144.800,3,10,0.000000,2864.273359,1,10,10,0.478798,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2560,0,1,3.570020,1,9.466841,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188145.000,3,10,0.000000,2866.424032,1,10,10,0.452107,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2561,0,1,3.780569,1,9.780122,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188145.200,3,10,0.000000,2868.466448,1,10,10,0.428235,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2562,0,1,3.731788,1,9.792719,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188145.400,3,11,0.000000,2870.554785,1,10,10,0.406633,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2563,0,1,3.562059,1,9.342461,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188145.600,3,11,0.000000,2872.622768,1,10,10,0.387105,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2564,0,1,3.773544,1,10.381224,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188145.800,3,11,0.000000,2874.670456,1,10,10,0.369366,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2565,0,1,3.850421,1,11.898983,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188146.000,3,11,0.000000,2876.682928,1,10,10,0.353181,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,1,0,1,0,1,0,1,1,1,0,2566,0,1,4.124814,1,12.717748,6,3,2,2,3,6,1,0,1,0,,,0,0,max_position_jump,none
2324,188146.200,3,12,0.000000,2878.696495,1,12,11,0.344897,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2567,0,1,4.728976,1,4.728976,11,6,2,2,5,11,0,0,1,0,,,0,0,max_position_jump,none
2324,188146.400,3,12,0.000000,2880.712185,1,12,11,0.337009,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2568,0,1,4.744917,1,4.744917,11,6,2,2,5,11,0,0,1,0,,,0,0,max_position_jump,none
2324,188146.600,3,11,0.000000,2882.732293,1,12,11,0.323476,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2569,0,1,4.808492,1,4.808492,11,6,2,2,5,11,0,0,1,0,,,0,0,max_position_jump,none
2324,188146.800,3,12,0.000000,2884.731714,1,11,11,0.316601,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2570,0,1,4.956937,1,4.956937,11,6,2,2,5,11,0,0,1,0,,,0,0,max_position_jump,none
2324,188147.000,3,11,0.000000,2886.752558,1,11,11,0.309993,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2571,0,1,5.126173,1,5.126173,11,6,2,2,5,11,0,0,1,0,,,0,0,max_position_jump,none
2324,188147.200,3,11,0.000000,2888.714918,1,11,11,0.298531,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2572,0,1,5.004489,1,5.937602,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188147.400,3,11,0.000000,2890.696336,1,11,11,0.287909,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2573,0,1,4.867894,1,6.654110,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188147.600,3,11,0.000000,2892.666033,1,11,11,0.282433,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2574,0,1,4.827511,1,7.405484,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188147.800,3,11,0.000000,2894.664673,1,11,11,0.277167,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2575,0,1,4.867691,1,7.735697,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188148.000,3,11,0.000000,2896.582948,1,11,11,0.272098,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2576,0,1,4.975204,1,8.828111,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188148.200,3,11,0.000000,2898.524900,1,11,11,0.267226,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2577,0,1,5.006194,1,9.350575,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188148.400,3,11,0.000000,2900.471000,1,11,11,0.262593,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2578,0,1,4.875421,1,9.656404,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188148.600,3,11,0.000000,2902.383758,1,11,11,0.262011,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2579,0,1,4.944902,1,10.190422,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188148.800,0,0,0.000000,0.000000,1,11,11,0.261830,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2580,0,1,4.997254,1,10.402441,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188149.000,0,0,0.000000,0.000000,1,11,11,0.261830,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2581,0,1,4.999418,1,10.411867,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188149.200,3,12,0.000000,2907.967677,1,11,11,0.257291,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2582,0,1,4.841123,1,10.601972,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188149.400,0,0,0.000000,0.000000,1,11,11,0.257291,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2583,0,1,4.843222,1,10.611469,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188149.600,0,0,0.000000,0.000000,1,11,11,0.257128,3.000000,4,0.000000,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2584,0,1,4.870254,1,10.663776,8,5,2,2,3,8,1,0,1,0,,,0,0,max_position_jump,none
2324,188149.800,0,0,0.000000,0.000000,1,9,9,0.164579,3.000000,4,0.000000,0,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,1,1,0,2585,0,1,13.748756,1,13.748756,9,5,2,2,4,9,0,0,1,0,,,0,0,max_position_jump,none
2324,188150.000,3,10,0.000000,2915.172035,1,9,9,0.159923,3.000000,4,0.000000,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2586,0,1,14.107442,1,14.107442,9,5,2,2,4,9,0,0,1,0,,,0,0,max_position_jump,none
2324,188150.200,3,11,0.000000,2916.934257,1,9,9,0.155418,3.000000,4,0.000000,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,2587,0,1,14.506780,1,14.506780,9,5,2,2,4,9,0,0,1,0,,,0,0,max_position_jump,none
2324,188150.400,3,11,0.000000,2918.695734,1,9,9,0.151098,3.000000,4,0.000000,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2588,0,1,14.238803,1,14.238803,9,5,2,2,4,9,0,0,1,0,,,0,0,max_position_jump,none
2324,188150.600,3,9,0.000000,2920.426880,1,7,7,0.146990,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,0,1,0,2589,0,1,3.146957,1,17.446999,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188150.800,3,8,0.000000,2922.138468,1,7,7,0.144056,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2590,0,1,3.192845,1,17.652522,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188151.000,0,0,0.000000,0.000000,1,7,7,0.143736,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2591,0,1,3.062776,1,16.587953,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188151.200,3,7,0.000000,2925.125176,1,7,7,0.140995,3.000000,4,0.000000,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,0,2592,0,1,1.477065,1,11.161874,4,2,2,2,2,4,1,0,1,0,,,0,0,max_position_jump,none
2324,188151.400,0,0,0.000000,0.000000,1,4,4,0.138422,3.000000,4,0.000000,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,2,1,0,2593,0,1,1.140585,0,1.140585,4,2,1,2,2,0,0,0,0,0,,,0,0,lambda_not_fixed,lambda_failed
2324,188151.600,0,0,0.000000,0.000000,1,1,1,,,0,nan,0,0,0,0,0,0,0,0,,,1,1,2,0,0,0,0,2,2,0,2594,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,too_few_pairs,dd_lt4_before_var
2324,188151.800,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188152.000,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188152.200,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188152.400,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188152.600,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188152.800,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188153.000,1,19,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188153.200,1,21,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188153.400,1,19,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
2324,188153.600,0,0,0.000000,0.000000,0,0,0,,,0,nan,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,none
