epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,assignment_history_cleared,assignment_arc_slips,assignment_arc_slip_ids,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,arc_shadow_candidates,arc_shadow_oracle_min_error_m,arc_shadow_oracle_rank,respawn_excluded_satellite,n_dd_pr,n_dd_cp
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241506973369448,1.1154396974648069,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.4550132443456185,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29187698404799334,1,5.506735104654675,0.09259941889806922,0.2970536477157522,4,8.138391256522844,1.0044336687514845,7.7602707554821695,2.693491032534563,nan,nan,0,0,0,,0.07437190460118841,0,b3f4525bc8b8f4a5,512,58.21533719676796,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6370720896834488,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0,0,,0.07916666666666666,0,60cbf5c6bd3b273a,208,13.29275077399125,8,12,1,312,13,12,0,0.6331671963635342,273,0,nan,0,nan,0,nan,128,0.49921503788844174,28,,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,1,0.0020919180979770855,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6366983211003684,0,5.153871505021943,0.07915615353714814,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0,0,,0.07915615353714814,0,60cbf5c6bd3b273a,208,13.296262556993472,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,1,0.0027875318476306434,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6345022169453712,0,5.1551203656758355,0.07915716793396331,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0,0,,0.07915716793396331,0,60cbf5c6bd3b273a,208,13.295923651665607,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,1,0.0021894558171278596,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6365645697185931,0,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0,0,,0.07915686812924852,0,60cbf5c6bd3b273a,208,13.296023813748088,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,1,0.0030257143947754993,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6436350900633964,0,5.160582719992699,0.07915682079069132,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0,0,,0.07915682079069132,0,60cbf5c6bd3b273a,208,13.29603962923767,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,7.888380007299044,1.0493682246879301,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,5.036329968435649,0,,0.0,0.0,0,nan,0,0,,1,0.003979480574814344,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45846356870312993,1,5.028532659535348,0.05524805822915222,0.13348250425238414,4,7.868144879614797,1.0256672859532625,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,0,0,,0.05121956814403057,0,ee5eb94d61f78c24,412,61.93899519774198,8,12,1,322,13,12,10,0.4543859490511701,291,0,nan,0,nan,0,nan,128,0.19951622244629513,20,,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,7.888677309675599,1.0456774056774587,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,5.0522614361764004,0,,0.0,0.0,0,nan,0,0,,1,0.001949061007212296,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4521552907669512,1,5.044835903618952,0.057368975684494214,0.13146357496440775,4,7.868818575764826,1.0225559912929014,7.203308836127141,2.3723777286033028,nan,nan,0,0,0,,0.053328648304719575,0,ee5eb94d61f78c24,412,57.24108788916326,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,7.888964852888634,1.0453193905545621,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,5.082433459690364,0,,0.0,0.0,0,nan,0,0,,1,0.002083231021589448,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4444302412791563,1,5.075068668134907,0.057451773915309576,0.13137830189912258,4,7.869122776571985,1.0222082125674983,7.218677470522274,2.3775886360799108,nan,nan,0,0,0,,0.053411698761549026,0,ee5eb94d61f78c24,412,57.036559647865424,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,7.888981453634557,1.0451737314903133,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,5.107658677054008,0,,0.0,0.0,0,nan,0,0,,1,0.000966419538906604,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43579737689549314,1,5.1003402135490745,0.057458584598189505,0.13137384456250895,4,7.869140267026546,1.0220575495798907,7.237151120487444,2.3835556216658462,nan,nan,0,0,0,,0.05341847137998357,0,ee5eb94d61f78c24,412,57.020215888076535,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,7.8889934351732585,1.0450783605406788,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,5.129527072567791,0,,0.0,0.0,0,nan,0,0,,1,0.0017078021349590656,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4320883928582169,1,5.122241845821034,0.05745975081987884,0.1313741586015073,4,7.869152422891607,1.0219599469372598,7.250854808964697,2.3897359609892086,nan,nan,0,0,0,,0.05341958842711681,0,ee5eb94d61f78c24,412,57.019242866903674,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,2.3057863654600306,4.654559158394107,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,4.997351737901142,0,,0.0,0.0,0,nan,0,0,,1,0.001387721405054708,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4962124363653453,1,4.997351737901142,0.07916666666666666,0.0,1,2.3057863654600306,4.654559158394107,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,0,6,"C06@192039486,C16@192039486,C19@192039486,C21@192039486,C22@192039486,C26@192039486",0.07916666666666666,0,832d821e147a649e,200,13.293019133308356,8,12,1,312,13,12,0,0.4914482683780487,271,0,nan,0,nan,0,nan,164,0.4573062131111031,105,,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,2.303630504754548,4.660630251919467,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.003517423812425,0,,0.0,0.0,0,nan,0,0,,1,0.0018368196769597655,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5134460656355749,0,5.003517423812425,0.07914996752973455,0.0,1,2.303630504754548,4.660630251919467,6.812011773640396,2.2215420717411725,nan,nan,0,0,0,,0.07914996752973455,0,832d821e147a649e,200,13.298600285664584,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,2.3038957754651537,4.66205706801148,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.00887706550206,0,,0.0,0.0,0,nan,0,0,,1,0.0015296963788535695,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5246276167327716,0,5.00887706550206,0.07915362504160885,0.0,1,2.3038957754651537,4.66205706801148,6.814965548955687,2.2271151595485317,nan,nan,0,0,0,,0.07915362504160885,0,832d821e147a649e,200,13.29737758902958,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,2.3036752959280538,4.662816911822628,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.003085704256851,0,,0.0,0.0,0,nan,0,0,,1,0.0019532599301555213,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5138550114333964,0,5.003085704256851,0.07916279709134313,0.0,1,2.3036752959280538,4.662816911822628,6.8111547264812495,2.233486817838483,nan,nan,0,0,0,,0.07916279709134313,0,832d821e147a649e,200,13.294312113002848,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,2.3036794528493614,4.663006145282517,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,4.985797898741431,0,,0.0,0.0,0,nan,0,0,,1,0.0024529939414332873,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48985139629037355,1,4.985797898741431,0.07916480303094672,0.0,1,2.3036794528493614,4.663006145282517,6.798190767216363,2.240082038541546,nan,nan,0,0,0,,0.07916480303094672,0,832d821e147a649e,200,13.293641825707725,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.986591385650181,4.629798582866379,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043672994278828,0,,0.0,0.0,0,nan,0,0,,1,0.0014277803868587308,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5166180984452707,0,5.043672994278828,0.18061778480530746,0.0,1,1.986591385650181,4.629798582866379,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0,0,,0.18061778480530746,0,832d821e147a649e,223,13.671355705771171,8,12,1,316,13,12,4,0.5084980523788563,275,0,nan,0,nan,0,nan,162,0.46369304401484907,108,,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.9835775148796235,4.629098760796067,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053655824859051,0,,0.0,0.0,0,nan,0,0,,1,0.0022563392184922135,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5254638209543078,0,5.053655824859051,0.19405508158343376,0.0,1,1.9835775148796235,4.629098760796067,6.563846145743955,2.1232300878221277,nan,nan,0,0,0,,0.19405508158343376,0,832d821e147a649e,223,11.970164342244958,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.9828718316731386,4.629367030936307,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.0703470229775585,0,,0.0,0.0,0,nan,0,0,,1,0.002123484116319406,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5451462015639408,0,5.0703470229775585,0.19519093318340852,0.0,1,1.9828718316731386,4.629367030936307,6.5773148379183635,2.129054448480933,nan,nan,0,0,0,,0.19519093318340858,0,832d821e147a649e,223,11.84330130523378,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.9826495630316665,4.629520105231928,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.103903004515091,0,,0.0,0.0,0,nan,0,0,,1,0.0015631797389039329,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5901598128877045,0,5.103903004515091,0.19531206976524002,0.0,1,1.9826495630316665,4.629520105231928,6.60440914717434,2.1357169279087573,nan,nan,0,0,0,,0.19531206976524002,0,832d821e147a649e,223,11.831378548334028,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.982581380740471,4.629491001333062,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.1494971284252875,0,,0.0,0.0,0,nan,0,0,,1,0.0019779690191020225,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5663656153636695,0,5.1494971284252875,0.19532587643813246,0.0,1,1.982581380740471,4.629491001333062,6.643192315066824,2.142612579201163,nan,nan,0,0,0,,0.19532587643813246,0,832d821e147a649e,223,11.830068415735251,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816945556543843,4.654871840767952,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.09985886031167,0,,0.0,0.0,0,nan,0,0,,1,0.0015560167244436543,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5713311565618089,0,5.099695417024005,0.26560564353154464,0.008255312237461695,2,1.6818730842950804,4.654731637832669,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0,0,,0.26546451916025854,0,832d821e147a649e,319,10.980528348039703,8,12,1,317,13,12,5,0.8218304216961555,1,0,nan,0,nan,0,nan,162,0.45563632305079627,104,,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.6801781673186915,4.655498959111865,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155879715244007,0,,0.0,0.0,0,nan,0,0,,1,0.002259709976324511,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5799084443030643,0,5.15582747513594,0.28262371314788065,0.004679734622866067,2,1.6802366387469534,4.655452524973678,6.372082856127787,2.036041422985263,nan,nan,0,0,0,,0.2825740125279939,0,832d821e147a649e,319,9.788533530580834,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.6798313063828147,4.656105294260195,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.225989906107531,0,,0.0,0.0,0,nan,0,0,,1,0.003498837977219887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4965196900744752,1,5.225942338236711,0.28397034242661856,0.004486534111737458,2,1.679885358173452,4.6560621466645715,6.430540122500017,2.042114738166459,nan,nan,0,0,0,,0.2839240813870891,0,832d821e147a649e,319,9.704772130958588,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797434271622234,4.656210256717364,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.300198746133827,0,,0.0,0.0,0,nan,0,0,,1,0.0021291126037972638,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41472721146057556,1,5.300152008280679,0.2841080869520393,0.004463931361987498,2,1.6797970174115728,4.656167423224194,6.494106070676691,2.0490599946754635,nan,nan,0,0,0,,0.28406216258954464,0,832d821e147a649e,319,9.696269577244463,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.679716972643437,4.656276798857963,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379129385080898,0,,0.0,0.0,0,nan,0,0,,1,0.0016312392906970806,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3379167121355409,1,5.379083090583775,0.2841195879694691,0.004461461585661779,2,1.6797705276425061,4.656233972282753,6.561561787920344,2.056246294564471,nan,nan,0,0,0,,0.28407368763293517,0,832d821e147a649e,319,9.69557252647372,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.4513898958617932,4.739530130238778,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.176661288511102,0,,0.0,0.0,0,nan,0,0,,1,0.0019034924540318663,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5491374849147118,0,5.176395893531776,0.21240224811566452,0.010580816575546345,2,1.4516353845896093,4.739377139075171,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0,0,,0.21224736535097943,0,832d821e147a649e,399,16.061850554953025,8,12,1,326,13,12,14,0.8074517489303836,1,0,nan,0,nan,0,nan,164,0.4639514840760716,103,,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4495188012017617,4.743637135320145,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.255353995149931,0,,0.0,0.0,0,nan,0,0,,1,0.0017887951941591108,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4602142339538685,1,5.255257950412061,0.22312751733989677,0.006337912305328706,2,1.449610612290994,4.743578349413507,6.221608856680122,1.9578471472005274,nan,nan,0,0,0,,0.22306574751665983,0,832d821e147a649e,399,14.669204468767171,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491941879464663,4.744611718524863,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341214019228682,0,,0.0,0.0,0,nan,0,0,,1,0.0014442581992131624,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37549099539768827,1,5.341126372072491,0.2239062060523727,0.00606417774904197,2,1.4492789489510622,4.744557222695945,6.29338323410037,1.9641623367477135,nan,nan,0,0,0,,0.2238488446422065,0,832d821e147a649e,399,14.580660978565819,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.449177598185508,4.744486722405067,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.374315539401873,0,,0.0,0.0,0,nan,0,0,,1,0.0012547611741480092,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.34851647544529374,1,5.374229461199071,0.22415511600097449,0.006016064839559245,2,1.4492606930485248,4.744433485545781,6.322016967199731,1.971382263637691,nan,nan,0,0,0,,0.22409881894877348,0,832d821e147a649e,399,14.554207827343323,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.449161144011047,4.744572065741945,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.383659918514579,0,,0.0,0.0,0,nan,0,0,,1,0.0011627163354489733,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.34085076090518196,1,5.383574091115905,0.2241809853860526,0.006010277442337916,2,1.4492440738783168,4.744518941823245,6.329239134620994,1.978850681069604,nan,nan,0,0,0,,0.224124795877848,0,832d821e147a649e,399,14.551475976827525,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2356574777248208,4.7826483296159426,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.1487484578022915,0,,0.0,0.0,0,nan,0,0,,1,0.0020671357934090953,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5774536037630335,0,5.148461544052812,0.15225602887396392,0.016354684060131755,3,1.235909214291019,4.7822719331294765,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0,0,,0.15202572209243215,0,832d821e147a649e,427,18.69298289830416,8,12,1,374,13,12,62,0.5114211653264112,327,0,nan,0,nan,0,nan,149,0.4623777911069922,88,,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2349688633541474,4.790059042913403,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.138328534112078,0,,0.0,0.0,0,nan,0,0,,1,0.001127490299433198,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5885115731762974,0,5.138220597897722,0.15998198176422845,0.009953415019227457,3,1.2350691900987596,4.789916026741979,5.940850326801397,1.890252728871852,nan,nan,0,0,0,,0.15989163612455637,0,832d821e147a649e,427,17.000734841191438,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.2347962392058993,4.791597787454108,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.13805501528011,0,,0.0,0.0,0,nan,0,0,,1,0.0009722052738475868,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5873216734497517,0,5.137955916144441,0.1605068782871254,0.009599875980927467,3,1.2348897082349108,4.791463915851666,5.9392505269522475,1.8967930862073663,nan,nan,0,0,0,,0.16042251643018768,0,832d821e147a649e,427,16.896426041584988,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.2347639761052256,4.792191245397093,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.1388934703074165,0,,0.0,0.0,0,nan,0,0,,1,0.0012113015396962902,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5834914247869385,0,5.138795566973291,0.16055752207237026,0.009570159167094139,3,1.2348568516619387,4.792057953975587,5.939136892899335,1.9042684866028543,nan,nan,0,0,0,,0.16047372594771828,0,832d821e147a649e,427,16.886314961746308,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
69,553813.7999999523,-3811469.0913300556,3566808.235501047,3652665.228706436,0,0,0,0,0,1,1,1.2347522740205525,4.792305119220552,5.7603227340181204,18,4,0.20590055846808142,5.941714552284891,5.142335220761547,0,,0.0,0.0,0,nan,0,0,,1,0.0022691157587110926,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5778734457608132,0,5.142237639519066,0.1605639484016343,0.009565715411260788,3,1.234845063158727,4.792171886073586,5.941714552284891,1.9119990826985265,nan,nan,0,0,0,,0.1604802171527841,0,832d821e147a649e,427,16.885114128827592,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
70,553814.0,-3811469.037298305,3566808.123900659,3652665.37507361,0,0,0,0,1,1,1,6.730227688238179,1.5134089723455624,5.580307989813202,19,0,0.17166137233746512,5.7928469079199845,6.45793512312082,0,,0.0,0.0,0,nan,0,0,,1,0.0015099080820836107,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5570779272574161,0,6.457955772893886,0.16677124751358635,0.018602520606777962,2,6.73100123502817,1.5140388499854531,5.7928469079199845,1.8222119807090562,0.17166137233746512,0.6712067054049101,0,0,0,,0.16630730884880873,0,994d54c9040caa4d,446,16.799854025573424,8,12,1,385,13,12,73,0.5004327036650275,338,0,nan,0,nan,0,nan,142,0.45918743740594303,90,,19,17
