epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6692633209463154,0,5.160582719992699,0.07915682079069132,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0.07915682079069132,0,60cbf5c6bd3b273a,173,13.296280022377138,8,0,0,0,0,0,0,nan,-1,0,0
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,6.710601014672478,0.6510474135025055,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,4.581097335683443,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.067875091065417,0,4.694511345517156,0.06935852166559522,0.2910442090091755,10,6.705482699899161,0.5263647139862953,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,0.052084309627738454,0,abcffdce585979e5,346,60.13830584767617,8,12,1,328,5,4,8,1.504752571428363,311,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,6.7107216681351884,0.6468060822487427,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,4.5985416641767785,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.085218931949124,0,4.610762239282627,0.07095845674879489,0.16474181793557943,5,6.6629521212400284,0.6549821237131559,7.203308836127141,2.3723777286033028,nan,nan,0,0.05363792479589599,0,abcffdce585979e5,346,55.82431946084351,8,0,0,0,0,0,0,nan,-1,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,6.710957810255043,0.6466903299077351,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,4.6306190608232605,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.1172104474896076,0,4.642965941549903,0.0709827993239279,0.16479429085404051,5,6.663113662135734,0.655007580157745,7.218677470522274,2.3775886360799108,nan,nan,0,0.0536444003250027,0,abcffdce585979e5,346,55.651417854897176,8,0,0,0,0,0,0,nan,-1,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,6.710957774329892,0.6462132995628151,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,4.658348258442981,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.14491544949312,0,4.670792206395405,0.07098699819552622,0.1648049194851697,5,6.663109862266684,0.6545803539076698,7.237151120487444,2.3835556216658462,nan,nan,0,0.053646464310783244,0,abcffdce585979e5,346,55.637123545973346,8,0,0,0,0,0,0,nan,-1,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,6.7109666976296625,0.6461136252349273,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,4.681715114567471,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.1682804404719083,0,4.694205944595743,0.07098810702758276,0.1648083471990989,5,6.663119130401958,0.6545003417294205,7.250854808964697,2.3897359609892086,nan,nan,0,0.053647217400924214,0,abcffdce585979e5,346,55.636107264749576,8,0,0,0,0,0,0,nan,-1,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,2.3057863654600306,4.654559158394107,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,4.997351737901142,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5267369706700535,0,4.997351737901142,0.07916666666666669,0.0,1,2.3057863654600306,4.654559158394107,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,0.07916666666666669,0,832d821e147a649e,189,13.293317792729384,8,12,1,320,5,4,0,0.5267369706700535,299,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,2.303630504754548,4.660630251919467,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.003517423812425,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5440637019007919,0,5.003517423812425,0.07914996752973459,0.0,1,2.303630504754548,4.660630251919467,6.812011773640396,2.2215420717411725,nan,nan,0,0.07914996752973459,0,832d821e147a649e,189,13.298901596725365,8,0,0,0,0,0,0,nan,-1,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,2.3038957754651537,4.66205706801148,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.00887706550206,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.555266907722233,0,5.00887706550206,0.07915362504160885,0.0,1,2.3038957754651537,4.66205706801148,6.814965548955687,2.2271151595485317,nan,nan,0,0.07915362504160885,0,832d821e147a649e,189,13.297678318129586,8,0,0,0,0,0,0,nan,-1,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,2.3036752959280538,4.662816911822628,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.003085704256851,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.544484366763387,0,5.003085704256851,0.07916279709134318,0.0,1,2.3036752959280538,4.662816911822628,6.8111547264812495,2.233486817838483,nan,nan,0,0.07916279709134318,0,832d821e147a649e,189,13.294611385634015,8,0,0,0,0,0,0,nan,-1,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,2.3036794528493614,4.663006145282517,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,4.985797898741431,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5203992477919814,0,4.985797898741431,0.07916480303094672,0.0,1,2.3036794528493614,4.663006145282517,6.798190767216363,2.240082038541546,nan,nan,0,0.07916480303094672,0,832d821e147a649e,189,13.293940780365403,8,0,0,0,0,0,0,nan,-1,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.9865863244498934,4.629799721356555,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043679827437243,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5283607265978302,0,5.043679827437243,0.1868432516720787,0.0,1,1.9865863244498934,4.629799721356555,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0.1868432516720787,0,832d821e147a649e,214,12.817241063929659,8,12,1,322,5,4,2,0.5469025522945375,311,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.9835724928043275,4.629099852853312,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053661619488114,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5364996680993928,0,5.053661619488114,0.20016708027474886,0.0,1,1.9835724928043275,4.629099852853312,6.563846145743955,2.1232300878221277,nan,nan,0,0.20016708027474886,0,832d821e147a649e,214,11.273067800552688,8,0,0,0,0,0,0,nan,-1,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.9828668414143964,4.629368329990742,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.070352395344192,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5560493138613758,0,5.070352395344192,0.20125121814518374,0.0,1,1.9828668414143964,4.629368329990742,6.5773148379183635,2.129054448480933,nan,nan,0,0.20125121814518374,0,832d821e147a649e,214,11.162159512345678,8,0,0,0,0,0,0,nan,-1,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.9826445739257783,4.629521546267874,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.103908040736187,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6010664827235078,0,5.103908040736187,0.2013662661323824,0.0,1,1.9826445739257783,4.629521546267874,6.60440914717434,2.1357169279087573,nan,nan,0,0.2013662661323824,0,832d821e147a649e,214,11.151898373168693,8,0,0,0,0,0,0,nan,-1,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.9825764324235051,4.629492438468168,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.149502079581164,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6565622564704762,0,5.149502079581164,0.20137927546658413,0.0,1,1.9825764324235051,4.629492438468168,6.643192315066824,2.142612579201163,nan,nan,0,0.20137927546658413,0,832d821e147a649e,214,11.150785901693148,8,0,0,0,0,0,0,nan,-1,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816719424898001,4.654819279808391,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.099956847443249,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5746638086995669,0,5.099911529761026,0.2901771316825102,0.011538132118759273,3,1.6816794705365758,4.654847917349401,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0.2898675341592904,0,832d821e147a649e,291,9.392543092915988,8,12,1,323,5,4,3,1.514030028744495,322,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.6801689126030872,4.655445576801372,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155945917243439,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6466212269085029,0,5.155933962879096,0.3102054646629359,0.006597269460385047,3,1.6801701518415029,4.655454871250649,6.372082856127787,2.036041422985263,nan,nan,0,0.3100962398349107,0,832d821e147a649e,291,8.25860228634386,8,0,0,0,0,0,0,nan,-1,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.679825551106585,4.656055276839858,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.226042508590181,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7371418839633634,0,5.226032274091566,0.3118220541820602,0.00633802013827639,3,1.6798264668284655,4.656063596201188,6.430540122500017,2.042114738166459,nan,nan,0,0.31172037504862526,0,832d821e147a649e,291,8.177491817530044,8,0,0,0,0,0,0,nan,-1,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797388382895133,4.6561607731038945,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.300248804216523,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.833188261990901,0,5.300238733536865,0.31198757140036076,0.006310873949703009,3,1.6797396618444238,4.656168980184807,6.494106070676691,2.0490599946754635,nan,nan,0,0.3118866309662955,0,832d821e147a649e,291,8.169253476162947,8,0,0,0,0,0,0,nan,-1,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.6797125098294445,4.656227776534945,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379179281507903,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9329383922757094,0,5.3791691254329885,0.31200116411768214,0.006308121513840655,3,1.679713322363399,4.656235942573881,6.561561787920344,2.056246294564471,nan,nan,0,0.3119002764305399,0,832d821e147a649e,291,8.16859001939767,8,0,0,0,0,0,0,nan,-1,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.4513449529919311,4.739368560323326,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.176906957398182,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6948614484279863,0,5.176559841879662,0.2535562533505111,0.021547676108888976,4,1.4516576670859647,4.7387568023285045,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0.25292590285937827,0,832d821e147a649e,411,13.040572837120038,8,12,1,350,5,4,30,3.085236470194654,16,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4494861268401897,4.743476230444024,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.2555718371604465,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8024313757085565,0,5.255470020464987,0.2651805143804605,0.013013846016264,4,1.4495890615934104,4.743263094179565,6.221608856680122,1.9578471472005274,nan,nan,0,0.2649365146195477,0,832d821e147a649e,411,11.928494249620073,8,0,0,0,0,0,0,nan,-1,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491635585723999,4.744451109533698,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341426933582086,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9151533330345281,0,5.341338951851012,0.2659445724031128,0.012510692216353472,4,1.4492574802573452,4.744255111528765,6.29338323410037,1.9641623367477135,nan,nan,0,0.265717908021745,0,832d821e147a649e,411,11.863094992623497,8,0,0,0,0,0,0,nan,-1,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.4491466739400023,4.744323782620412,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.374534031438126,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9431578618637956,0,5.374447927289904,0.26619611490119177,0.012377800841077957,4,1.4492385176421454,4.74413264015108,6.322016967199731,1.971382263637691,nan,nan,0,0.265973632814604,0,832d821e147a649e,411,11.842432329193798,8,0,0,0,0,0,0,nan,-1,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.4491301330101067,4.744408975236903,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.383879195895302,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9536950672764908,0,5.383793685032561,0.26622230872711233,0.012364615638954284,4,1.4492218149105744,4.744218267578695,6.329239134620994,1.978850681069604,nan,nan,0,0.26600024914417636,0,832d821e147a649e,411,11.840289619599664,8,0,0,0,0,0,0,nan,-1,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2355582611884284,4.78233250750749,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.14918719318192,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6590024044295357,0,5.149002429994197,0.19645395613385236,0.02822615854231362,4,1.2355100112638573,4.781953154791454,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0.19556303131588762,0,832d821e147a649e,431,17.40116965654836,8,12,1,383,5,4,63,3.0839361373355496,41,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2348734981813445,4.789776331030294,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.1387232239760845,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6487509135427826,0,5.138591589712066,0.20464436631781222,0.012129140417650555,3,1.2349432396097855,4.789797678183285,5.940850326801397,1.890252728871852,nan,nan,0,0.2044244999460904,0,832d821e147a649e,431,15.904930968908655,8,0,0,0,0,0,0,nan,-1,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.2347043469368482,4.791325642774777,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.138431183778449,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6512255853013004,0,5.138311036194961,0.20508780074891794,0.01164713426692557,3,1.2347695779545202,4.7913429717685165,5.9392505269522475,1.8967930862073663,nan,nan,0,0.20488303889000511,0,832d821e147a649e,431,15.830292091621489,8,0,0,0,0,0,0,nan,-1,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.2346720802158806,4.791923406441272,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.139266185057931,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6588128323092737,0,5.139147420698304,0.2051294112788039,0.011592883586403147,3,1.2347369507835562,4.791939819760113,5.939136892899335,1.9042684866028543,nan,nan,0,0.20492607574265848,0,832d821e147a649e,431,15.823219032544632,8,0,0,0,0,0,0,nan,-1,0,0
69,553813.7999999523,-3811469.0913300556,3566808.235501047,3652665.228706436,0,0,0,0,0,1,1,1.2346606418425254,4.7920378687660845,5.7603227340181204,18,4,0.20590055846808142,5.941714552284891,5.142706704113905,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6648471363242134,0,5.142588264456036,0.20513486867683392,0.01158434466226019,3,1.2347254273759096,4.792054162541396,5.941714552284891,1.9119990826985265,nan,nan,0,0.20493169669811523,0,832d821e147a649e,431,15.822345484964181,8,0,0,0,0,0,0,nan,-1,0,0
70,553814.0,-3811469.037298305,3566808.123900659,3652665.37507361,0,0,0,0,0,1,1,1.080341485070864,4.7308258169462345,5.580307989813202,19,0,0.17166137233746512,5.7928469079199845,5.081354746140903,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5586778810279862,0,5.081021200016139,0.15932505088268897,0.018410182656432933,3,1.0806526566906358,4.73061144839759,5.7928469079199845,1.8222119807090562,0.17166137233746512,0.6712067054049101,0,0.1588907290250747,0,832d821e147a649e,466,18.121966718354404,8,12,1,398,5,4,78,3.080232993391402,46,19,17
71,553814.199999094,-3811469.0540562454,3566808.1413113913,3652665.3910148344,0,0,0,0,0,1,1,1.0807259435099754,4.735312028704162,5.61628545237455,19,1,0.17166137233746512,5.813242256654249,5.101815745964063,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5834840848986326,0,5.10169544644548,0.1662843081716123,0.011190495855359897,3,1.0808442299389378,4.7352230413350425,5.813242256654249,1.8253700871584446,nan,nan,0,0.16611550034745415,0,832d821e147a649e,466,16.509369505101244,8,0,0,0,0,0,0,nan,-1,0,0
72,553814.4000000954,-3811469.078650902,3566808.166167389,3652665.413996416,0,0,0,0,0,1,1,1.0808759568629804,4.736275699743971,5.658664875517778,19,2,0.17166137233746512,5.8428614098649145,5.132746481936424,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6216538620653228,0,5.132636998218908,0.1666692936781599,0.010777203992942028,3,1.0809854220195108,4.73619143117391,5.8428614098649145,1.8321420652407963,nan,nan,0,0.16651196319007575,0,832d821e147a649e,466,16.422487678621675,8,0,0,0,0,0,0,nan,-1,0,0
73,553814.599998951,-3811469.1003943384,3566808.188215709,3652665.432468175,0,0,0,0,0,1,1,1.080960351965576,4.736450786333396,5.6937449792407095,19,3,0.17166137233746512,5.86957827210506,5.160647451149818,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6545300248643,0,5.160539478164355,0.16671805470910359,0.010729430885388658,3,1.0810687855872254,4.736367000441929,5.86957827210506,1.8398801572128798,nan,nan,0,0.16656200093694493,0,832d821e147a649e,466,16.41225981126322,8,0,0,0,0,0,0,nan,-1,0,0
74,553814.7999999523,-3811469.1283504013,3566808.217287369,3652665.456551214,0,0,0,0,0,1,1,1.0809680217312427,4.736552954060944,5.739741364493762,19,4,0.17166137233746512,5.904559055478418,5.197383058672752,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.698240363131653,0,5.197275696455575,0.1667179396318799,0.010725951622527291,3,1.0810763208799195,4.736469037207139,5.904559055478418,1.8478801402022942,nan,nan,0,0.16656193612509493,0,832d821e147a649e,466,16.411998909360054,8,0,0,0,0,0,0,nan,-1,0,0
75,553815.0,-3811468.9644313212,3566808.0002683788,3652665.475848125,0,0,0,0,0,1,1,6.975455333891669,2.662796026761444,5.563605699858875,18,0,0.16723452360142665,5.634140693340448,4.856755944310594,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5866369222116143,0,4.860253217337897,0.1322057917615007,0.05310692640103395,3,6.983059303210938,2.669709981944145,5.634140693340448,1.7651404205727586,0.16723452360142665,0.6444207763429423,0,0.12932404859155316,0,67f4087b5dcda2f7,499,18.036047253355754,8,12,1,417,5,4,97,3.089149080372303,59,18,17
76,553815.199999094,-3811468.9626228022,3566807.997926585,3652665.473465487,0,0,0,0,0,1,1,6.97571106132332,2.667021255684809,5.570540408788409,18,1,0.16723452360142665,5.631694436909621,4.858949188323069,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5889962500248279,0,4.86188211764197,0.13896552200400739,0.04776313938305507,3,6.982088376603685,2.672807730878209,5.631694436909621,1.7684010070562826,nan,nan,0,0.13638298782499045,0,67f4087b5dcda2f7,499,16.39441277689602,8,0,0,0,0,0,0,nan,-1,0,0
77,553815.4000000954,-3811468.961974218,3566807.996615348,3652665.4761489625,0,0,0,0,0,1,1,6.975824205613693,2.667688965010778,5.574369835415747,18,2,0.16723452360142665,5.6297856190029805,4.862421025674039,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5918872493762719,0,4.865313568237984,0.13939478818835702,0.04737633104716956,3,6.982106496044462,2.6733864186526946,5.6297856190029805,1.775390432894277,nan,nan,0,0.13684158245128444,0,67f4087b5dcda2f7,499,16.302256068871067,8,0,0,0,0,0,0,nan,-1,0,0
78,553815.599998951,-3811468.965777788,3566807.9991327194,3652665.4802612495,0,0,0,0,0,1,1,6.975844693461108,2.6681710854924443,5.581459481005151,18,3,0.16723452360142665,5.633293496618416,4.868204812385556,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5982171608061623,0,4.871090069335159,0.13943704275418214,0.04732964730472063,3,6.982116576204818,2.673858007704399,5.633293496618416,1.7833748257732964,nan,nan,0,0.13688673071656585,0,67f4087b5dcda2f7,499,16.293402212334737,8,0,0,0,0,0,0,nan,-1,0,0
79,553815.7999999523,-3811468.9675551504,3566807.998609478,3652665.478977498,0,0,0,0,0,1,1,6.9758476828465685,2.6682674745197126,5.581387508215798,18,4,0.16723452360142665,5.634264974908431,4.8674737633960525,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5976843141027127,0,4.870357304368268,0.13944136596096393,0.04732379558440817,3,6.982118252703683,2.673953231921247,5.634264974908431,1.7916271459200621,nan,nan,0,0.13689138813014678,0,67f4087b5dcda2f7,499,16.29241697243482,8,0,0,0,0,0,0,nan,-1,0,0
80,553816.0,-3811468.878908008,3566807.8702539033,3652665.593582837,0,0,0,0,0,1,1,6.78629967731204,2.6072939413226006,5.38969395983052,18,0,0.15067004659052766,5.460617008571898,4.8148053246088525,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5340829192157561,0,4.8170598703584275,0.16255250645756983,0.042546339213885634,3,6.791075931340466,2.611705085689779,5.460617008571898,1.7121542298193912,0.15067004659052766,0.48750634448403524,0,0.1603412325752888,0,67f4087b5dcda2f7,512,14.894122612046333,8,12,1,429,5,4,109,3.083207117926056,72,18,17
