epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,7.106592419934041,1.430506787794007,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,4.23625176151258,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46124913975863924,1,4.23625176151258,0.06951550431225796,0.0,1,7.106592419934041,1.430506787794007,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,0.06951550431225796,0,a5667da7983d8ee3,377,53.21407437111787,8,12,1,282,17,16,10,0.46124913975863924,197,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,7.105496774207764,1.4241216576108984,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,4.253810150653372,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4521625732928762,1,4.253810150653372,0.07258204580707928,0.0,1,7.105496774207764,1.4241216576108984,7.203308836127141,2.3723777286033028,nan,nan,0,0.07258204580707928,0,a5667da7983d8ee3,377,49.22341251017074,8,0,0,0,0,0,0,nan,-1,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,7.105341036037277,1.423659097411128,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,4.2847303024160786,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4444337819064114,1,4.2847303024160786,0.07271501015332978,0.0,1,7.105341036037277,1.423659097411128,7.218677470522274,2.3775886360799108,nan,nan,0,0.07271501015332978,0,a5667da7983d8ee3,377,49.05494903787221,8,0,0,0,0,0,0,nan,-1,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,7.105259164345038,1.4230736345282544,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,4.311290870819695,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43579762940787165,1,4.311290870819695,0.07272774142646912,0.0,1,7.105259164345038,1.4230736345282544,7.237151120487444,2.3835556216658462,nan,nan,0,0.07272774142646912,0,a5667da7983d8ee3,377,49.0409556248719,8,0,0,0,0,0,0,nan,-1,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,7.10523983693831,1.4229117818851906,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,4.333730940192089,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43212213067038796,1,4.333730940192089,0.07272949370482269,0.0,1,7.10523983693831,1.4229117818851906,7.250854808964697,2.3897359609892086,nan,nan,0,0.07272949370482269,0,a5667da7983d8ee3,377,49.03986648799015,8,0,0,0,0,0,0,nan,-1,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,2.3056858351859497,4.654563184370218,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,4.997510913515453,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4950460711194604,1,9.162047258768705,0.07953431372549016,0.015020459294123288,2,3.689642743855487,6.604233976336734,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,0.0793504901960784,0,832d821e147a649e,205,13.278048015908405,8,12,1,272,17,16,0,0.49085502359913735,200,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,2.3035267006511515,4.660622138765743,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.00370008003835,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5122724716961041,0,9.168715389118098,0.0795191218604516,0.015107869911762814,2,3.698536974473967,6.600331007612221,6.812011773640396,2.2215420717411725,nan,nan,0,0.07933456162900158,0,832d821e147a649e,205,13.283561462679527,8,0,0,0,0,0,0,nan,-1,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,2.3037918739344394,4.662046753087195,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.009063324526245,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5234522689064818,0,9.175073185305438,0.07952245695123782,0.015113326330828932,2,3.7006349303276513,6.599236079504854,6.814965548955687,2.2271151595485317,nan,nan,0,0.07933805808080298,0,832d821e147a649e,205,13.28235355745284,8,0,0,0,0,0,0,nan,-1,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,2.3035714813086496,4.662805877238886,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.003272495269792,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5126804968030875,0,9.167643375202932,0.07953081379730584,0.015100215612176093,2,3.70010203348827,6.598870356145833,6.8111547264812495,2.233486817838483,nan,nan,0,0.07934681957178945,0,832d821e147a649e,205,13.279325198095794,8,0,0,0,0,0,0,nan,-1,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,2.3035756507352514,4.662994873645421,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,4.9859846021637315,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48868327465638195,1,9.147903818675871,0.07953264141502947,0.01509782734556869,2,3.7000201950155027,6.5987229486289705,6.798190767216363,2.240082038541546,nan,nan,0,0.07934873568587714,0,832d821e147a649e,205,13.278663025855433,8,0,0,0,0,0,0,nan,-1,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.9865679993149576,4.629714579684518,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043815202658985,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5161322676342046,0,5.043815202658985,0.18390868919990155,0.0,1,1.9865679993149576,4.629714579684518,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0.18390868919990155,0,832d821e147a649e,238,13.229956435004887,8,12,1,277,17,16,5,0.507775466887582,204,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.983562666408754,4.629016956046286,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053795074709626,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5249973256569236,0,5.053795074709626,0.19649679623601107,0.0,1,1.983562666408754,4.629016956046286,6.563846145743955,2.1232300878221277,nan,nan,0,0.19649679623601107,0,832d821e147a649e,238,11.69783959655625,8,0,0,0,0,0,0,nan,-1,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.98285872843705,4.629283037581412,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.070488173451262,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5446803509681255,0,5.070488173451262,0.197522246669333,0.0,1,1.98285872843705,4.629283037581412,6.5773148379183635,2.129054448480933,nan,nan,0,0.197522246669333,0,832d821e147a649e,238,11.587225227433905,8,0,0,0,0,0,0,nan,-1,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.9826371339828885,4.629434521942254,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.104048325233748,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5896901272543223,0,5.104048325233748,0.19763331828443254,0.0,1,1.9826371339828885,4.629434521942254,6.60440914717434,2.1357169279087573,nan,nan,0,0.19763331828443254,0,832d821e147a649e,238,11.576775616372446,8,0,0,0,0,0,0,nan,-1,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.9825686148621715,4.629405530645917,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.149644554881135,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5585520974878938,0,5.149644554881135,0.19764612493144135,0.0,1,1.9825686148621715,4.629405530645917,6.643192315066824,2.142612579201163,nan,nan,0,0.19764612493144135,0,832d821e147a649e,238,11.575614795620181,8,0,0,0,0,0,0,nan,-1,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816890869003258,4.65483366527861,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.0999082320436955,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.566093096646315,0,5.0999082320436955,0.2735592090034231,0.0,1,1.6816890869003258,4.65483366527861,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0.2735592090034231,0,832d821e147a649e,257,10.394873786679003,8,12,1,279,17,16,7,0.4809404250264707,273,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.6801748281246316,4.655463111391842,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155922043096406,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6199854265371288,0,5.155922043096406,0.29334071986565974,0.0,1,1.6801748281246316,4.655463111391842,6.372082856127787,2.036041422985263,nan,nan,0,0.29334071986565974,0,832d821e147a649e,257,9.125980774260988,8,0,0,0,0,0,0,nan,-1,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.6798285253038199,4.65607070847613,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.226029819284093,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5307259764282726,0,5.226029819284093,0.2950069151055445,0.0,1,1.6798285253038199,4.65607070847613,6.430540122500017,2.042114738166459,nan,nan,0,0.2950069151055445,0,832d821e147a649e,257,9.031102212763127,8,0,0,0,0,0,0,nan,-1,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797408213388276,4.656175940924608,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.30023861912042,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4444264626186853,1,5.30023861912042,0.29517803363861284,0.0,1,1.6797408213388276,4.656175940924608,6.494106070676691,2.0490599946754635,nan,nan,0,0.29517803363861284,0,832d821e147a649e,257,9.021441430129785,8,0,0,0,0,0,0,nan,-1,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.6797143811825974,4.656242622889368,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379169746389135,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3606134113093405,1,5.379169746389135,0.2951919786315819,0.0,1,1.6797143811825974,4.656242622889368,6.561561787920344,2.056246294564471,nan,nan,0,0.2951919786315819,0,832d821e147a649e,257,9.020667642666048,8,0,0,0,0,0,0,nan,-1,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.4513831707881688,4.739486014061069,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.17671580746569,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5757462238278962,0,5.17671580746569,0.22490361632591765,0.0,1,1.4513831707881688,4.739486014061069,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0.22490361632591765,0,832d821e147a649e,344,14.591167172482233,8,12,1,287,17,16,15,0.681290488391043,14,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4495142244870018,4.743592335155688,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.255407925200687,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48126972814794966,1,5.255407925200687,0.2370659691409885,0.0,1,1.4495142244870018,4.743592335155688,6.221608856680122,1.9578471472005274,nan,nan,0,0.2370659691409885,0,832d821e147a649e,344,13.226975524474632,8,0,0,0,0,0,0,nan,-1,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491898580421942,4.744566659462059,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341268916013521,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.391584039298761,1,5.341268916013521,0.2380107934562032,0.0,1,1.4491898580421942,4.744566659462059,6.29338323410037,1.9641623367477135,nan,nan,0,0.2380107934562032,0,832d821e147a649e,344,13.132557051940957,8,0,0,0,0,0,0,nan,-1,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.449173056664675,4.744441269320608,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.37437187646649,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3620044422256486,1,5.37437187646649,0.23831365939230434,0.0,1,1.449173056664675,4.744441269320608,6.322016967199731,1.971382263637691,nan,nan,0,0.23831365939230434,0,832d821e147a649e,344,13.104130831271021,8,0,0,0,0,0,0,nan,-1,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.4491565770994277,4.744526562355705,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.3837165539737075,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3532848126311939,1,5.3837165539737075,0.23834514917157934,0.0,1,1.4491565770994277,4.744526562355705,6.329239134620994,1.978850681069604,nan,nan,0,0.23834514917157934,0,832d821e147a649e,344,13.101193248232589,8,0,0,0,0,0,0,nan,-1,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2356293962917788,4.7825293514564455,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.148896064324969,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5859982051629361,0,5.148896064324969,0.16302774713111426,0.0,1,1.2356293962917788,4.7825293514564455,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0.16302774713111426,0,832d821e147a649e,377,16.780551225237982,8,12,1,329,17,16,57,0.5113829781347216,298,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2349415328690947,4.789950724221725,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.1384623355118,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5962371060182096,0,5.1384623355118,0.171750952002126,0.0,1,1.2349415328690947,4.789950724221725,5.940850326801397,1.890252728871852,nan,nan,0,0.171750952002126,0,832d821e147a649e,377,15.180947442598807,8,0,0,0,0,0,0,nan,-1,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.2347699775003613,4.791493006618851,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.138182692937434,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5948068600875382,0,5.138182692937434,0.17235174444892493,0.0,1,1.2347699775003613,4.791493006618851,5.9392505269522475,1.8967930862073663,nan,nan,0,0.17235174444892493,0,832d821e147a649e,377,15.079531034631001,8,0,0,0,0,0,0,nan,-1,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.2347376705358326,4.792087940320309,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.139020043701012,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5908557470466161,0,5.139020043701012,0.1724097302748773,0.0,1,1.2347376705358326,4.792087940320309,5.939136892899335,1.9042684866028543,nan,nan,0,0.1724097302748773,0,832d821e147a649e,377,15.06969658142384,8,0,0,0,0,0,0,nan,-1,0,0
69,553813.7999999523,-3811469.0913300556,3566808.235501047,3652665.228706436,0,0,0,0,0,1,1,1.2347260473481536,4.792202014881369,5.7603227340181204,18,4,0.20590055846808142,5.941714552284891,5.142461397317997,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5851960901184359,0,5.142461397317997,0.1724171160563645,0.0,1,1.2347260473481536,4.792202014881369,5.941714552284891,1.9119990826985265,nan,nan,0,0.17241711605636448,0,832d821e147a649e,377,15.068516907373946,8,0,0,0,0,0,0,nan,-1,0,0
70,553814.0,-3811469.037298305,3566808.123900659,3652665.37507361,0,0,0,0,1,1,1,6.730382526306924,1.5135868559886312,5.580307989813202,19,0,0.17166137233746512,5.7928469079199845,6.458300326339495,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5571159267101816,0,6.458322670919827,0.18368547991856865,0.020172739413640603,2,6.7312928986281495,1.5143274561346014,5.7928469079199845,1.8222119807090562,0.17166137233746512,0.6712067054049101,0,0.1830821125016715,0,994d54c9040caa4d,388,14.959017770923726,8,12,1,342,17,16,70,0.48620078909734943,314,19,17
71,553814.199999094,-3811469.0540562454,3566808.1413113913,3652665.3910148344,0,0,0,0,1,1,1,6.7295984173033725,1.5097488278945754,5.61628545237455,19,1,0.17166137233746512,5.813242256654249,6.483580347232348,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5823448985694655,0,6.483602304894731,0.1942640176413078,0.013001185263369372,2,6.729985515871144,1.5100662175931452,5.813242256654249,1.8253700871584446,nan,nan,0,0.1939964363812442,0,994d54c9040caa4d,388,13.495163637959775,8,0,0,0,0,0,0,nan,-1,0,0
72,553814.4000000954,-3811469.078650902,3566808.166167389,3652665.413996416,0,0,0,0,1,1,1,6.729300494644295,1.5089098609657796,5.658664875517778,19,2,0.17166137233746512,5.8428614098649145,6.521721588645502,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6025993424889653,0,6.5217450580977925,0.195044085833457,0.012549231221651807,2,6.72966403706309,1.509208548736703,5.8428614098649145,1.8321420652407963,nan,nan,0,0.1947927649394447,0,994d54c9040caa4d,388,13.401719687726303,8,0,0,0,0,0,0,nan,-1,0,0
73,553814.599998951,-3811469.1003943384,3566808.188215709,3652665.432468175,0,0,0,0,1,1,1,6.729145186812845,1.5087597575423828,5.6937449792407095,19,3,0.17166137233746512,5.86957827210506,6.554219345751566,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5700085776256097,0,6.5542423630270115,0.19513444867588248,0.01249586647400295,2,6.729506142731961,1.5090564083933034,5.86957827210506,1.8398801572128798,nan,nan,0,0.19488495433705635,0,994d54c9040caa4d,388,13.390775316370329,8,0,0,0,0,0,0,nan,-1,0,0
74,553814.7999999523,-3811469.1283504013,3566808.217287369,3652665.456551214,0,0,0,0,1,1,1,6.729127091294117,1.5086703560593806,5.739741364493762,19,4,0.17166137233746512,5.904559055478418,6.597076841657298,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5280410311172572,0,6.597099147958712,0.19513813574475408,0.012490491508301078,2,6.729488101995117,1.5089671268059388,5.904559055478418,1.8478801402022942,nan,nan,0,0.19488871083108053,0,994d54c9040caa4d,388,13.390424573498484,8,0,0,0,0,0,0,nan,-1,0,0
75,553815.0,-3811468.9644313212,3566808.0002683788,3652665.475848125,0,0,0,0,1,1,1,6.607816946889356,1.576871757562028,5.563605699858875,18,0,0.16723452360142665,5.634140693340448,6.491092075279854,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5855957012617807,0,6.491113433129474,0.218018226008008,0.018081525688064596,2,6.608536799403141,1.5774565979429993,5.634140693340448,1.7651404205727586,0.16723452360142665,0.6444207763429423,0,0.21744609325348502,0,994d54c9040caa4d,393,12.801029520479025,8,12,1,354,17,16,82,0.5099100591442038,279,18,17
76,553815.199999094,-3811468.9626228022,3566807.997926585,3652665.473465487,0,0,0,0,1,1,1,6.610313777054399,1.5771780419708448,5.570540408788409,18,1,0.16723452360142665,5.631694436909621,6.493706773456998,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5880558779980687,0,6.49371769551727,0.2305970939912866,0.011454061706557574,2,6.610605320293139,1.5774156335575822,5.631694436909621,1.7684010070562826,nan,nan,0,0.23035106382576997,0,994d54c9040caa4d,393,11.519995721150032,8,0,0,0,0,0,0,nan,-1,0,0
77,553815.4000000954,-3811468.961974218,3566807.996615348,3652665.4761489625,0,0,0,0,1,1,1,6.6109732344014365,1.5765771505704742,5.574369835415747,18,2,0.16723452360142665,5.6297856190029805,6.496601878052223,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5909781967886281,0,6.496612714325799,0.23150429729012434,0.011067396540320129,2,6.6112454849036135,1.5767992023402178,5.6297856190029805,1.775390432894277,nan,nan,0,0.2312739889151664,0,994d54c9040caa4d,393,11.43933540213374,8,0,0,0,0,0,0,nan,-1,0,0
78,553815.599998951,-3811468.965777788,3566807.9991327194,3652665.4802612495,0,0,0,0,1,1,1,6.6111679623140125,1.576560915391672,5.581459481005151,18,3,0.16723452360142665,5.633293496618416,6.5029075415320206,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5973186378367376,0,6.502918499001714,0.23159364042525024,0.011020124504007234,2,6.6114382411694255,1.5767814318032083,5.633293496618416,1.7833748257732964,nan,nan,0,0.2313648119559093,0,994d54c9040caa4d,393,11.43151150668372,8,0,0,0,0,0,0,nan,-1,0,0
79,553815.7999999523,-3811468.9675551504,3566807.998609478,3652665.478977498,0,0,0,0,1,1,1,6.611209157764543,1.5765728109323556,5.581387508215798,18,4,0.16723452360142665,5.634264974908431,6.502317366290788,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5967857722197425,0,6.502328213883739,0.23160313043414038,0.011014472832102273,2,6.611479160686043,1.5767931035658966,5.634264974908431,1.7916271459200621,nan,nan,0,0.2313744674877596,0,994d54c9040caa4d,393,11.430653722829167,8,0,0,0,0,0,0,nan,-1,0,0
80,553816.0,-3811468.878908008,3566807.8702539033,3652665.593582837,0,0,0,0,1,1,1,6.434324227992661,1.6479870003542554,5.38969395983052,18,0,0.15067004659052766,5.460617008571898,6.442108315769177,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5335843180265485,0,6.442173682459497,0.2441177697013034,0.016056138302855228,2,6.43492166048524,1.648457548760786,5.460617008571898,1.7121542298193912,0.15067004659052766,0.48750634448403524,0,0.24359830062398238,0,994d54c9040caa4d,396,10.483734145502606,8,12,1,369,17,16,97,0.4861829029176249,263,18,17
81,553816.199999094,-3811468.889186431,3566807.880308708,3652665.603812291,0,0,0,0,1,1,1,6.434709124430051,1.6451091733354624,5.415210176595309,18,1,0.15067004659052766,5.472926503892927,6.459033504832507,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5503061553145516,0,6.459066865691975,0.2576383398969232,0.010067866398036791,2,6.434949359302909,1.6453001355413182,5.472926503892927,1.7155155646892941,nan,nan,0,0.2574201632942572,0,994d54c9040caa4d,396,9.454895629728185,8,0,0,0,0,0,0,nan,-1,0,0
