epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,assignment_history_cleared,assignment_arc_slips,assignment_arc_slip_ids,stale_generation_holdover_basins,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,arc_shadow_candidates,arc_shadow_oracle_min_error_m,arc_shadow_oracle_rank,arc_shadow_compute_seconds,arc_completion_search_workspaces,respawn_excluded_satellite,n_dd_pr,n_dd_cp
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.241530085715262,1.1155379738024473,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.452701400820793,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2932124555325851,1,5.504484631764036,0.09259975287014567,0.29706912463882174,4,8.138409964964273,1.0045041516976625,7.762046597964363,2.688009043087361,nan,nan,0,0,0,,0,0.07437246405965407,0,b3f4525bc8b8f4a5,512,58.21577746872937,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241506973369448,1.1154396974648069,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.4550132443456185,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29187698404799334,1,5.506735104654675,0.09259941889806922,0.2970536477157522,4,8.138391256522844,1.0044336687514845,7.7602707554821695,2.693491032534563,nan,nan,0,0,0,,0,0.07437190460118841,0,b3f4525bc8b8f4a5,512,58.21533719676796,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49921503788844174,1,5.150935924497962,0.07916666666666669,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0,0,,0,0.07916666666666669,0,60cbf5c6bd3b273a,336,13.29275640756135,8,12,1,440,13,12,128,0.49921503788844174,28,0,nan,0,nan,0,nan,128,0.49921503788844174,28,0.09740659999079071,0,,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,1,0.0020919180979770855,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49710209852816256,1,5.153871505021943,0.0791561535371481,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0,0,,0,0.0791561535371481,0,60cbf5c6bd3b273a,336,13.29626822202025,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,1,0.0027875318476306434,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49318759407313667,1,5.1551203656758355,0.07915716793396331,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0,0,,0,0.07915716793396331,0,60cbf5c6bd3b273a,336,13.295929313652637,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,1,0.0021894558171278596,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4941701248748004,1,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0,0,,0,0.07915686812924852,0,60cbf5c6bd3b273a,336,13.29602947663341,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,1,0.0030257143947754993,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4964256250099897,1,5.160582719992699,0.07915682079069132,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0,0,,0,0.07915682079069132,0,60cbf5c6bd3b273a,336,13.29604529226484,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,7.888380009904951,1.0493682245983968,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,5.0363299780700554,0,,0.0,0.0,0,nan,0,0,,1,0.003979480574814344,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19959309103365355,1,5.028532610754757,0.055242596548407887,0.13348280906822804,4,7.868144816572608,1.0256671760668798,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,0,0,,0,0.05121448287029126,0,ee5eb94d61f78c24,512,61.93553685585566,8,12,1,440,13,12,128,0.19951622244629513,20,0,nan,0,nan,0,nan,128,0.19951622244629513,20,0.09027230000356212,0,,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,7.88867731280968,1.0456774064216183,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,5.052261444329708,0,,0.0,0.0,0,nan,0,0,,1,0.001949061007212296,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1985129168209124,1,5.044835889526312,0.0573633083882732,0.13146368477547843,4,7.86881855041794,1.0225559490483112,7.203308836127141,2.3723777286033028,nan,nan,0,0,0,,0,0.053323371564381876,0,ee5eb94d61f78c24,512,57.23793849778381,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,7.888964855754005,1.0453193910876708,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,5.082433467269336,0,,0.0,0.0,0,nan,0,0,,1,0.002083231021589448,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1816348610925499,1,5.075068654911618,0.05744609026400518,0.13137840350700938,4,7.8691227523724985,1.022208172278176,7.218677470522274,2.3775886360799108,nan,nan,0,0,0,,0,0.0534064067871605,0,ee5eb94d61f78c24,512,57.033402130569904,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,7.888981456628628,1.045173732093251,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,5.107658684446387,0,,0.0,0.0,0,nan,0,0,,1,0.000966419538906604,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.16813798097241767,1,5.100340201513375,0.05745289996042961,0.1313739456966551,4,7.869140243372878,1.0220575097157147,7.237151120487444,2.3835556216658462,nan,nan,0,0,0,,0,0.05341317848922871,0,ee5eb94d61f78c24,512,57.01705820431577,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,7.888993438167654,1.0450783611463221,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,5.129527079960778,0,,0.0,0.0,0,nan,0,0,,1,0.0017078021349590656,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.16144228616829878,1,5.122241832889385,0.057454066459898555,0.13137425976212783,4,7.869152399359848,1.0219599075529382,7.250854808964697,2.3897359609892086,nan,nan,0,0,0,,0,0.05341429579477491,0,ee5eb94d61f78c24,512,57.01608634157916,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,2.3057863654600306,4.654559158394107,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,4.997351737901142,0,,0.0,0.0,0,nan,0,0,,1,0.001387721405054708,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4573062131111031,1,4.997351737901142,0.07916666666666669,0.0,1,2.3057863654600306,4.654559158394107,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,0,6,"C06@192039486,C16@192039486,C19@192039486,C21@192039486,C22@192039486,C26@192039486",0,0.07916666666666669,0,832d821e147a649e,295,13.29308204979663,8,12,1,440,13,12,128,0.4573062131111031,105,0,nan,0,nan,0,nan,128,0.4573062131111031,105,0.14245280000614002,1,,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,2.303630504754548,4.660630251919467,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.003517423812425,0,,0.0,0.0,0,nan,0,0,,1,0.0018368196769597655,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4550889911132933,1,5.003517423812425,0.07914996752973455,0.0,1,2.303630504754548,4.660630251919467,6.812011773640396,2.2215420717411725,nan,nan,0,0,0,,0,0.07914996752973455,0,832d821e147a649e,295,13.298663760745722,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,2.3038957754651537,4.66205706801148,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.00887706550206,0,,0.0,0.0,0,nan,0,0,,1,0.0015296963788535695,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.456334330363745,1,5.00887706550206,0.07915362504160887,0.0,1,2.3038957754651537,4.66205706801148,6.814965548955687,2.2271151595485317,nan,nan,0,0,0,,0,0.07915362504160887,0,832d821e147a649e,295,13.29744094151521,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,2.3036752959280538,4.662816911822628,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.003085704256851,0,,0.0,0.0,0,nan,0,0,,1,0.0019532599301555213,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45364703415043733,1,5.003085704256851,0.07916279709134318,0.0,1,2.3036752959280538,4.662816911822628,6.8111547264812495,2.233486817838483,nan,nan,0,0,0,,0,0.07916279709134318,0,832d821e147a649e,295,13.294375158669615,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,2.3036794528493614,4.663006145282517,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,4.985797898741431,0,,0.0,0.0,0,nan,0,0,,1,0.0024529939414332873,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.454468406083928,1,4.985797898741431,0.07916480303094672,0.0,1,2.3036794528493614,4.663006145282517,6.798190767216363,2.240082038541546,nan,nan,0,0,0,,0,0.07916480303094672,0,832d821e147a649e,295,13.293704804390392,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.986591055973152,4.629798656440671,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043673440234751,0,,0.0,0.0,0,nan,0,0,,1,0.0014277803868587308,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.462662092099845,1,5.043673440234751,0.18101066646923894,0.0,1,1.986591055973152,4.629798656440671,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0,0,,0,0.18101066646923894,0,832d821e147a649e,325,13.613388559683603,8,12,1,440,13,12,128,0.46369304401484907,108,0,nan,0,nan,0,nan,128,0.46369304401484907,108,0.1380267000058666,1,,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.9835771880537605,4.6290988312947405,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053656202825357,0,,0.0,0.0,0,nan,0,0,,1,0.0022563392184922135,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4590113920061449,1,5.053656202825357,0.1944563472094944,0.0,1,1.9835771880537605,4.6290988312947405,6.563846145743955,2.1232300878221277,nan,nan,0,0,0,,0,0.19445634720949442,0,832d821e147a649e,325,11.92156676019833,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.9828715074123686,4.629367114810191,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.070347372935948,0,,0.0,0.0,0,nan,0,0,,1,0.002123484116319406,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45795370289480486,1,5.070347372935948,0.19559107515075913,0.0,1,1.9828715074123686,4.629367114810191,6.5773148379183635,2.129054448480933,nan,nan,0,0,0,,0,0.19559107515075913,0,832d821e147a649e,325,11.795604802751688,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.9826492384060315,4.6295201987198125,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.1039033327789936,0,,0.0,0.0,0,nan,0,0,,1,0.0015631797389039329,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46239214137071016,1,5.1039033327789936,0.19571200375019676,0.0,1,1.9826492384060315,4.6295201987198125,6.60440914717434,2.1357169279087573,nan,nan,0,0,0,,0,0.19571200375019676,0,832d821e147a649e,325,11.783781694863585,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.9825810583333248,4.629491094889252,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.149497451277192,0,,0.0,0.0,0,nan,0,0,,1,0.0019779690191020225,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4708437860481289,1,5.149497451277192,0.19572577548322687,0.0,1,1.9825810583333248,4.629491094889252,6.643192315066824,2.142612579201163,nan,nan,0,0,0,,0,0.19572577548322687,0,832d821e147a649e,325,11.78248404361369,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816930892541933,4.654868376496265,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.0998652768119035,0,,0.0,0.0,0,nan,0,0,,1,0.0015560167244436543,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4556345369132328,1,5.099710150362604,0.2669803133453586,0.008042628805053584,2,1.681862530619206,4.654735311047188,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0,0,,0,0.2668456795371943,0,832d821e147a649e,422,10.874514087819442,8,12,1,440,13,12,128,0.45563632305079627,104,0,nan,0,nan,0,nan,128,0.45563632305079627,104,0.15511389999301173,1,,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.6801775835477892,4.655495446020862,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155884022179902,0,,0.0,0.0,0,nan,0,0,,1,0.002259709976324511,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4554433248091753,1,5.155834452642694,0.2842333102075808,0.004558579853747102,2,1.6802330659144435,4.655451386317471,6.372082856127787,2.036041422985263,nan,nan,0,0,0,,0,0.28418588190845556,0,832d821e147a649e,422,9.68461824713717,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.6798309530811995,4.656102004797575,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.225993313099977,0,,0.0,0.0,0,nan,0,0,,1,0.003498837977219887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.47666346737361215,1,5.225948177258823,0.2856029599668088,0.00437032471673419,2,1.6798822405044087,4.656061064561493,6.430540122500017,2.042114738166459,nan,nan,0,0,0,,0,0.28555881259686844,0,832d821e147a649e,422,9.600734720842418,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797431509121963,4.656207003071775,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.300201983854651,0,,0.0,0.0,0,nan,0,0,,1,0.0021291126037972638,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4147278193434637,1,5.300157635543089,0.2857430905622532,0.004348300541975963,2,1.6797940002785334,4.656166361035587,6.494106070676691,2.0490599946754635,nan,nan,0,0,0,,0,0.2856992643435768,0,832d821e147a649e,422,9.592218253118634,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.6797167048061263,4.65627357570953,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379132611193101,0,,0.0,0.0,0,nan,0,0,,1,0.0016312392906970806,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3379171768310748,1,5.3790886845818005,0.28575477114592757,0.004345893942562152,2,1.6797675202693851,4.656232940164216,6.561561787920344,2.056246294564471,nan,nan,0,0,0,,0,0.2857109678457705,0,832d821e147a649e,422,9.59152112997988,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.4513856993532068,4.739514908370674,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.176684678142906,0,,0.0,0.0,0,nan,0,0,,1,0.0019034924540318663,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4649009856467042,1,5.176432260290809,0.21440637128474738,0.010319318255704864,2,1.4516191549683597,4.7393694400157305,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0,0,,0,0.2142576925132653,0,832d821e147a649e,491,15.86219463285611,8,12,1,440,13,12,128,0.4639514840760716,103,0,nan,0,nan,0,nan,128,0.4639514840760716,103,0.15134500002022833,1,,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4495158963494335,4.7436221935263045,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.255373629961336,0,,0.0,0.0,0,nan,0,0,,1,0.0017887951941591108,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4602145937999886,1,5.255282328183666,0.2259345022694596,0.006179539918590161,2,1.4496031627679355,4.743566326512256,6.221608856680122,1.9578471472005274,nan,nan,0,0,0,,0,0.2258750521406105,0,832d821e147a649e,491,14.441910203601537,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491915163661293,4.744596922702426,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341232748272898,0,,0.0,0.0,0,nan,0,0,,1,0.0014442581992131624,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37549126714877434,1,5.341149433534653,0.22682689860217126,0.005912502996971641,2,1.4492720779610904,4.744545134967058,6.29338323410037,1.9641623367477135,nan,nan,0,0,0,,0,0.22677166827058526,0,832d821e147a649e,491,14.34622244014105,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.4491749214714111,4.744471718729277,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.374334754586386,0,,0.0,0.0,0,nan,0,0,,1,0.0012547611741480092,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.34851670046252914,1,5.374252931039223,0.22710516277673148,0.005865574965165801,2,1.4492538991287602,4.744421127811954,6.322016967199731,1.971382263637691,nan,nan,0,0,0,,0,0.2270509515464925,0,832d821e147a649e,491,14.318025553418666,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.4491584581013224,4.744557058865106,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.3836791841665095,0,,0.0,0.0,0,nan,0,0,,1,0.0011627163354489733,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3408509667986585,1,5.38359759979947,0.22713403282359976,0.0058599298414390615,2,1.4492372781430072,4.744506575429866,6.329239134620994,1.978850681069604,nan,nan,0,0,0,,0,0.22707992457151197,0,832d821e147a649e,491,14.315116579010757,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2356498748629876,4.782624811226343,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.148781673566911,0,,0.0,0.0,0,nan,0,0,,1,0.0020671357934090953,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4625542975608244,1,5.148504187124194,0.1544364173332464,0.016090065206342742,3,1.2358931161894395,4.7822607476203896,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0,0,,0,0.15421039927244998,0,832d821e147a649e,512,18.728605591553105,8,12,1,440,13,12,128,0.4623777911069922,91,0,nan,0,nan,0,nan,128,0.4623777911069922,91,0.10434590000659227,1,,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2349616219310386,4.790038211579552,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.138358209960792,0,,0.0,0.0,0,nan,0,0,,1,0.001127490299433198,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4665251719275446,1,5.138254156819632,0.1623131868520724,0.009782141910917362,3,1.2350582590922192,4.789900174237663,5.940850326801397,1.890252728871852,nan,nan,0,0,0,,0,0.16222470713395723,0,832d821e147a649e,512,17.03488457760247,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.2347892641536982,4.791577790126825,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.138083276610217,0,,0.0,0.0,0,nan,0,0,,1,0.0009722052738475868,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46861718471990127,1,5.137987762387954,0.16284887834661543,0.00943413758694379,3,1.2348792798182116,4.791448594303578,5.9392505269522475,1.8967930862073663,nan,nan,0,0,0,,0,0.16276626841031408,0,832d821e147a649e,512,16.930693139320066,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.2347570079061492,4.792171576769735,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.138921456547401,0,,0.0,0.0,0,nan,0,0,,1,0.0012113015396962902,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4741516181139725,1,5.138827098518,0.16290050416541232,0.009404890518856566,3,1.234846450392367,4.7920429418465815,5.939136892899335,1.9042684866028543,nan,nan,0,0,0,,0,0.16281844917167526,0,832d821e147a649e,512,16.92060217317084,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0
