epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,assignment_history_cleared,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,1,0.0020919180979770855,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6366983211003684,0,5.153871505021943,0.07915615353714814,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0,0.07915615353714814,0,60cbf5c6bd3b273a,208,13.296262556993472,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,1,0.0027875318476306434,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6345022169453712,0,5.1551203656758355,0.07915716793396331,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0,0.07915716793396331,0,60cbf5c6bd3b273a,208,13.295923651665607,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,1,0.0021894558171278596,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6365645697185931,0,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0,0.07915686812924852,0,60cbf5c6bd3b273a,208,13.296023813748088,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,1,0.0030257143947754993,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6436350900633964,0,5.160582719992699,0.07915682079069132,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0,0.07915682079069132,0,60cbf5c6bd3b273a,208,13.29603962923767,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,7.888360937559386,1.0493859879947074,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,5.036216983297996,0,,0.0,0.0,0,nan,0,0,,1,0.003979480574814344,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45846356870312993,1,5.028421211333007,0.055209890291689566,0.1335332724314589,4,7.868111824132112,1.025665534776105,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,1,0.051180941694175495,0,ee5eb94d61f78c24,412,61.96772715811634,8,12,1,312,13,12,0,0.4543859490511701,281,0,nan,0,nan,0,nan,,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,7.888654865242514,1.0456880123024317,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,5.052165996415257,0,,0.0,0.0,0,nan,0,0,,1,0.001949061007212296,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45215701291006916,1,5.044749887925004,0.057388746077457566,0.13143750827447942,4,7.868806022513943,1.0225755899072955,7.203308836127141,2.3723777286033028,nan,nan,0,0,0.053348661810456235,0,ee5eb94d61f78c24,412,57.2355377513852,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,7.888941395338239,1.0453290569420721,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,5.082340404580611,0,,0.0,0.0,0,nan,0,0,,1,0.002083231021589448,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4444298614126276,1,5.0749858869105,0.05747852755079332,0.13134335110134296,4,7.869112056517821,1.0222301670436678,7.218677470522274,2.3775886360799108,nan,nan,0,0,0.053438780531066835,0,ee5eb94d61f78c24,412,57.027755574525415,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,7.888958175041991,1.0451830889762777,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,5.10756748258053,0,,0.0,0.0,0,nan,0,0,,1,0.000966419538906604,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4357955065000276,1,5.100259223507852,0.05748592900213382,0.13133818294439575,4,7.869129947137138,1.0220794827240403,7.237151120487444,2.3835556216658462,nan,nan,0,0,0.05344615111431066,0,ee5eb94d61f78c24,412,57.01113997706284,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,7.888970004288478,1.045087474983064,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,5.129436340155346,0,,0.0,0.0,0,nan,0,0,,1,0.0017078021349590656,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4320883928582169,1,5.122161273715395,0.05748714186197155,0.13133843348423663,4,7.869141980410385,1.0219816738318408,7.250854808964697,2.3897359609892086,nan,nan,0,0,0.0534473153734094,0,ee5eb94d61f78c24,412,57.010145116981015,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,2.3057863654600306,4.654559158394107,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,4.997351737901142,0,,0.0,0.0,0,nan,0,0,,1,0.001387721405054708,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4962124363653453,1,4.997351737901142,0.07916666666666666,0.0,1,2.3057863654600306,4.654559158394107,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,1,0.07916666666666666,0,832d821e147a649e,200,13.293019133308356,8,12,1,312,13,12,0,0.4914482683780487,271,0,nan,0,nan,0,nan,,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,2.303630504754548,4.660630251919467,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.003517423812425,0,,0.0,0.0,0,nan,0,0,,1,0.0018368196769597655,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5134460656355749,0,5.003517423812425,0.07914996752973455,0.0,1,2.303630504754548,4.660630251919467,6.812011773640396,2.2215420717411725,nan,nan,0,0,0.07914996752973455,0,832d821e147a649e,200,13.298600285664584,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,2.3038957754651537,4.66205706801148,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.00887706550206,0,,0.0,0.0,0,nan,0,0,,1,0.0015296963788535695,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5246276167327716,0,5.00887706550206,0.07915362504160885,0.0,1,2.3038957754651537,4.66205706801148,6.814965548955687,2.2271151595485317,nan,nan,0,0,0.07915362504160885,0,832d821e147a649e,200,13.29737758902958,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,2.3036752959280538,4.662816911822628,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.003085704256851,0,,0.0,0.0,0,nan,0,0,,1,0.0019532599301555213,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5138550114333964,0,5.003085704256851,0.07916279709134313,0.0,1,2.3036752959280538,4.662816911822628,6.8111547264812495,2.233486817838483,nan,nan,0,0,0.07916279709134313,0,832d821e147a649e,200,13.294312113002848,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,2.3036794528493614,4.663006145282517,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,4.985797898741431,0,,0.0,0.0,0,nan,0,0,,1,0.0024529939414332873,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48985139629037355,1,4.985797898741431,0.07916480303094672,0.0,1,2.3036794528493614,4.663006145282517,6.798190767216363,2.240082038541546,nan,nan,0,0,0.07916480303094672,0,832d821e147a649e,200,13.293641825707725,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.986591385650181,4.629798582866379,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043672994278828,0,,0.0,0.0,0,nan,0,0,,1,0.0014277803868587308,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5168930412000105,0,5.043672994278828,0.1806177848053074,0.0,1,1.986591385650181,4.629798582866379,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0,0.1806177848053074,0,832d821e147a649e,223,13.669920872406673,8,12,1,440,13,12,128,0.5084980523788563,399,0,nan,0,nan,0,nan,,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.9835775148796235,4.629098760796067,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053655824859051,0,,0.0,0.0,0,nan,0,0,,1,0.0022563392184922135,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5257174988750996,0,5.053655824859051,0.19410675167390326,0.0,1,1.9835775148796235,4.629098760796067,6.563846145743955,2.1232300878221277,nan,nan,0,0,0.19410675167390326,0,832d821e147a649e,223,11.963955030610057,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.9828718316731386,4.629367030936307,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.0703470229775585,0,,0.0,0.0,0,nan,0,0,,1,0.002123484116319406,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5453884762711502,0,5.0703470229775585,0.19524964868311254,0.0,1,1.9828718316731386,4.629367030936307,6.5773148379183635,2.129054448480933,nan,nan,0,0,0.19524964868311254,0,832d821e147a649e,223,11.83641360146016,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.9826495630316665,4.629520105231928,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.103903004515091,0,,0.0,0.0,0,nan,0,0,,1,0.0015631797389039329,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5903940515186775,0,5.103903004515091,0.1953713204743582,0.0,1,1.9826495630316665,4.629520105231928,6.60440914717434,2.1357169279087573,nan,nan,0,0,0.1953713204743582,0,832d821e147a649e,223,11.824442545122665,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.982581380740471,4.629491001333062,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.1494971284252875,0,,0.0,0.0,0,nan,0,0,,1,0.0019779690191020225,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5664586960208992,0,5.1494971284252875,0.1953851686191348,0.0,1,1.982581380740471,4.629491001333062,6.643192315066824,2.142612579201163,nan,nan,0,0,0.1953851686191348,0,832d821e147a649e,223,11.82312905236162,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816934187718338,4.654867917052777,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.099865256069838,0,,0.0,0.0,0,nan,0,0,,1,0.0015560167244436543,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5714024630065874,0,5.0997119874223635,0.2659671116989722,0.007994344539267633,2,1.6818608309865415,4.654736445697616,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0,0.2658345950258315,0,832d821e147a649e,319,10.95244507811074,8,12,1,440,13,12,128,0.5474498852720273,14,0,nan,0,nan,0,nan,,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.6801779932048262,4.6554950531785275,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155883665273912,0,,0.0,0.0,0,nan,0,0,,1,0.002259709976324511,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5798144490351211,0,5.155834690311108,0.28337026437455054,0.004531139485789276,2,1.6802328096199233,4.655451522175903,6.372082856127787,2.036041422985263,nan,nan,0,0,0.2833235476046147,0,832d821e147a649e,319,9.741942094285577,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.6798313839575083,4.656101655190416,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.225992825973972,0,,0.0,0.0,0,nan,0,0,,1,0.003498837977219887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49641698545167423,1,5.225948232178442,0.28476590084155,0.00434401129960929,2,1.6798820558393337,4.656061206087566,6.430540122500017,2.042114738166459,nan,nan,0,0,0.28472241128031045,0,832d821e147a649e,319,9.655719254427158,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797435898470305,4.656206663395531,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.300201463636752,0,,0.0,0.0,0,nan,0,0,,1,0.0021291126037972638,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4146309661897863,1,5.3001576479118055,0.284908800499482,0.00432211895047434,2,1.6797938287602934,4.656166509606513,6.494106070676691,2.0490599946754635,nan,nan,0,0,0.28486562683336974,0,832d821e147a649e,319,9.646959276069827,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.6797171447957862,4.656273240881149,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379132081341078,0,,0.0,0.0,0,nan,0,0,,1,0.0016312392906970806,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.33783743171293845,1,5.3790886814153795,0.28492067472005306,0.004319726759442268,2,1.6797673506248925,4.656233093028355,6.561561787920344,2.056246294564471,nan,nan,0,0,0.2848775235973376,0,832d821e147a649e,319,9.6462441690136,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.4513867695784919,4.739517695899073,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.1766799224247375,0,,0.0,0.0,0,nan,0,0,,1,0.0019034924540318663,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5491391326735504,0,5.176425567558224,0.21342980889724938,0.010359967177837312,2,1.4516218830930554,4.73937133167873,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0,0.21328077250429814,0,832d821e147a649e,399,15.96935800550079,8,12,1,440,13,12,128,0.5734745973966864,18,0,nan,0,nan,0,nan,,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4495166469459537,4.743625038195371,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.25536961877497,0,,0.0,0.0,0,nan,0,0,,1,0.0017887951941591108,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4602140374974672,1,5.255277826267529,0.22446110226507335,0.006196514129139979,2,1.4496043319015346,4.743568952153072,6.221608856680122,1.9578471472005274,nan,nan,0,0,0.22440176096370962,0,832d821e147a649e,399,14.566696852004503,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491922144202718,4.744599785607755,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341228892825765,0,,0.0,0.0,0,nan,0,0,,1,0.0014442581992131624,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37548957573079556,1,5.341145139073771,0.22528453371154558,0.005928344764063303,2,1.4492731528657161,4.7445478007784585,6.29338323410037,1.9641623367477135,nan,nan,0,0,0.2252294265183282,0,832d821e147a649e,399,14.475224344743303,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.449175628617957,4.744474676935532,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.374330709720668,0,,0.0,0.0,0,nan,0,0,,1,0.0012547611741480092,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3485144995745489,1,5.37424845542462,0.22554711748027262,0.005881266459714989,2,1.4492549738036122,4.744423895806448,6.322016967199731,1.971382263637691,nan,nan,0,0,0.22549303179293656,0,832d821e147a649e,399,14.447894929326525,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.44915916897255,4.744560025912255,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.383675115544234,0,,0.0,0.0,0,nan,0,0,,1,0.0011627163354489733,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.340848605042598,1,5.383593101646298,0.225574405177572,0.005875601579136975,2,1.449238355854884,4.744509353000999,6.329239134620994,1.978850681069604,nan,nan,0,0,0.22552042269835448,0,832d821e147a649e,399,14.445072417863043,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2356525865141093,4.782631575085619,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.148771337210002,0,,0.0,0.0,0,nan,0,0,,1,0.0020671357934090953,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5774563168232874,0,5.1484925204843215,0.15316754405988298,0.016121560682571905,3,1.2358969906490658,4.782266045662125,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0,0.15294244444386854,0,832d821e147a649e,432,18.65064511672384,8,12,1,440,13,12,128,0.5114208275478244,393,0,nan,0,nan,0,nan,,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2349642470184803,4.790044311753361,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.138348743359914,0,,0.0,0.0,0,nan,0,0,,1,0.001127490299433198,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5885141857008251,0,5.1382441555904546,0.16129679782723344,0.009800845191418486,3,1.2350613795251728,4.7899057258049,5.940850326801397,1.890252728871852,nan,nan,0,0,0.16120850368008766,0,832d821e147a649e,432,16.919816689198125,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.234791812060232,4.79158368155364,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.138074187694749,0,,0.0,0.0,0,nan,0,0,,1,0.0009722052738475868,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5873242446897081,0,5.137978178868721,0.16187847348116002,0.009452148793769256,3,1.2348822907181543,4.791453972787453,5.9392505269522475,1.8967930862073663,nan,nan,0,0,0.16179601113383776,0,832d821e147a649e,432,16.808329535600052,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.234759557033775,4.792177381088532,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.138912432142275,0,,0.0,0.0,0,nan,0,0,,1,0.0012113015396962902,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5834939679450717,0,5.138817585094694,0.16193487422755265,0.009422837546835304,3,1.2348494602245452,4.792048234838334,5.939136892899335,1.9042684866028543,nan,nan,0,0,0.16185296320375722,0,832d821e147a649e,432,16.797485611908925,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
69,553813.7999999523,-3811469.0913300556,3566808.235501047,3652665.228706436,0,0,0,0,0,1,1,1.234747869898233,4.792291295102688,5.7603227340181204,18,4,0.20590055846808142,5.941714552284891,5.142354109517228,0,,0.0,0.0,0,nan,0,0,,1,0.0022691157587110926,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5778759783108909,0,5.142259575436123,0.1619419930571018,0.00941845451819936,3,1.2348376885467522,4.7921622056168145,5.941714552284891,1.9119990826985265,nan,nan,0,0,0.16186014524164552,0,832d821e147a649e,432,16.796199077438125,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
70,553814.0,-3811469.037298305,3566808.123900659,3652665.37507361,0,0,0,0,1,1,1,6.73019874658804,1.5133757459814456,5.580307989813202,19,0,0.17166137233746512,5.7928469079199845,6.457867038240512,0,,0.0,0.0,0,nan,0,0,,1,0.0015099080820836107,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5571037669511014,0,6.457887486376178,0.16669440623869006,0.018487396362017555,2,6.730962772727283,1.5139978947577462,5.7928469079199845,1.8222119807090562,0.17166137233746512,0.6712067054049101,0,0,0.16623640146193558,0,994d54c9040caa4d,443,16.76856255710612,8,12,1,440,13,12,128,0.5004329361127974,393,0,nan,0,nan,0,nan,,19,17
71,553814.199999094,-3811469.0540562454,3566808.1413113913,3652665.3910148344,0,0,0,0,1,1,1,6.729440889253785,1.5095684594296959,5.61628545237455,19,1,0.17166137233746512,5.813242256654249,6.483210276960246,0,,0.0,0.0,0,nan,0,0,,1,0.002300174816424405,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5822282029411044,0,6.48323021482323,0.17616104397898807,0.012334340233521859,2,6.7297887479222105,1.5098539024354725,5.813242256654249,1.8253700871584446,nan,nan,0,0,0.1759435769795142,0,994d54c9040caa4d,443,15.182375708254348,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
72,553814.4000000954,-3811469.078650902,3566808.166167389,3652665.413996416,0,0,0,0,1,1,1,6.729151228634841,1.5087389850263,5.658664875517778,19,2,0.17166137233746512,5.8428614098649145,6.521372520499937,0,,0.0,0.0,0,nan,0,0,,1,0.0024734302615451974,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6004586268218226,0,6.521393737730195,0.17686275712798624,0.01193064543606935,2,6.729479186234818,1.5090086333707975,5.8428614098649145,1.8321420652407963,nan,nan,0,0,0.17665768635623688,0,994d54c9040caa4d,443,15.080565308344617,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
73,553814.599998951,-3811469.1003943384,3566808.188215709,3652665.432468175,0,0,0,0,1,1,1,6.728997748776671,1.5085909787982397,5.6937449792407095,19,3,0.17166137233746512,5.86957827210506,6.553874798961111,0,,0.0,0.0,0,nan,0,0,,1,0.0016162359781307296,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5679223758375685,0,6.553895598265247,0.17694362187155757,0.01188270512286339,2,6.729323511883613,1.5088589005968387,5.86957827210506,1.8398801572128798,nan,nan,0,0,0.17673995262456985,0,994d54c9040caa4d,443,15.068674518879943,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
74,553814.7999999523,-3811469.1283504013,3566808.217287369,3652665.456551214,0,0,0,0,1,1,1,6.728980457101075,1.508502517916156,5.739741364493762,19,4,0.17166137233746512,5.904559055478418,6.596734265828999,0,,0.0,0.0,0,nan,0,0,,1,0.001912783327593545,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5260165339141222,0,6.596754401249012,0.1769471085218209,0.011877908736844365,2,6.729306269762551,1.5087705456022102,5.904559055478418,1.8478801402022942,nan,nan,0,0,0.17674349093186878,0,994d54c9040caa4d,443,15.068278141107157,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
