epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,gamma,fix_streak,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,n_dd_pr,n_dd_cp
301,187530.199999094,-3961695.0928142047,3348994.39123499,3698400.9461345086,0,0,0,0,0,1,1,0.7164745683831628,6.228898369215242,8.71247759494234,25,1,0.05522401421621202,2.1404582403655,2.1404582403655,0.692079232990781,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
302,187530.39999890327,-3961694.9403606714,3348994.395258175,3698401.148168353,0,0,0,0,0,1,1,0.7218422114045251,6.234219204229758,8.775684214317186,25,2,0.05522401421621202,2.181131661838116,2.181131661838116,0.709817724343997,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
303,187530.59999990463,-3961694.7773794127,3348994.429418761,3698401.3135772776,0,0,0,0,0,1,1,0.7232694268171093,6.2361034757111335,8.841302507119929,25,3,0.05522401421621202,2.2512174834535883,2.2512174834535883,0.7295783316594486,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
304,187530.79999995232,-3961694.6066093952,3348994.479116078,3698401.468232763,0,0,0,0,0,1,1,0.7236846065924242,6.236694086304465,8.907409531680127,25,4,0.05522401421621202,2.3290002390154205,2.3290002390154205,0.7495299562827525,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
305,187531.0,-3961694.3831980857,3348994.405537505,3698401.853478625,0,0,0,1,0,1,1,0.38487835235589896,6.983645094229617,8.56115019221268,25,0,0.07108594031301627,2.207305717542501,2.207305717542501,0.675341667810959,0.07108594031301627,1.2930604940651753,0.42694352665472446,0,18,4.361245851191803,8,12,25,18
306,187531.199999094,-3961694.2165518734,3348994.4671004713,3698402.034192702,0,0,0,1,0,1,1,0.37100127131483457,6.996053507794037,8.666225759419863,25,1,0.07108594031301627,2.287402833961284,2.287402833961284,0.6838031605103233,nan,nan,0.43011345411135,0,18,4.312143263498851,8,0,0,0
307,187531.39999890327,-3961694.0633372385,3348994.5427767443,3698402.205728691,0,0,0,1,0,1,1,0.36761242490770024,6.997726735775062,8.75286361941364,25,2,0.07108594031301627,2.370865707927995,2.370865707927995,0.7016767108746919,nan,nan,0.430422314820898,0,18,4.307907258346953,8,0,0,0
308,187531.59999990463,-3961693.9294514265,3348994.6271339385,3698402.397491961,0,0,0,1,0,1,1,0.3664019765940584,6.998812038906863,8.846507631660499,25,3,0.07108594031301627,2.454093478416695,2.454093478416695,0.7216395756476621,nan,nan,0.43052925306836076,0,18,4.306410161164739,8,0,0,0
309,187531.79999995232,-3961693.814804794,3348994.7330116294,3698402.607819984,0,0,0,1,0,1,1,0.3660182116435724,6.999225220944215,8.968018043456631,25,4,0.07108594031301627,2.560853316749406,2.560853316749406,0.7417985570475389,nan,nan,0.4305551150859431,0,18,4.306044011234773,8,0,0,0
310,187532.0,-3961693.3903324334,3348994.5824566577,3698402.9532541553,0,0,0,1,0,1,1,0.4371619847141469,7.040984318270684,8.675251980593218,23,0,0.06563901986737045,2.2629887413045457,2.2629887413045457,0.6696070851911216,0.06563901986737045,1.1017094235302958,0.7803252361160351,0,21,1.6185237264073027,8,12,23,16
311,187532.20000004768,-3961693.253450912,3348994.6615478173,3698403.1638346813,0,0,0,1,0,1,1,0.42577906917586167,7.0695584720373486,8.793304788155563,23,1,0.06563901986737045,2.3240877249907257,2.3240877249907257,0.678158533012573,nan,nan,0.7872262837747988,0,21,1.5909993981036508,8,0,0,0
312,187532.39999890327,-3961693.160700951,3348994.7427008157,3698403.370267483,0,0,0,1,0,1,1,0.42283379609326593,7.077146017075733,8.911643205390499,23,2,0.06563901986737045,2.407977912667208,2.407977912667208,0.6961810973090993,nan,nan,0.7876630944483956,0,21,1.5892983979648592,8,0,0,0
313,187532.59999990463,-3961693.033660847,3348994.850914736,3698403.5314041106,0,0,0,1,0,1,1,0.4225778955703199,7.07855116544339,9.006615941023133,23,3,0.06563901986737045,2.498139862161877,2.498139862161877,0.7162982566740407,nan,nan,0.7877075094481731,0,21,1.589126524649358,8,0,0,0
314,187532.79999899864,-3961692.8777238936,3348994.916910637,3698403.6714732447,0,0,0,1,0,1,1,0.4224960419058354,7.078730052136362,9.047548677892163,23,4,0.06563901986737045,2.539266117256785,2.539266117256785,0.7366036072384787,nan,nan,0.7877178535105588,0,21,1.589086509053004,8,0,0,0
315,187533.0,-3961692.402426916,3348994.928643463,3698403.790737506,0,0,0,0,0,1,1,1.5793932881990933,6.4682586251063725,8.739240408122342,23,0,0.020269759079070488,2.3666500260363263,2.3666500260363263,0.6639414796963623,0.020269759079070488,4.58129706645867,0.08333333333333333,0,12,11.999999999999998,8,12,23,18
316,187533.20000004768,-3961692.2541989614,3348994.9944883273,3698403.954464273,0,0,0,0,0,1,1,1.5944734567934222,6.47999036899932,8.815447384939302,23,1,0.020269759079070488,2.4023149654619758,2.4023149654619758,0.6726005234810363,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
317,187533.39999890327,-3961692.1229698914,3348995.0483594253,3698404.1120111546,0,0,0,0,0,1,1,1.5984140361276016,6.483177153313544,8.863435900008314,23,2,0.020269759079070488,2.4322255085159,2.4322255085159,0.6907772245374703,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
318,187533.59999990463,-3961692.0053045684,3348995.0994714783,3698404.2383233206,0,0,0,0,0,1,1,1.5995166828919927,6.483850904812033,8.905200067939742,23,3,0.020269759079070488,2.464238902868166,2.464238902868166,0.7110498386055956,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
319,187533.79999899864,-3961691.891896128,3348995.128333841,3698404.3522128775,0,0,0,0,0,1,1,1.6001087269205805,6.4842192519864925,8.9232603454058,23,4,0.020269759079070488,2.474113080722913,2.474113080722913,0.7315016554015085,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
320,187534.0,-3961691.684594868,3348995.141828264,3698404.4833126958,0,0,0,0,0,1,1,1.2383495207992987,5.665771175168563,8.610350062744338,25,0,0.16121617309342093,2.410445173527747,2.410445173527747,0.6580583498454036,0.16121617309342093,6.488764044504864,0.2769982117817902,0,17,6.288205523530952,8,12,25,17
321,187534.20000004768,-3961691.5644760197,3348995.1644973545,3698404.545726173,0,0,0,0,0,1,1,1.236256840138087,5.667828007685922,8.59796687050631,25,1,0.16121617309342093,2.4013626536325936,2.4013626536325936,0.6667486600700202,nan,nan,0.28187649804293646,0,17,6.206620765236816,8,0,0,0
322,187534.39999890327,-3961691.4923876557,3348995.190573108,3698404.621844664,0,0,0,0,0,1,1,1.2364236205191093,5.672603636135941,8.617976215686948,25,2,0.16121617309342093,2.4111382604454112,2.4111382604454112,0.6850692741387394,nan,nan,0.28029890511624395,0,17,6.223814296605274,8,0,0,0
323,187534.59999990463,-3961691.4322155896,3348995.2021913617,3698404.6754022506,0,0,0,0,0,1,1,1.2362934201181794,5.67268604332673,8.616982655222067,25,3,0.16121617309342093,2.4079615994025767,2.4079615994025767,0.7055027559623859,nan,nan,0.2805191836137049,0,17,6.221394387395301,8,0,0,0
324,187534.79999899864,-3961691.390436573,3348995.2092472482,3698404.7017499357,0,0,0,0,0,1,1,1.2362731846113688,5.672859085255073,8.616346427770086,25,4,0.16121617309342093,2.4077310112981194,2.4077310112981194,0.7261098828181927,nan,nan,0.28054013229103003,0,17,6.22122716286453,8,0,0,0
325,187535.0,-3961691.4437331157,3348995.290724914,3698404.7478742315,0,0,0,0,0,1,1,1.1862210414474061,5.506345568436419,8.437320485959726,25,0,0.19162074302610527,2.5123228461187717,2.5123228461187717,0.652473956745805,0.19162074302610527,3.7945368432984337,0.5387184184382724,0,24,2.873691733991173,8,12,25,17
326,187535.20000004768,-3961691.4522846984,3348995.3341724267,3698404.798732289,0,0,0,0,0,1,1,1.1853260832242547,5.515193700043058,8.505406268700321,25,1,0.19162074302610527,2.5640812833612014,2.5640812833612014,0.6612407376854,nan,nan,0.5424519612385826,0,24,2.830414801599273,8,0,0,0
327,187535.39999890327,-3961691.419557814,3348995.365218748,3698404.8489804254,0,0,0,0,0,1,1,1.1845229258090266,5.510982854042676,8.533153916490628,25,2,0.19162074302610527,2.5946214091910047,2.5946214091910047,0.6797105425948492,nan,nan,0.5432452463828156,0,24,2.823900395746713,8,0,0,0
328,187535.59999990463,-3961691.3714860426,3348995.380902977,3698404.914498927,0,0,0,0,0,1,1,1.1843960917339864,5.510792203995229,8.555971320310864,25,3,0.19162074302610527,2.609067480570438,2.609067480570438,0.7003005957305929,nan,nan,0.5432828842451078,0,24,2.8235335938198163,8,0,0,0
329,187535.79999899864,-3961691.2952021677,3348995.399760387,3698404.976425712,0,0,0,0,0,1,1,1.1843434968845534,5.5106452240286785,8.567153773669824,25,4,0.19162074302610527,2.6176039000336457,2.6176039000336457,0.7210564690820441,nan,nan,0.5432972847668236,0,24,2.823439649805411,8,0,0,0
330,187536.0,-3961691.1410934604,3348995.4170198548,3698405.070627448,0,0,0,0,0,1,1,1.4474252459588133,5.901109642545544,8.429672081575553,25,0,0.24730793522004516,2.5827023403664,2.5827023403664,0.6470987192085293,0.24730793522004516,5.172864389136924,0.316327892415688,0,28,4.636772009610691,8,12,25,17
331,187536.20000004768,-3961691.0801318637,3348995.4608141193,3698405.1586072575,0,0,0,0,0,1,1,1.4475482653616938,5.910304932565552,8.49338665923053,25,1,0.24730793522004516,2.624760935362188,2.624760935362188,0.6559370622531645,nan,nan,0.3191637359357665,0,28,4.560967450598886,8,0,0,0
332,187536.39999890327,-3961691.066695507,3348995.506933784,3698405.2366229347,0,0,0,0,0,1,1,1.4477120847828797,5.9141744506850955,8.566259266247881,25,2,0.24730793522004516,2.6804213280378626,2.6804213280378626,0.674552035222022,nan,nan,0.3194654776699787,0,28,4.5555795855209,8,0,0,0
333,187536.59999990463,-3961691.0258009867,3348995.5220377906,3698405.279243058,0,0,0,0,0,1,1,1.447581446048497,5.9133774277357505,8.581655161455,25,3,0.24730793522004516,2.6943827596079557,2.6943827596079557,0.6952948478758517,nan,nan,0.3193561858254208,0,28,4.555211311088293,8,0,0,0
334,187536.79999899864,-3961690.9906266653,3348995.5514380927,3698405.3323700316,0,0,0,0,0,1,1,1.447584656866127,5.9136771128156616,8.612476097645398,25,4,0.24730793522004516,2.7206291562734353,2.7206291562734353,0.7161958006902494,nan,nan,0.31937225235000916,0,28,4.555138903718447,8,0,0,0
335,187537.0,-3961690.8251934713,3348995.5320003675,3698405.3506059684,0,0,0,0,0,1,1,1.4399145396799493,5.807181959059255,8.361380793178506,24,0,0.07686928935257448,2.6463790166461867,2.6463790166461867,0.6423155546299113,0.07686928935257448,5.60470201648587,0.7600914303279036,0,34,1.6731955597749704,8,12,24,17
336,187537.20000004768,-3961690.759652235,3348995.552553606,3698405.4125985983,0,0,0,0,0,1,1,1.4413462830248214,5.814507083982956,8.3834466895216,24,1,0.07686928935257448,2.65526847282812,2.65526847282812,0.6512189833387342,nan,nan,0.7664544016423614,0,34,1.6468892394271835,8,0,0,0
337,187537.39999890327,-3961690.73907696,3348995.5898618083,3698405.4901512275,0,0,0,0,0,1,1,1.4419626346924843,5.820581901773595,8.447482227863736,24,2,0.07686928935257448,2.698420988664448,2.698420988664448,0.6699650997445836,nan,nan,0.7668660899693559,0,34,1.6452770351807424,8,0,0,0
338,187537.59999990463,-3961690.724807759,3348995.6348942216,3698405.550753813,0,0,0,0,0,1,1,1.442015511306527,5.821324842387386,8.507947788245694,24,3,0.07686928935257448,2.750380031224971,2.750380031224971,0.6908456606434741,nan,nan,0.7669066909219336,0,34,1.6451161189445096,8,0,0,0
339,187537.79999899864,-3961690.6809696504,3348995.6573113375,3698405.590127852,0,0,0,0,0,1,1,1.4420200726225196,5.82121007620379,8.519912220508406,24,4,0.07686928935257448,2.762801690944079,2.762801690944079,0.7118772582221193,nan,nan,0.766912269052976,0,34,1.6450924924708283,8,0,0,0
340,187538.0,-3961690.587038682,3348995.6190441796,3698405.562090531,0,0,0,0,0,1,1,1.4186634139636152,5.854763239768186,8.407301414601875,22,0,0.33124526826215794,2.6971826154505107,2.6971826154505107,0.638273302824263,0.33124526826215794,7.327218219644827,0.8559276988000797,0,38,1.3438671597000789,8,12,22,16
341,187538.20000004768,-3961690.555450616,3348995.628417722,3698405.5735284174,0,0,0,0,0,1,1,1.4198896309658602,5.870449059103368,8.414800690527136,22,1,0.33124526826215794,2.6905423016220285,2.6905423016220285,0.6472446806250339,nan,nan,0.8634766853566679,0,38,1.320962539748448,8,0,0,0
342,187538.39999890327,-3961690.5309014786,3348995.6346513317,3698405.557926468,0,0,0,0,0,1,1,1.419935273647093,5.871222250360284,8.397730986656017,22,2,0.33124526826215794,2.6841237659910955,2.6841237659910955,0.6661057275016286,nan,nan,0.8640102209034021,0,38,1.3193807006845761,8,0,0,0
343,187538.59999990463,-3961690.513304571,3348995.6462103906,3698405.5544882347,0,0,0,0,0,1,1,1.4200171723104125,5.872158582734373,8.391607113892581,22,3,0.33124526826215794,2.6845321148188463,2.6845321148188463,0.6871044347893239,nan,nan,0.8640602682745173,0,38,1.319233169312905,8,0,0,0
344,187538.79999899864,-3961690.504525924,3348995.6530534388,3698405.550871171,0,0,0,0,0,1,1,1.4200395778851997,5.872382046640525,8.388670481999776,22,4,0.33124526826215794,2.685952387060875,2.685952387060875,0.708247392280789,nan,nan,0.8640635402668119,0,38,1.319223493795676,8,0,0,0
345,187539.0,-3961690.464177156,3348995.552627414,3698405.595970567,0,0,0,0,0,1,1,0.5724980515074787,5.4644250238129946,8.100659394712075,22,0,0.07294186210838793,2.574851108569203,2.574851108569203,0.6340248256402092,0.07294186210838793,10.702680352086862,0.08333333333333333,0,12,11.999999999999998,8,12,22,18
346,187539.20000004768,-3961690.445871031,3348995.539152768,3698405.584857528,0,0,0,0,0,1,1,0.5728519296364224,5.468208885792505,8.083914934441745,22,1,0.07294186210838793,2.5551186376792643,2.5551186376792643,0.6430972134785373,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
347,187539.39999890327,-3961690.428426922,3348995.520555297,3698405.5744188735,0,0,0,0,0,1,1,0.5723518284035047,5.469444039746028,8.058673999956056,22,2,0.07294186210838793,2.531610145481972,2.531610145481972,0.6620869090328949,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
348,187539.59999990463,-3961690.4364660727,3348995.5199122457,3698405.579783722,0,0,0,0,0,1,1,0.5741511292391852,5.46897488060037,8.067069663746361,22,3,0.07294186210838793,2.5347256283686326,2.5347256283686326,0.6832120645302112,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
349,187539.79999899864,-3961690.4507678975,3348995.525934831,3698405.5902322517,0,0,0,0,0,1,1,0.5743217249109027,5.468997157709462,8.083616785222617,22,4,0.07294186210838793,2.54615500138427,2.54615500138427,0.704472721943466,nan,nan,0.08333333333333333,0,12,11.999999999999998,8,0,0,0
350,187540.0,-3961690.490132045,3348995.5543973935,3698405.624175791,0,0,0,0,0,1,1,1.3647914235670597,6.363110870819542,7.865266394316969,21,0,0.053177233600805736,2.587250505507025,2.587250505507025,0.6304040221462207,0.053177233600805736,8.094621139106787,0.2972766775204037,0,19,4.411208394955623,8,12,21,18
351,187540.20000004768,-3961690.504833264,3348995.5656908993,3698405.6428655186,0,0,0,0,0,1,1,1.3814349979571627,6.385908774178245,7.886761919696643,21,1,0.053177233600805736,2.6026844975108623,2.6026844975108623,0.6394674986793748,nan,nan,0.29782301575556014,0,19,4.3618597345764565,8,0,0,0
352,187540.39999890327,-3961690.512273013,3348995.580456587,3698405.660147994,0,0,0,0,0,1,1,1.3859142377895752,6.390843407288777,7.903087066273846,21,2,0.053177233600805736,2.617242211376987,2.617242211376987,0.6585468204346658,nan,nan,0.29789242274136196,0,19,4.359144681212591,8,0,0,0
353,187540.59999990463,-3961690.526555157,3348995.620167987,3698405.6811626344,0,0,0,0,0,1,1,1.3870701782186845,6.392881654589572,7.942064219645545,21,3,0.053177233600805736,2.65602928579695,2.65602928579695,0.6797778205351107,nan,nan,0.2978286282838289,0,19,4.358808507730694,8,0,0,0
354,187540.79999899864,-3961690.5435752184,3348995.6675647614,3698405.6982943863,0,0,0,0,0,1,1,1.387462542724593,6.393406637493228,7.9866569151159315,21,4,0.053177233600805736,2.7032878875267805,2.7032878875267805,0.7011413761635029,nan,nan,0.2978292779431459,0,19,4.358766054308763,8,0,0,0
355,187541.0,-3961690.5054973206,3348995.5511285546,3698405.644759637,0,0,0,0,0,1,1,1.431507719175517,6.353202686884949,7.771443775077251,20,0,0.049547090366243225,2.590869536817125,2.590869536817125,0.6271471046400576,0.049547090366243225,6.332940461503567,0.4251811917842569,0,22,3.4080605025762747,8,12,20,18
356,187541.20000004768,-3961690.532252018,3348995.5941444943,3698405.663559117,0,0,0,0,0,1,1,1.4281635578211551,6.368230496832224,7.84292056760431,20,1,0.049547090366243225,2.639338798724878,2.639338798724878,0.6362607193263141,nan,nan,0.4279784645776774,0,22,3.3672323449361787,8,0,0,0
357,187541.39999890327,-3961690.542371813,3348995.628653899,3698405.6717516724,0,0,0,0,0,1,1,1.428539303488853,6.367158092281485,7.871862763491894,20,2,0.049547090366243225,2.6726735016243945,2.6726735016243945,0.6554342661177567,nan,nan,0.4282260954162262,0,22,3.364883622383361,8,0,0,0
358,187541.59999990463,-3961690.552455369,3348995.6670985543,3698405.681488456,0,0,0,0,0,1,1,1.4283868592893674,6.368023323527506,7.905909601034272,20,3,0.049547090366243225,2.709207093243264,2.709207093243264,0.6767631560444586,nan,nan,0.42823754993029106,0,22,3.3647079636092863,8,0,0,0
359,187541.79999899864,-3961690.547663647,3348995.6901213536,3698405.6796855037,0,0,0,0,0,1,1,1.4284023289633465,6.368048794392326,7.915992623330749,20,4,0.049547090366243225,2.7258558883224784,2.7258558883224784,0.6982190285862718,nan,nan,0.4282438596704546,0,22,3.3646716794539,8,0,0,0
360,187542.0,-3961690.51279055,3348995.5356275346,3698405.655785171,0,0,0,0,0,1,1,1.468059558344019,6.157752405560707,7.524678168023136,22,0,0.09365208470690987,2.581108580373253,2.581108580373253,0.6233010304495494,0.09365208470690987,5.204272226274976,0.49091077513969616,0,27,3.123705636764841,8,12,22,18
361,187542.20000004768,-3961690.482776223,3348995.520937626,3698405.6406015214,0,0,0,0,0,1,1,1.4692550771312705,6.155212588481191,7.488720187128356,22,1,0.09365208470690987,2.553786314918987,2.553786314918987,0.6324693754214618,nan,nan,0.495984642658681,0,27,3.0613924014164122,8,0,0,0
362,187542.39999890327,-3961690.451965663,3348995.505975555,3698405.624680134,0,0,0,0,0,1,1,1.469091865481866,6.1569679340966905,7.455564768363085,22,2,0.09365208470690987,2.526122345063011,2.526122345063011,0.6517543043065925,nan,nan,0.4965008403479335,0,27,3.055191178591665,8,0,0,0
363,187542.59999990463,-3961690.428889873,3348995.495555326,3698405.6127628856,0,0,0,0,0,1,1,1.469036527483597,6.157546063793036,7.430183392096146,22,3,0.09365208470690987,2.506225573472403,2.506225573472403,0.6731997515630068,nan,nan,0.49656876796911475,0,27,3.054377073718487,8,0,0,0
364,187542.79999899864,-3961690.422768807,3348995.4904124844,3698405.6086077844,0,0,0,0,0,1,1,1.469000057681303,6.157819793019002,7.421976316350178,22,4,0.09365208470690987,2.4991259994302193,2.4991259994302193,0.6947656652946272,nan,nan,0.49658869483088636,0,27,3.0541389843425186,8,0,0,0
365,187543.0,-3961690.5263051055,3348995.5139291454,3698405.679771292,0,0,0,1,0,1,1,0.38557883197322995,4.622483028801489,7.097261211467288,21,0,0.08068843497535677,2.5687403471232226,2.5687403471232226,0.619756435454475,0.08068843497535677,4.505033095973984,0.7954877031761844,0,30,1.5687954382874008,8,12,21,18
366,187543.20000004768,-3961690.540311418,3348995.514890457,3698405.690308965,0,0,0,1,0,1,1,0.3759393107907205,4.620421119445625,7.099006349270142,21,1,0.08068843497535677,2.576615310269707,2.576615310269707,0.6289768992523977,nan,nan,0.8049987376427012,0,30,1.5326680430532098,8,0,0,0
367,187543.39999890327,-3961690.5427268464,3348995.5041143,3698405.6941194497,0,0,0,1,0,1,1,0.37352079031182295,4.619621952009635,7.091842161381532,21,2,0.08068843497535677,2.568929279376893,2.568929279376893,0.6483658214925165,nan,nan,0.8058380840878175,0,30,1.529548467289978,8,0,0,0
368,187543.59999990463,-3961690.5333285714,3348995.4792956375,3698405.692321869,0,0,0,1,0,1,1,0.3727627352069375,4.619179908339144,7.0681358284019815,21,3,0.08068843497535677,2.543533153199564,2.543533153199564,0.6699197782640406,nan,nan,0.8059243101867796,0,30,1.52923135293547,8,0,0,0
369,187543.79999899864,-3961690.532663396,3348995.4544244143,3698405.6969020655,0,0,0,1,0,1,1,0.37259672318698595,4.619259034581164,7.053624261984869,21,4,0.08068843497535677,2.5226558891079973,2.5226558891079973,0.6915879880905407,nan,nan,0.805934634883284,0,30,1.5291922959912947,8,0,0,0
370,187544.0,-3961690.544883033,3348995.484996554,3698405.6976400423,0,0,0,1,0,1,1,0.3979717728680476,4.315732143056873,6.7309337858012634,22,0,0.17199006433998745,2.554402719072388,2.554402719072388,0.615996485553189,0.17199006433998745,3.642986250574149,0.8607513600575727,0,32,1.3326220026676585,8,12,22,18
371,187544.20000004768,-3961690.571416549,3348995.519523372,3698405.7199257514,0,0,0,1,0,1,1,0.39948079413774573,4.317220078861057,6.7785086889067205,22,1,0.17199006433998745,2.595982649934535,2.595982649934535,0.6252721830049403,nan,nan,0.86883070999457,0,32,1.3085833497873194,8,0,0,0
372,187544.39999890327,-3961690.593590049,3348995.5479666633,3698405.7386904666,0,0,0,1,0,1,1,0.3993522604275936,4.316230190951803,6.814797339649016,22,2,0.17199006433998745,2.6305825657672197,2.6305825657672197,0.6447724689222674,nan,nan,0.8692850994991034,0,32,1.3072461367052357,8,0,0,0
373,187544.59999990463,-3961690.617473718,3348995.577023401,3698405.752703319,0,0,0,1,0,1,1,0.3994111417835508,4.316266829348875,6.853334853211099,22,3,0.17199006433998745,2.6671390057685485,2.6671390057685485,0.6664426375840721,nan,nan,0.8693400026630203,0,32,1.3070869805116223,8,0,0,0
374,187544.79999899864,-3961690.6287079547,3348995.5869073565,3698405.7566908025,0,0,0,1,0,1,1,0.3993632423931059,4.316087332653515,6.868455862467916,22,4,0.17199006433998745,2.681466767730394,2.681466767730394,0.6882203277587523,nan,nan,0.8693286079869442,0,32,1.3071169139623566,8,0,0,0
375,187545.0,-3961690.5789451427,3348995.4690332594,3698405.733865715,0,0,0,1,0,1,1,0.41940588789710337,4.274911514876893,6.66947658916011,22,0,0.14629356364206203,2.558777111370892,2.558777111370892,0.6122891287124425,0.14629356364206203,3.1426806053232728,0.7458796463870286,0,35,1.6618745080994766,8,12,22,18
376,187545.20000004768,-3961690.5765202604,3348995.46269149,3698405.7301798556,0,0,0,1,0,1,1,0.4247259340691271,4.278258642243314,6.672696772772308,22,1,0.14629356364206203,2.5525257627206104,2.5525257627206104,0.6216202579898844,nan,nan,0.7522214593052896,0,35,1.635397728250395,8,0,0,0
377,187545.39999890327,-3961690.5847285204,3348995.465164524,3698405.7372996937,0,0,0,1,0,1,1,0.42637156810459453,4.2806681664653805,6.686454441981658,22,2,0.14629356364206203,2.5588887608454765,2.5588887608454765,0.641231636484272,nan,nan,0.7526854015568915,0,35,1.63358115589615,8,0,0,0
378,187545.59999990463,-3961690.5985162575,3348995.474091736,3698405.7474454492,0,0,0,1,0,1,1,0.42678664354886786,4.281210357454845,6.705816125992111,22,3,0.14629356364206203,2.573575494767938,2.573575494767938,0.6630175513144058,nan,nan,0.752732161551269,0,35,1.6333993186555595,8,0,0,0
379,187545.79999899864,-3961690.5863926937,3348995.461126959,3698405.739193847,0,0,0,1,0,1,1,0.4267985887405981,4.281036112788488,6.686847456640179,22,4,0.14629356364206203,2.5565278863349477,2.5565278863349477,0.6849041586399596,nan,nan,0.7527247836861773,0,35,1.6334190880098345,8,0,0,0
380,187546.0,-3961690.6123458124,3348995.4558716244,3698405.7709650737,0,0,0,1,0,1,1,0.39538612504047116,4.20545100784677,6.518054348851286,22,0,0.14409783307580962,2.5659775944527317,2.5659775944527317,0.6086283373153043,0.14409783307580962,2.641253857074121,0.5421024364556625,0,35,2.170988211190219,8,12,22,18
381,187546.20000004768,-3961690.6187619157,3348995.4571643276,3698405.7735576164,0,0,0,1,0,1,1,0.3938955387095107,4.206585170250368,6.523646059995464,22,1,0.14409783307580962,2.5707519700842796,2.5707519700842796,0.6180147369816853,nan,nan,0.5469709832245903,0,35,2.134352708287841,8,0,0,0
382,187546.39999890327,-3961690.631287961,3348995.4738881653,3698405.7801586166,0,0,0,1,0,1,1,0.39402516074899746,4.208100980683477,6.546324718233243,22,2,0.14409783307580962,2.5912559778964455,2.5912559778964455,0.637736999173401,nan,nan,0.5473300920961854,0,35,2.131859933978122,8,0,0,0
383,187546.59999990463,-3961690.6443270673,3348995.48008004,3698405.7891438035,0,0,0,1,0,1,1,0.3938768384783171,4.208186261395058,6.562214172008152,22,3,0.14409783307580962,2.6036398928372364,2.6036398928372364,0.659638341372699,nan,nan,0.5473610786970723,0,35,2.131625642842751,8,0,0,0
384,187546.79999899864,-3961690.642107369,3348995.47612134,3698405.787206038,0,0,0,1,0,1,1,0.39380379453671605,4.208066461691597,6.557596866741744,22,4,0.14409783307580962,2.599251196066528,2.599251196066528,0.6816334604819235,nan,nan,0.5473616153281886,0,35,2.131610005460226,8,0,0,0
385,187547.0,-3961690.637742305,3348995.4450283,3698405.78454838,0,0,0,0,0,1,1,1.810999633680188,5.729064058685633,6.3718250748915235,22,0,0.16119661661288745,2.572186367779845,2.572186367779845,0.6050404349144374,0.16119661661288745,2.3558786655847337,0.6139814953780908,0,36,2.0930553067432314,8,12,22,18
386,187547.20000004768,-3961690.653209938,3348995.459767583,3698405.7945096297,0,0,0,0,0,1,1,1.809552887006888,5.731553194154358,6.398922170476825,22,1,0.16119661661288745,2.592808657484323,2.592808657484323,0.6144816653616733,nan,nan,0.6200887661908653,0,36,2.0545504735216027,8,0,0,0
387,187547.39999890327,-3961690.653783114,3348995.4660697253,3698405.796220353,0,0,0,0,0,1,1,1.8097139799984798,5.730429348371135,6.40183556206829,22,2,0.16119661661288745,2.5980394116734558,2.5980394116734558,0.6343137934068646,nan,nan,0.6205285303974684,0,36,2.051924687381802,8,0,0,0
388,187547.59999990463,-3961690.6405024957,3348995.4543332164,3698405.7932605124,0,0,0,0,0,1,1,1.8097685240245163,5.730153763109348,6.383787083045447,22,3,0.16119661661288745,2.580775772643707,2.580775772643707,0.6563293773828347,nan,nan,0.6205659159042842,0,36,2.0517106144240937,8,0,0,0
389,187547.79999899864,-3961690.6220262465,3348995.4393988345,3698405.7893202235,0,0,0,0,0,1,1,1.8097513483696321,5.73018132025411,6.359998556735575,22,4,0.16119661661288745,2.557865161642873,2.557865161642873,0.6784317837562509,nan,nan,0.6205699931055433,0,36,2.051686797057409,8,0,0,0
390,187548.0,-3961690.6612121523,3348995.4356547752,3698405.796041465,0,0,0,0,0,1,1,1.833688636641663,5.543671876933045,6.163092415532977,22,0,0.18978900847615862,2.578792524547439,2.578792524547439,0.6014913348833073,0.18978900847615862,2.0034654278002604,0.7079460743001132,0,37,1.8896662782739535,8,12,22,18
