epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ddpr_snapshot_error_m,wls_error_m,ddpr_snapshot_accepted,ddpr_snapshot_initial_rms_m,ddpr_snapshot_final_rms_m,ddpr_snapshot_shift_m,tdcp_truth_displacement_error_m,doppler_truth_displacement_error_m,imu_truth_displacement_error_m,ddpr_snapshot_pair_exclusion_positions,ddpr_snapshot_pair_exclusion_oracle_error_m,trusted_fix_anchor_error_m,trusted_fix_anchor_age_epochs,trusted_fix_anchor_ecef_x,trusted_fix_anchor_ecef_y,trusted_fix_anchor_ecef_z,ddpr_snapshot_ecef_x,ddpr_snapshot_ecef_y,ddpr_snapshot_ecef_z,ddpr_guard_ecef_x,ddpr_guard_ecef_y,ddpr_guard_ecef_z,ambiguities_reset,assignment_history_cleared,assignment_arc_slips,assignment_arc_slip_ids,stale_generation_holdover_basins,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,snapshot_loo_shadow_candidates,snapshot_loo_shadow_oracle_min_error_m,trusted_anchor_shadow_candidates,trusted_anchor_shadow_oracle_min_error_m,external_position_shadow_candidates,external_position_shadow_oracle_min_error_m,trusted_refinement_shadow_candidates,trusted_refinement_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,arc_shadow_candidates,arc_shadow_oracle_min_error_m,arc_shadow_oracle_rank,arc_shadow_compute_seconds,arc_completion_search_workspaces,respawn_excluded_satellite,widelane_candidate_pairs,widelane_fixed_pairs,widelane_dd_pairs,widelane_fix_rate,widelane_reason,n_dd_pr,n_dd_cp
193,177038.59999990463,-3961741.596227685,3349017.299121298,3698331.418776264,0,0,0,0,0,1,1,3.450008724647837,2.9431463028323943,1.1678860176080248,30,3,0.05179992759544915,1.0156325209162456,3.768409507547691,0,,0.0,0.0,0,nan,0,0,,1,0.005808686939188221,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.222233116557726,1,3.768409507547691,0.9785333836470284,0.0,1,3.450008724647837,2.9431463028323943,1.0156325209162456,0.7815487004096772,nan,nan,nan,26.211708857778056,0,nan,nan,nan,0.0076690781050596235,0.07113681351786473,nan,0,nan,1.1639869496818862,8,-3961741.438221433,3349017.6484696693,3698331.301380883,nan,nan,nan,-3961741.369633788,3349017.716417875,3698331.159294191,0,0,0,,0,0.9785333836470284,0,1e6d090c4bab9a4d,128,1.0441188538882125,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
194,177038.79999899864,-3961741.3845022987,3349017.4091132856,3698331.6534556635,0,0,0,0,0,1,1,3.452670399412808,2.9458352119244866,1.1852794119534098,30,4,0.05179992759544915,1.0318412034020237,3.7855012544729467,0,,0.0,0.0,0,nan,0,0,,1,0.007545273729295036,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.24170382580214528,1,3.7855012544729467,0.9792397129930359,0.0,1,3.452670399412808,2.9458352119244866,1.0318412034020237,0.8001992344157577,nan,nan,nan,25.782605481186714,0,nan,nan,nan,0.01485732585313894,0.11283976297849085,nan,0,nan,1.152613791263164,9,-3961741.2147886227,3349017.7329360144,3698331.53322316,nan,nan,nan,-3961741.158636936,3349017.8278277186,3698331.395355438,0,0,0,,0,0.9792397129930359,0,1e6d090c4bab9a4d,128,1.0426110244460076,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
195,177039.0,-3961741.1773020076,3349017.4737374694,3698331.841411749,0,0,0,0,0,1,1,3.4493805750247977,2.8972127541952895,1.233960622876865,29,0,0.025072941171766602,1.046697023949181,3.759225680657871,0,,0.0,0.0,0,nan,0,0,,1,0.009594959112047118,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.20181709877014548,1,3.759225680657871,0.9026597575646068,0.0,1,3.4493805750247977,2.8972127541952895,1.046697023949181,0.7268394905538024,0.025072941171766602,0.14304186076342046,2.1421824859143173,26.615602725254703,1,11.837423921673103,1.07349640732656,24.931010577969506,0.006043173638844704,0.05154706210560813,nan,0,nan,1.1579843466617852,10,-3961740.9862568276,3349017.8079996756,3698331.714427497,-3961741.483057051,3349018.687650009,3698331.711867066,-3961740.954263885,3349017.9413507404,3698331.5735237994,0,0,28,"C11@L1_E1_B1@192039486,C12@L1_E1_B1@192039486,C42@L1_E1_B1@192039486,C43@L1_E1_B1@192039486,C43@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E02@L1_E1_B1@190293673,E02@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E04@L5_E5A_B2A@254828049,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E11@L1_E1_B1@190293673,E24@L1_E1_B1@190293673,E24@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E36@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L1_E1_B1@190293673,G06@L5_E5A_B2A@254828049,G09@L1_E1_B1@190293673,G09@L5_E5A_B2A@254828049,G11@L1_E1_B1@190293673,G11@L5_E5A_B2A@254828049,G12@L1_E1_B1@190293673,G17@L1_E1_B1@190293673,G22@L1_E1_B1@190293673",0,0.9026597575646068,0,1e6d090c4bab9a4d,128,1.2270464456330727,8,12,1,404,14,12,68,0.043430891716288146,20,0,nan,24,0.2479985169582878,0,nan,168,0.21416774670416225,0,nan,0,nan,0,nan,68,0.043430891716288146,20,0.10265309998067096,1,,0,0,0,0.0,disabled,29,40
196,177039.20000004768,-3961740.940735996,3349017.539791681,3698332.027900632,0,0,0,0,0,1,1,3.4499906228976873,2.897328258566202,1.233791934573805,29,1,0.025072941171766602,1.0409219953330202,3.760166251895989,0,,0.0,0.0,0,nan,0,0,,1,0.009186921289557615,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.20220671170547297,1,3.760166251895989,0.9854039627261018,0.0,1,3.4499906228976873,2.897328258566202,1.0409219953330202,0.7346867880669581,nan,nan,nan,26.86356446156419,0,nan,nan,nan,0.0074698459071243645,0.011493325745034803,nan,0,nan,1.1566604214332508,11,-3961740.743166302,3349017.8800774696,3698331.906329401,nan,nan,nan,-3961740.715604611,3349018.0123488987,3698331.7654872746,0,0,0,,0,0.9854039627261018,0,1e6d090c4bab9a4d,128,1.0297974051121195,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
197,177039.39999890327,-3961740.7138023404,3349017.628779513,3698332.2305914545,0,0,0,0,0,1,1,3.450275889396037,2.896532334569722,1.2508098503481584,29,2,0.025072941171766602,1.0560956744262764,3.7696771303494447,0,,0.0,0.0,0,nan,0,0,,1,0.008329099269509194,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2138178268513327,1,3.7696771303494447,0.9884917304898692,0.0,1,3.450275889396037,2.896532334569722,1.0560956744262764,0.7513447023643288,nan,nan,nan,24.611927882885713,0,nan,nan,nan,0.006771749747240276,0.032406910592088625,nan,0,nan,1.1547523312507582,12,-3961740.5088976645,3349017.9543603137,3698332.107433595,nan,nan,nan,-3961740.489940324,3349018.104040479,3698331.9694809336,0,0,0,,0,0.9884917304898692,0,1e6d090c4bab9a4d,128,1.023377397400876,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
198,177039.59999990463,-3961740.454073429,3349017.728589776,3698332.4489135407,0,0,0,0,0,1,1,3.4497992464444374,2.8959161096599906,1.2743615816322977,29,3,0.025072941171766602,1.0748834077111324,3.7907319648329327,0,,0.0,0.0,0,nan,0,0,,1,0.010526604425193856,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22417657166764843,1,3.7907319648329327,0.9898148951719559,0.0,1,3.4497992464444374,2.8959161096599906,1.0748834077111324,0.7700192358548291,nan,nan,nan,24.586232272252815,0,nan,nan,nan,0.014661688113910819,0.030128452462962762,nan,0,nan,1.1487585728413756,13,-3961740.2298243274,3349018.03266915,3698332.318913445,nan,nan,nan,-3961740.2289510537,3349018.204267173,3698332.18833096,0,0,0,,0,0.9898148951719559,0,1e6d090c4bab9a4d,128,1.0206438044041115,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
199,177039.79999899864,-3961740.171303731,3349017.8421896216,3698332.7254093885,0,0,0,0,0,1,1,3.448056786955731,2.894391336182502,1.3095736816717543,29,4,0.025072941171766602,1.1142277972189187,3.8070000608099073,0,,0.0,0.0,0,nan,0,0,,1,0.0074863860825435564,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.25568536529752955,1,3.8070000608099073,0.9904571057263739,0.0,1,3.448056786955731,2.894391336182502,1.1142277972189187,0.7889423154778529,nan,nan,nan,25.507143608361602,0,nan,nan,nan,0.01620564165238168,0.05951494299514078,nan,0,nan,1.1591815194922366,14,-3961739.928689761,3349018.1251527024,3698332.592339715,nan,nan,nan,-3961739.945941126,3349018.3180664103,3698332.4654652765,0,0,0,,0,0.9904571057263739,1,1e6d090c4bab9a4d,128,1.0193206580996181,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
200,177040.0,-3961739.7938340106,3349017.9060003124,3698333.037205827,0,0,0,0,0,1,1,3.444251081538976,2.8188650652049354,1.4042157523669165,30,0,0.019956178277763543,1.075854903560323,3.7722930944991573,0,,0.0,0.0,0,nan,0,0,,1,0.0073479032249710915,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2216153608397126,1,3.7722930944991573,0.9071061386894729,0.0,1,3.444251081538976,2.8188650652049354,1.075854903560323,0.7146973760749123,0.019956178277763543,0.08885328111083365,2.202720715746699,26.68063370017075,1,11.634239956976353,0.9376994750281322,24.95504347003657,0.005317950443010198,0.04803717123364202,nan,0,nan,1.15882879341491,15,-3961739.5858531147,3349018.2211986296,3698332.89050208,-3961740.049223159,3349019.159678074,3698333.012572143,-3961739.6521792044,3349018.493573045,3698332.78746028,0,0,31,"C11@L1_E1_B1@192039486,C12@L1_E1_B1@192039486,C21@L1_E1_B1@192039486,C42@L1_E1_B1@192039486,C43@L1_E1_B1@192039486,C43@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E02@L1_E1_B1@190293673,E02@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E04@L5_E5A_B2A@254828049,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E11@L1_E1_B1@190293673,E11@L5_E5A_B2A@254828049,E12@L5_E5A_B2A@254828049,E24@L1_E1_B1@190293673,E24@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E36@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L1_E1_B1@190293673,G06@L5_E5A_B2A@254828049,G09@L1_E1_B1@190293673,G09@L5_E5A_B2A@254828049,G11@L1_E1_B1@190293673,G11@L5_E5A_B2A@254828049,G12@L1_E1_B1@190293673,G17@L1_E1_B1@190293673,G22@L1_E1_B1@190293673",0,0.9071061386894729,0,1e6d090c4bab9a4d,128,1.2151020372298855,8,12,1,398,14,12,62,0.18697485180989437,277,0,nan,24,0.2762572218857127,0,nan,168,0.23588195836404977,0,nan,0,nan,0,nan,62,0.2388686126820821,1,0.10609380004461855,1,,0,0,0,0.0,disabled,30,40
201,177040.20000004768,-3961739.451667445,3349018.032614656,3698333.373074915,0,0,0,0,0,1,1,3.447234205922471,2.8224544627287407,1.4630807029929511,30,1,0.019956178277763543,1.122256884535607,3.8129879758223906,0,,0.0,0.0,0,nan,0,0,,1,0.005954032253531994,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2605596097845805,1,3.8129879758223906,0.9889594530772327,0.0,1,3.447234205922471,2.8224544627287407,1.122256884535607,0.7226764638952012,nan,nan,nan,26.9780898623538,0,nan,nan,nan,0.006528095267269409,0.06758217175467873,nan,0,nan,1.1618295633857463,16,-3961739.2028362327,3349018.3153971112,3698333.229477552,nan,nan,nan,-3961739.3059220966,3349018.632059584,3698333.1377684046,0,0,0,,0,0.9889594530772327,0,1e6d090c4bab9a4d,128,1.02244051370006,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
202,177040.39999890327,-3961739.0863045994,3349018.184651991,3698333.7674327097,0,0,0,0,0,1,1,3.4491077899329006,2.825409498061123,1.540461349417762,30,2,0.019956178277763543,1.1926696285370237,3.8701229090724993,0,,0.0,0.0,0,nan,0,0,,1,0.00724111778177448,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.32269742217808034,1,3.8701229090724993,0.9918312939126016,0.0,1,3.4491077899329006,2.825409498061123,1.1926696285370237,0.7396049157602198,nan,nan,nan,27.71055707873972,0,nan,nan,nan,0.0034966930470654504,0.09005591405761341,nan,0,nan,1.164765037202225,17,-3961738.7986395443,3349018.4081190797,3698333.61466209,nan,nan,nan,-3961738.940054863,3349018.7880025804,3698333.537629299,0,0,0,,0,0.9918312939126016,1,1e6d090c4bab9a4d,128,1.016529682762645,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
203,177040.59999990463,-3961738.687729207,3349018.3429090325,3698334.2134215105,0,0,0,0,0,1,1,3.4498122988930633,2.827000692417357,1.6260898789467935,30,3,0.019956178277763543,1.2774925780998427,3.9270984346597215,0,,0.0,0.0,0,nan,0,0,,1,0.009646206795741406,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4001073076337983,1,3.9270984346597215,0.9932774791036386,0.0,1,3.4498122988930633,2.827000692417357,1.2774925780998427,0.7585685110867832,nan,nan,nan,28.28969015409024,0,nan,nan,nan,0.013735256023540223,0.09325684876712127,nan,0,nan,1.1651427712864584,18,-3961738.3560953154,3349018.49263004,3698334.045856756,nan,nan,nan,-3961738.5407362115,3349018.9469465083,3698333.9853509646,0,0,0,,0,0.9932774791036386,2,1e6d090c4bab9a4d,128,1.0135718675625778,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
204,177040.79999899864,-3961738.252470809,3349018.4673348903,3698334.656994911,0,1,0,0,0,1,1,3.4503740806231296,2.8281715399104557,1.6900096452515625,30,4,0.019956178277763543,1.3370178308176017,3.9778912369194566,0,,0.0,0.0,0,nan,0,0,,1,0.008332145347950825,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.451274894384529,1,3.9778785054058936,0.9945039866130809,0.0034695645906330274,2,3.4503612108337745,2.8281600754419016,1.3370178308176017,0.777770234297267,nan,nan,nan,28.935398917313133,0,nan,nan,nan,0.0068420419069353585,0.04078133542116141,nan,0,nan,1.1640814404513053,19,-3961737.889254572,3349018.5619245237,3698334.475680119,nan,nan,nan,-3961738.1051993547,3349019.0711746253,3698334.4289193656,0,0,0,,0,0.9944557729458876,3,1e6d090c4bab9a4d,128,1.0111716068218932,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
205,177041.0,-3961737.67191357,3349018.3373144004,3698335.1208035266,0,0,0,0,0,1,1,3.465559937738153,2.6521301508308635,1.7842142699234307,29,0,0.027823819827359483,1.1339635522254563,3.8640024671166366,0,,0.0,0.0,0,nan,0,0,,1,0.0057470227136561325,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.35393025668025485,1,3.8640024671166366,0.9098426953842415,0.0,1,3.465559937738153,2.6521301508308635,1.1339635522254563,0.703249167779052,0.027823819827359483,0.8439339685163825,2.1467195473051883,29.549763203308206,1,12.654231906154614,1.1575414951761969,27.863468445372675,0.010025993503781264,0.08017117100202092,nan,0,nan,1.1645544614397998,20,-3961737.4365910236,3349018.615722938,3698334.953684019,-3961737.811791599,3349019.558663308,3698334.9227313492,-3961737.6776147336,3349019.217906223,3698334.9133218396,0,0,37,"C11@L1_E1_B1@192039486,C12@L1_E1_B1@192039486,C21@L1_E1_B1@192039486,C34@L5_E5A_B2A@254828049,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C42@L1_E1_B1@192039486,C42@L5_E5A_B2A@254828049,C43@L1_E1_B1@192039486,C43@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E02@L1_E1_B1@190293673,E02@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E04@L5_E5A_B2A@254828049,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E10@L1_E1_B1@190293673,E11@L1_E1_B1@190293673,E11@L5_E5A_B2A@254828049,E12@L1_E1_B1@190293673,E12@L5_E5A_B2A@254828049,E24@L1_E1_B1@190293673,E24@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E36@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L1_E1_B1@190293673,G06@L5_E5A_B2A@254828049,G09@L1_E1_B1@190293673,G09@L5_E5A_B2A@254828049,G11@L1_E1_B1@190293673,G11@L5_E5A_B2A@254828049,G12@L1_E1_B1@190293673,G17@L1_E1_B1@190293673,G22@L1_E1_B1@190293673",0,0.9098426953842415,0,1e6d090c4bab9a4d,128,1.2078189102221197,8,12,1,336,14,12,0,0.3901148402027888,121,0,nan,24,0.45538685208611224,0,nan,168,0.41690069473664293,0,nan,0,nan,0,nan,0,nan,-1,0.016462999978102744,0,,0,0,0,0.0,disabled,29,40
206,177041.20000004768,-3961737.2152628405,3349018.4025822403,3698335.6044456135,0,0,0,0,0,1,1,3.4739988598797473,2.653735244880537,1.8272996609273164,29,1,0.027823819827359483,1.158241092689949,3.902823669282882,0,,0.0,0.0,0,nan,0,0,,1,0.002417939961193329,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.34666288785784505,1,3.902823669282882,0.9911815877244512,0.0,1,3.4739988598797473,2.653735244880537,1.158241092689949,0.7113568292989543,nan,nan,nan,28.481334884261273,0,nan,nan,nan,0.00849524107797358,0.018256532688662484,nan,0,nan,1.1587036714484444,21,-3961736.9756616675,3349018.642840811,3698335.4333269787,nan,nan,nan,-3961737.2298715333,3349019.2931420603,3698335.3985471292,0,0,0,,0,0.9911815877244512,1,1e6d090c4bab9a4d,128,1.0178675239682569,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
207,177041.39999890327,-3961736.7664984763,3349018.4422704666,3698336.089841844,0,0,0,0,0,1,1,3.478366137189213,2.6565390215873714,1.8570185262675742,29,2,0.027823819827359483,1.177417800078312,3.935494517672492,0,,0.0,0.0,0,nan,0,0,,1,0.005505868451540281,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3559414372079131,1,3.935494517672492,0.9942123722591114,0.0,1,3.478366137189213,2.6565390215873714,1.177417800078312,0.7285483855787719,nan,nan,nan,28.425635433052648,0,nan,nan,nan,0.010088823928291482,0.016564090616369057,nan,0,nan,1.150963069724945,22,-3961736.52576757,3349018.6472998215,3698335.914964352,nan,nan,nan,-3961736.7847716203,3349019.335348379,3698335.884836,0,0,0,,0,0.9942123722591114,2,1e6d090c4bab9a4d,128,1.0116725840961982,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
208,177041.59999990463,-3961736.323131552,3349018.4451126833,3698336.6065359097,0,1,0,0,0,1,1,3.4798932758919205,2.658387813259114,1.8791880382316837,29,3,0.027823819827359483,1.1950480801042294,3.955837249790961,0,,0.0,0.0,0,nan,0,0,,1,0.007029128746814203,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3740897761449994,1,3.955837249790961,0.9955712223625899,0.0,1,3.4798932758919205,2.658387813259114,1.1950480801042294,0.7477924306110959,nan,nan,nan,27.09267274478673,0,nan,nan,nan,0.016482582029352717,0.025644724321951192,nan,0,nan,1.1382038501041902,23,-3961736.0807344727,3349018.612319024,3698336.4295307994,nan,nan,nan,-3961736.342430237,3349019.3385232585,3698336.402808291,0,0,0,,0,0.9955712223625899,3,1e6d090c4bab9a4d,128,1.0089131064584957,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
209,177041.79999899864,-3961735.885215679,3349018.42416522,3698337.1408283757,0,1,0,0,0,1,1,3.4823605563946036,2.6607370611250465,1.8988098916712766,29,4,0.027823819827359483,1.2110714682017252,3.974572733487263,0,,0.0,0.0,0,nan,0,0,,1,0.007771582250995895,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3919041022109996,1,3.974572733487263,0.996418987643019,0.0,1,3.4823605563946036,2.6607370611250465,1.2110714682017252,0.7672638888165905,nan,nan,nan,26.837555799981747,0,nan,nan,nan,0.01540809286377711,0.019167468396880896,nan,0,nan,1.1264223129593507,24,-3961735.6428452935,3349018.556391538,3698336.960851398,nan,nan,nan,-3961735.9048539195,3349019.3178215567,3698336.9373373967,0,0,0,,0,0.996418987643019,4,1e6d090c4bab9a4d,128,1.007197136997691,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
210,177042.0,-3961735.462697445,3349018.2297887783,3698337.6552183083,0,0,0,0,0,1,1,3.4254535611515218,2.5304999698513684,1.9135917121918067,29,0,0.032556862803016416,1.1218749598169853,3.768136971889584,0,,0.0,0.0,0,nan,0,0,,1,0.008788671817135829,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21639613140112923,1,3.768136971889584,0.9111422386932019,0.0,1,3.4254535611515218,2.5304999698513684,1.1218749598169853,0.6917804430157697,0.032556862803016416,0.7549694996587544,1.9096598357189265,24.018741590279102,1,11.722335020457162,1.2568220630850844,22.823836517164434,0.016120581973402343,0.014977955822421377,nan,0,nan,1.1162795034676443,25,-3961735.1954783783,3349018.4805239337,3698337.502657756,-3961735.450259318,3349019.293525891,3698337.303845971,-3961735.4614007627,3349019.270652813,3698337.463425839,0,0,35,"C11@L1_E1_B1@192039486,C12@L1_E1_B1@192039486,C22@L5_E5A_B2A@254828049,C34@L1_E1_B1@192039486,C34@L5_E5A_B2A@254828049,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C42@L1_E1_B1@192039486,C42@L5_E5A_B2A@254828049,C43@L1_E1_B1@192039486,C43@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E02@L1_E1_B1@190293673,E02@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E04@L5_E5A_B2A@254828049,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E11@L1_E1_B1@190293673,E11@L5_E5A_B2A@254828049,E12@L5_E5A_B2A@254828049,E24@L1_E1_B1@190293673,E24@L5_E5A_B2A@254828049,E36@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L1_E1_B1@190293673,G06@L5_E5A_B2A@254828049,G09@L1_E1_B1@190293673,G09@L5_E5A_B2A@254828049,G11@L1_E1_B1@190293673,G11@L5_E5A_B2A@254828049,G12@L1_E1_B1@190293673,G17@L1_E1_B1@190293673,G22@L1_E1_B1@190293673",0,0.9111422386932019,0,1e6d090c4bab9a4d,128,1.2043967635123398,8,12,1,336,14,12,0,0.19808275456247468,165,0,nan,24,0.22399221944419276,0,nan,168,0.21632820213543835,0,nan,0,nan,0,nan,0,nan,-1,0.013474100036546588,0,,0,0,0,0.0,disabled,29,41
211,177042.20000004768,-3961735.024818648,3349018.131987759,3698338.206999428,0,0,0,0,0,1,1,3.4312758047214986,2.5420847684651684,1.918178673849442,29,1,0.032556862803016416,1.1158335595761912,3.7857522914507946,0,,0.0,0.0,0,nan,0,0,,1,0.025872176626591383,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2069920855947041,1,3.7857522914507946,0.9919704199152023,0.0,1,3.4312758047214986,2.5420847684651684,1.1158335595761912,0.7000207448973388,nan,nan,nan,22.67616192998232,0,nan,nan,nan,0.015423357398525791,0.017187276127831396,nan,0,nan,1.127100792704868,26,-3961734.7656304855,3349018.3871647245,3698338.064499229,nan,nan,nan,-3961735.027000214,3349019.1720587113,3698338.0213626,0,0,0,,0,0.9919704199152023,1,1e6d090c4bab9a4d,128,1.016252223677293,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
