blocked_mass,blocked_positive_frac,blocked_positive_frac_gt5,blocked_positive_mean_residual,cb_disagreement_m,disagreement_m,epoch,max_weighted_blocked_frac,mean_weighted_blocked_frac,n_sat_blocked_gt_005,n_sat_blocked_gt_010,rationale,robust_mean_abs_residual,robust_mean_residual,robust_p95_abs_residual,robust_positive_frac,robust_positive_frac_gt5,satellite_count,score,segment_label,strategy,style,use_blocked
0.000000,0.000000,0.000000,0.000000,36.489010,59.135512,24,0.000000,0.000000,0.000000,0.000000,disagreement 59.14 >= 80.00,21.976704,10.656520,32.755318,0.666667,0.666667,6.000000,59.135512,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,31.403947,57.149676,25,0.000000,0.000000,0.000000,0.000000,disagreement 57.15 >= 80.00,22.674009,12.450763,34.038877,0.666667,0.666667,6.000000,57.149676,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,32.432139,57.556382,26,0.000000,0.000000,0.000000,0.000000,disagreement 57.56 >= 80.00,22.919331,13.237163,34.935273,0.666667,0.666667,6.000000,57.556382,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,33.736572,57.469422,27,0.000000,0.000000,0.000000,0.000000,disagreement 57.47 >= 80.00,22.181092,10.888904,32.691051,0.666667,0.666667,6.000000,57.469422,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,31.256844,57.419976,28,0.000000,0.000000,0.000000,0.000000,disagreement 57.42 >= 80.00,22.507368,11.535317,32.973391,0.666667,0.666667,6.000000,57.419976,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,30.284946,56.689360,29,0.000000,0.000000,0.000000,0.000000,disagreement 56.69 >= 80.00,22.826614,12.357091,33.806946,0.666667,0.666667,6.000000,56.689360,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,30.248004,55.590013,30,0.000000,0.000000,0.000000,0.000000,disagreement 55.59 >= 80.00,22.595641,11.445665,32.886637,0.666667,0.666667,6.000000,55.590013,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,30.405661,55.933647,31,0.000000,0.000000,0.000000,0.000000,disagreement 55.93 >= 80.00,22.897897,12.145204,33.569931,0.666667,0.666667,6.000000,55.933647,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,32.015221,56.161520,32,0.000000,0.000000,0.000000,0.000000,disagreement 56.16 >= 80.00,22.780342,11.470746,32.963842,0.666667,0.666667,6.000000,56.161520,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,28.427150,56.745303,33,0.000000,0.000000,0.000000,0.000000,disagreement 56.75 >= 80.00,21.601975,10.601867,35.866360,0.600000,0.600000,5.000000,56.745303,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,28.500632,57.590924,34,0.000000,0.000000,0.000000,0.000000,disagreement 57.59 >= 80.00,21.688183,10.669227,35.940043,0.600000,0.600000,5.000000,57.590924,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,28.965436,57.936706,35,0.000000,0.000000,0.000000,0.000000,disagreement 57.94 >= 80.00,21.971207,11.828234,37.015201,0.600000,0.600000,5.000000,57.936706,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,29.006050,57.731316,36,0.000000,0.000000,0.000000,0.000000,disagreement 57.73 >= 80.00,21.646697,10.203432,35.431337,0.600000,0.600000,5.000000,57.731316,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,30.184872,57.181377,37,0.000000,0.000000,0.000000,0.000000,disagreement 57.18 >= 80.00,21.777862,10.766867,35.883704,0.600000,0.600000,5.000000,57.181377,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,26.882203,56.589318,38,0.000000,0.000000,0.000000,0.000000,disagreement 56.59 >= 80.00,22.080480,12.225304,37.279302,0.600000,0.600000,5.000000,56.589318,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,30.982342,55.037694,39,0.000000,0.000000,0.000000,0.000000,disagreement 55.04 >= 80.00,21.763223,10.645701,35.458130,0.600000,0.600000,5.000000,55.037694,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,31.149544,54.002350,40,0.000000,0.000000,0.000000,0.000000,disagreement 54.00 >= 80.00,21.421409,8.875860,33.641695,0.600000,0.600000,5.000000,54.002350,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,29.887273,53.076361,41,0.000000,0.000000,0.000000,0.000000,disagreement 53.08 >= 80.00,21.752139,10.597899,35.248318,0.600000,0.600000,5.000000,53.076361,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,31.857127,52.677166,42,0.000000,0.000000,0.000000,0.000000,disagreement 52.68 >= 80.00,21.563262,9.859148,34.320343,0.600000,0.600000,5.000000,52.677166,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,32.196575,51.812588,43,0.000000,0.000000,0.000000,0.000000,disagreement 51.81 >= 80.00,21.647375,10.494574,34.750266,0.600000,0.600000,5.000000,51.812588,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,32.663711,49.976675,44,0.000000,0.000000,0.000000,0.000000,disagreement 49.98 >= 80.00,21.453119,9.795307,33.832958,0.600000,0.600000,5.000000,49.976675,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,31.521036,49.325051,45,0.000000,0.000000,0.000000,0.000000,disagreement 49.33 >= 80.00,21.713523,10.921756,34.937805,0.600000,0.600000,5.000000,49.325051,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,33.596369,49.455008,46,0.000000,0.000000,0.000000,0.000000,disagreement 49.46 >= 80.00,21.558641,10.132104,33.839087,0.600000,0.600000,5.000000,49.455008,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,35.438879,49.511975,47,0.000000,0.000000,0.000000,0.000000,disagreement 49.51 >= 80.00,21.553113,10.044413,33.674943,0.600000,0.600000,5.000000,49.511975,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,36.483049,51.009055,48,0.000000,0.000000,0.000000,0.000000,disagreement 51.01 >= 80.00,21.473596,9.485011,33.208509,0.600000,0.600000,5.000000,51.009055,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,38.788083,52.340673,49,0.000000,0.000000,0.000000,0.000000,disagreement 52.34 >= 80.00,21.698935,10.775851,34.497375,0.600000,0.600000,5.000000,52.340673,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,40.310459,53.987219,50,0.000000,0.000000,0.000000,0.000000,disagreement 53.99 >= 80.00,21.420783,9.451610,33.121617,0.600000,0.600000,5.000000,53.987219,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,39.375555,54.933528,51,0.000000,0.000000,0.000000,0.000000,disagreement 54.93 >= 80.00,21.206721,8.454010,32.043229,0.600000,0.600000,5.000000,54.933528,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,38.608921,55.579829,52,0.000000,0.000000,0.000000,0.000000,disagreement 55.58 >= 80.00,21.387885,9.416562,32.937471,0.600000,0.600000,5.000000,55.579829,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.023929,56.863281,53,0.000000,0.000000,0.000000,0.000000,disagreement 56.86 >= 80.00,21.694788,10.886311,34.554128,0.600000,0.600000,5.000000,56.863281,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.212463,57.599849,54,0.000000,0.000000,0.000000,0.000000,disagreement 57.60 >= 80.00,21.538957,10.108611,33.757908,0.600000,0.600000,5.000000,57.599849,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.905245,58.657156,55,0.000000,0.000000,0.000000,0.000000,disagreement 58.66 >= 80.00,21.542573,9.867404,33.447290,0.600000,0.600000,5.000000,58.657156,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.256340,58.415062,56,0.000000,0.000000,0.000000,0.000000,disagreement 58.42 >= 80.00,21.519892,9.661161,33.016337,0.600000,0.600000,5.000000,58.415062,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,37.386551,59.668148,57,0.000000,0.000000,0.000000,0.000000,disagreement 59.67 >= 80.00,29.295890,14.593768,63.308954,0.666667,0.666667,6.000000,59.668148,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.046875,0.000000,0.000000,0.000000,36.187320,60.268416,58,0.046875,0.007812,0.000000,0.000000,disagreement 60.27 >= 80.00,29.375841,15.739365,62.879386,0.666667,0.666667,6.000000,60.268416,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.015625,0.000000,0.000000,0.000000,39.931370,60.926796,59,0.015625,0.002604,0.000000,0.000000,disagreement 60.93 >= 80.00,28.424997,13.698564,59.395081,0.666667,0.666667,6.000000,60.926796,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.015625,0.000000,0.000000,0.000000,38.006778,60.196716,60,0.015625,0.002604,0.000000,0.000000,disagreement 60.20 >= 80.00,29.061133,16.213728,60.834615,0.666667,0.666667,6.000000,60.196716,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,38.439258,59.623018,61,0.000000,0.000000,0.000000,0.000000,disagreement 59.62 >= 80.00,28.594431,15.221300,59.157631,0.666667,0.666667,6.000000,59.623018,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.299239,59.026471,62,0.000000,0.000000,0.000000,0.000000,disagreement 59.03 >= 80.00,28.123704,14.671265,57.136233,0.666667,0.666667,6.000000,59.026471,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.015625,0.000000,0.000000,0.000000,38.011790,57.167675,63,0.015625,0.002604,0.000000,0.000000,disagreement 57.17 >= 80.00,28.248628,15.647054,57.067756,0.666667,0.666667,6.000000,57.167675,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.015625,0.000000,0.000000,0.000000,39.473579,56.860311,64,0.015625,0.002604,0.000000,0.000000,disagreement 56.86 >= 80.00,27.831084,15.353430,55.164489,0.666667,0.666667,6.000000,56.860311,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,38.654983,56.179081,65,0.000000,0.000000,0.000000,0.000000,disagreement 56.18 >= 80.00,27.397331,14.263440,53.654486,0.666667,0.666667,6.000000,56.179081,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,39.163094,56.275673,66,0.000000,0.000000,0.000000,0.000000,disagreement 56.28 >= 80.00,27.296831,14.398943,53.003546,0.666667,0.666667,6.000000,56.275673,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,38.825262,57.641107,67,0.000000,0.000000,0.000000,0.000000,disagreement 57.64 >= 80.00,26.933773,14.075876,51.438996,0.666667,0.666667,6.000000,57.641107,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.146574,58.889536,68,0.000000,0.000000,0.000000,0.000000,disagreement 58.89 >= 80.00,26.546648,13.197880,50.037179,0.666667,0.666667,6.000000,58.889536,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,37.310699,60.082746,69,0.000000,0.000000,0.000000,0.000000,disagreement 60.08 >= 80.00,27.084922,15.392839,51.208662,0.666667,0.666667,6.000000,60.082746,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,40.430692,62.209129,70,0.000000,0.000000,0.000000,0.000000,disagreement 62.21 >= 80.00,26.398237,13.298888,49.082211,0.666667,0.666667,6.000000,62.209129,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,39.538130,64.154845,71,0.000000,0.000000,0.000000,0.000000,disagreement 64.15 >= 80.00,26.679090,14.451331,49.641247,0.666667,0.666667,6.000000,64.154845,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,39.768079,64.761321,72,0.000000,0.000000,0.000000,0.000000,disagreement 64.76 >= 80.00,26.746681,14.881941,49.714234,0.666667,0.666667,6.000000,64.761321,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.240203,65.584304,73,0.000000,0.000000,0.000000,0.000000,disagreement 65.58 >= 80.00,26.170666,13.317406,47.828946,0.666667,0.500000,6.000000,65.584304,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.557540,65.972218,74,0.000000,0.000000,0.000000,0.000000,disagreement 65.97 >= 80.00,26.208795,13.700353,47.666694,0.666667,0.666667,6.000000,65.972218,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,41.890521,66.530720,75,0.000000,0.000000,0.000000,0.000000,disagreement 66.53 >= 80.00,26.105361,13.538855,47.112625,0.666667,0.666667,6.000000,66.530720,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.493279,66.739634,76,0.000000,0.000000,0.000000,0.000000,disagreement 66.74 >= 80.00,26.274411,14.192525,47.521423,0.666667,0.666667,6.000000,66.739634,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,44.920297,67.909890,77,0.000000,0.000000,0.000000,0.000000,disagreement 67.91 >= 80.00,25.240779,11.310596,44.081163,0.666667,0.500000,6.000000,67.909890,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,40.893547,67.997546,78,0.000000,0.000000,0.000000,0.000000,disagreement 68.00 >= 80.00,26.311526,14.537423,47.229365,0.666667,0.666667,6.000000,67.997546,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.808805,68.175098,79,0.000000,0.000000,0.000000,0.000000,disagreement 68.18 >= 80.00,25.961046,14.176509,45.771142,0.666667,0.666667,6.000000,68.175098,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,42.417996,69.300512,80,0.000000,0.000000,0.000000,0.000000,disagreement 69.30 >= 80.00,26.019700,14.426365,45.742738,0.666667,0.666667,6.000000,69.300512,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,43.507062,69.109189,81,0.000000,0.000000,0.000000,0.000000,disagreement 69.11 >= 80.00,25.535224,13.274212,44.110780,0.666667,0.666667,6.000000,69.109189,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.369017,70.575201,82,0.000000,0.000000,0.000000,0.000000,disagreement 70.58 >= 80.00,25.046388,11.673190,42.639850,0.666667,0.500000,6.000000,70.575201,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,44.216794,69.722380,83,0.000000,0.000000,0.000000,0.000000,disagreement 69.72 >= 80.00,25.304360,12.554113,43.333985,0.666667,0.500000,6.000000,69.722380,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.221886,69.950429,84,0.000000,0.000000,0.000000,0.000000,disagreement 69.95 >= 80.00,27.275503,13.583450,46.267505,0.571429,0.571429,7.000000,69.950429,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,45.379865,70.369107,85,0.000000,0.000000,0.000000,0.000000,disagreement 70.37 >= 80.00,27.798058,15.399140,47.546200,0.714286,0.571429,7.000000,70.369107,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,49.829730,70.449809,86,0.000000,0.000000,0.000000,0.000000,disagreement 70.45 >= 80.00,26.786019,12.020381,43.782109,0.571429,0.571429,7.000000,70.449809,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,48.226847,70.508058,87,0.000000,0.000000,0.000000,0.000000,disagreement 70.51 >= 80.00,27.018762,14.420641,45.324125,0.714286,0.571429,7.000000,70.508058,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.514690,71.151669,88,0.000000,0.000000,0.000000,0.000000,disagreement 71.15 >= 80.00,27.366201,15.422048,46.126879,0.714286,0.571429,7.000000,71.151669,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,48.806730,71.013952,89,0.000000,0.000000,0.000000,0.000000,disagreement 71.01 >= 80.00,26.688369,13.460940,44.368887,0.571429,0.571429,7.000000,71.013952,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.782400,70.802151,90,0.000000,0.000000,0.000000,0.000000,disagreement 70.80 >= 80.00,26.806639,14.390112,44.825007,0.714286,0.571429,7.000000,70.802151,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.400966,70.204396,91,0.000000,0.000000,0.000000,0.000000,disagreement 70.20 >= 80.00,26.570827,13.768744,43.911624,0.571429,0.571429,7.000000,70.204396,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,43.840424,70.375950,92,0.000000,0.000000,0.000000,0.000000,disagreement 70.38 >= 80.00,27.387619,16.041970,45.991414,0.714286,0.571429,7.000000,70.375950,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,45.199292,70.007182,93,0.000000,0.000000,0.000000,0.000000,disagreement 70.01 >= 80.00,26.501834,14.442109,43.559058,0.714286,0.571429,7.000000,70.007182,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,46.704988,69.731769,94,0.000000,0.000000,0.000000,0.000000,disagreement 69.73 >= 80.00,26.148752,12.689750,41.315101,0.571429,0.571429,7.000000,69.731769,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,48.276499,69.665764,95,0.000000,0.000000,0.000000,0.000000,disagreement 69.67 >= 80.00,25.997858,13.330470,41.829980,0.571429,0.571429,7.000000,69.665764,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,44.473562,69.132984,96,0.000000,0.000000,0.000000,0.000000,disagreement 69.13 >= 80.00,26.467623,14.894897,43.545082,0.714286,0.571429,7.000000,69.132984,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,47.762576,69.509567,97,0.000000,0.000000,0.000000,0.000000,disagreement 69.51 >= 80.00,25.967329,13.951717,42.546528,0.571429,0.571429,7.000000,69.509567,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,44.402231,69.456963,98,0.000000,0.000000,0.000000,0.000000,disagreement 69.46 >= 80.00,26.521249,15.404990,44.071093,0.714286,0.571429,7.000000,69.456963,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.000000,0.000000,0.000000,0.000000,48.783479,68.779332,99,0.000000,0.000000,0.000000,0.000000,disagreement 68.78 >= 80.00,25.407370,10.995205,39.639044,0.571429,0.571429,7.000000,68.779332,nagoya_run2_seg983,disagreement_gate,oop-threshold,False
0.531250,0.970588,0.970588,17.572294,2.460025,10.602718,0,0.406250,0.059028,2.000000,1.000000,"signal(d=10.60, cb=2.46), blocked=0.0590, veto=True",18.223999,9.752566,30.029086,0.777778,0.666667,9.000000,0.082001,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.484375,0.967742,0.967742,19.771987,21.185612,41.920367,1,0.359375,0.053819,2.000000,2.000000,"signal(d=41.92, cb=21.19), blocked=0.0538, veto=True",18.786978,10.159917,28.718595,0.777778,0.666667,9.000000,0.493181,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.531250,0.970588,0.970588,17.130889,39.397316,99.373427,2,0.375000,0.053125,2.000000,1.000000,"signal(d=99.37, cb=39.40), blocked=0.0531, veto=True",16.890252,8.522012,28.708179,0.800000,0.700000,10.000000,1.169099,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.437500,1.000000,1.000000,17.186551,37.865558,96.108884,3,0.343750,0.048611,2.000000,1.000000,"signal(d=96.11, cb=37.87), blocked=0.0486, veto=True",17.597710,8.864220,29.691522,0.777778,0.666667,9.000000,1.130693,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.343750,0.909091,0.909091,18.037899,35.933557,92.147079,4,0.250000,0.042969,2.000000,1.000000,"signal(d=92.15, cb=35.93), blocked=0.0430, veto=True",17.391532,9.231612,27.110679,0.750000,0.625000,8.000000,1.084083,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.359375,1.000000,1.000000,18.469936,35.868690,89.627663,5,0.296875,0.039931,2.000000,1.000000,"signal(d=89.63, cb=35.87), blocked=0.0399, veto=True",18.757630,11.041589,31.935216,0.777778,0.666667,9.000000,1.054443,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.187500,1.000000,1.000000,14.839357,37.188505,89.456199,6,0.171875,0.020833,1.000000,1.000000,"signal(d=89.46, cb=37.19), blocked=0.0208, veto=False",17.731220,9.020163,30.008705,0.777778,0.666667,9.000000,1.052426,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.187500,1.000000,1.000000,10.266447,36.979176,90.126186,7,0.187500,0.018750,1.000000,1.000000,"signal(d=90.13, cb=36.98), blocked=0.0187, veto=False",19.270731,8.513586,37.849670,0.700000,0.700000,10.000000,1.060308,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.343750,1.000000,1.000000,13.732775,37.246124,88.748390,8,0.281250,0.034375,2.000000,1.000000,"signal(d=88.75, cb=37.25), blocked=0.0344, veto=True",19.828874,8.816941,36.448580,0.700000,0.700000,10.000000,1.044099,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.328125,1.000000,1.000000,16.695185,34.912730,86.209212,9,0.265625,0.032812,2.000000,1.000000,"signal(d=86.21, cb=34.91), blocked=0.0328, veto=True",20.278086,9.195076,35.543553,0.700000,0.700000,10.000000,1.014226,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.234375,1.000000,1.000000,13.743837,53.948283,89.288192,10,0.234375,0.029297,1.000000,1.000000,"signal(d=89.29, cb=53.95), blocked=0.0293, veto=False",18.553673,9.843542,34.192679,0.750000,0.750000,8.000000,1.050449,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.218750,1.000000,1.000000,12.892719,47.127582,92.303007,11,0.187500,0.024306,1.000000,1.000000,"signal(d=92.30, cb=47.13), blocked=0.0243, veto=False",17.638041,10.189183,31.986155,0.777778,0.777778,9.000000,1.085918,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.187500,1.000000,1.000000,12.157184,50.217815,93.142782,12,0.171875,0.020833,1.000000,1.000000,"signal(d=93.14, cb=50.22), blocked=0.0208, veto=False",17.306506,9.911310,30.758181,0.777778,0.777778,9.000000,1.095797,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.171875,1.000000,1.000000,13.063853,51.000792,94.571568,13,0.171875,0.019097,1.000000,1.000000,"signal(d=94.57, cb=51.00), blocked=0.0191, veto=False",17.999358,11.591583,32.221095,0.777778,0.777778,9.000000,1.112607,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.359375,1.000000,1.000000,10.749719,45.974948,94.303259,14,0.203125,0.035937,2.000000,2.000000,"signal(d=94.30, cb=45.97), blocked=0.0359, veto=True",16.375509,10.105087,30.144212,0.800000,0.800000,10.000000,1.109450,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,False
0.281250,1.000000,1.000000,9.431407,48.111760,94.840655,15,0.156250,0.028125,2.000000,2.000000,"signal(d=94.84, cb=48.11), blocked=0.0281, veto=False",15.455522,8.985419,28.968830,0.800000,0.800000,10.000000,1.115772,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.203125,1.000000,1.000000,8.719659,47.286195,95.688763,16,0.109375,0.020312,2.000000,1.000000,"signal(d=95.69, cb=47.29), blocked=0.0203, veto=False",15.461478,9.445759,29.736668,0.800000,0.800000,10.000000,1.125750,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.140625,1.000000,1.000000,9.013401,44.396342,95.374136,17,0.078125,0.014062,2.000000,0.000000,"signal(d=95.37, cb=44.40), blocked=0.0141, veto=False",16.347298,11.218049,31.518375,0.800000,0.800000,10.000000,1.122049,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.140625,1.000000,0.555556,7.704371,47.584564,96.405882,18,0.078125,0.014062,2.000000,0.000000,"signal(d=96.41, cb=47.58), blocked=0.0141, veto=False",15.712302,10.630671,31.513480,0.800000,0.700000,10.000000,1.134187,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.156250,1.000000,0.800000,8.697757,45.786389,95.815563,19,0.125000,0.015625,1.000000,1.000000,"signal(d=95.82, cb=45.79), blocked=0.0156, veto=False",15.237238,10.025241,30.997779,0.800000,0.700000,10.000000,1.127242,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.171875,1.000000,0.636364,6.719712,47.019277,94.764402,20,0.109375,0.017187,2.000000,1.000000,"signal(d=94.76, cb=47.02), blocked=0.0172, veto=False",14.874474,9.444800,30.289952,0.800000,0.700000,10.000000,1.114875,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.093750,0.833333,0.833333,7.619211,49.656172,95.433084,21,0.078125,0.009375,1.000000,0.000000,"signal(d=95.43, cb=49.66), blocked=0.0094, veto=False",14.902972,9.694023,31.023588,0.700000,0.700000,10.000000,1.122742,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.062500,1.000000,0.750000,8.847882,46.086057,95.879561,22,0.046875,0.006944,0.000000,0.000000,"signal(d=95.88, cb=46.09), blocked=0.0069, veto=False",14.320827,10.357545,28.425685,0.777778,0.666667,9.000000,1.127995,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.046875,0.666667,0.666667,5.684636,50.199735,96.025100,23,0.031250,0.005208,0.000000,0.000000,"signal(d=96.03, cb=50.20), blocked=0.0052, veto=False",13.321572,7.709305,26.552898,0.666667,0.666667,9.000000,1.129707,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
0.031250,1.000000,1.000000,11.045932,46.346347,95.446762,24,0.031250,0.003472,0.000000,0.000000,"signal(d=95.45, cb=46.35), blocked=0.0035, veto=False",14.368415,10.268402,29.407676,0.666667,0.666667,9.000000,1.122903,tokyo_run2_seg808,clock_veto_gate,pipeline-veto,True
