blocked_x,blocked_y,blocked_z,city,epoch,gps_tow,robust_x,robust_y,robust_z,run,segment_label,start_epoch,truth_x,truth_y,truth_z
-3961614.233801,3349316.237274,3698157.652207,tokyo,44,179623.600000,-3961680.578934,3349279.090145,3698206.181803,run3,tokyo_run3_seg774,774,-3961609.648000,3349351.423000,3698173.260000
-3961613.743491,3349316.281066,3698157.475730,tokyo,45,179623.799999,-3961681.380977,3349281.103955,3698207.250846,run3,tokyo_run3_seg774,774,-3961609.209000,3349353.178000,3698171.956000
-3961613.758720,3349316.736710,3698157.026677,tokyo,46,179624.000000,-3961681.915552,3349283.121557,3698207.179359,run3,tokyo_run3_seg774,774,-3961608.769000,3349354.917000,3698170.667000
-3961613.785141,3349317.383220,3698156.564322,tokyo,47,179624.200000,-3961682.696431,3349283.677383,3698206.366677,run3,tokyo_run3_seg774,774,-3961608.332000,3349356.636000,3698169.395000
-3961613.338126,3349318.026824,3698156.357789,tokyo,48,179624.399999,-3961683.593497,3349284.362430,3698205.789020,run3,tokyo_run3_seg774,774,-3961607.899000,3349358.332000,3698168.142000
-3961613.491828,3349318.491623,3698156.378818,tokyo,49,179624.600000,-3961684.867886,3349285.986555,3698205.511154,run3,tokyo_run3_seg774,774,-3961607.469000,3349360.005000,3698166.908000
-3961613.602262,3349318.936826,3698156.457551,tokyo,50,179624.799999,-3961686.593725,3349287.759841,3698205.671289,run3,tokyo_run3_seg774,774,-3961607.045000,3349361.654000,3698165.697000
-3961613.563964,3349319.454516,3698156.037571,tokyo,51,179625.000000,-3961688.102150,3349289.164497,3698205.562423,run3,tokyo_run3_seg774,774,-3961606.627000,3349363.279000,3698164.504000
-3961613.786509,3349319.693382,3698155.724927,tokyo,52,179625.200000,-3961690.556886,3349291.512709,3698205.875853,run3,tokyo_run3_seg774,774,-3961606.211000,3349364.881000,3698163.331000
-3961613.470324,3349319.937742,3698155.216343,tokyo,53,179625.399999,-3961691.722721,3349292.850395,3698205.384395,run3,tokyo_run3_seg774,774,-3961605.800000,3349366.454000,3698162.175000
-3961613.649908,3349320.740233,3698154.364750,tokyo,54,179625.600000,-3961694.170332,3349295.095589,3698205.543820,run3,tokyo_run3_seg774,774,-3961605.398000,3349368.005000,3698161.039000
-3961613.646796,3349321.631283,3698153.793806,tokyo,55,179625.799999,-3961695.555623,3349297.342880,3698205.472634,run3,tokyo_run3_seg774,774,-3961605.008000,3349369.527000,3698159.918000
-3961613.694314,3349322.080916,3698153.669515,tokyo,56,179626.000000,-3961697.059875,3349299.545102,3698205.752503,run3,tokyo_run3_seg774,774,-3961604.633000,3349371.030000,3698158.817000
-3961613.836643,3349322.484223,3698153.231266,tokyo,57,179626.200000,-3961697.493934,3349301.089997,3698205.111269,run3,tokyo_run3_seg774,774,-3961604.268000,3349372.508000,3698157.737000
-3961614.045474,3349322.839314,3698152.180663,tokyo,58,179626.399999,-3961697.868746,3349301.917347,3698204.940381,run3,tokyo_run3_seg774,774,-3961603.912000,3349373.960000,3698156.677000
-3961613.718837,3349323.493705,3698151.784317,tokyo,59,179626.600000,-3961698.733501,3349303.301618,3698204.264128,run3,tokyo_run3_seg774,774,-3961603.567000,3349375.383000,3698155.637000
-3961613.326452,3349323.840202,3698150.927817,tokyo,60,179626.799999,-3961699.033853,3349304.696833,3698203.859023,run3,tokyo_run3_seg774,774,-3961603.235000,3349376.779000,3698154.618000
-3961613.475422,3349324.325302,3698151.208572,tokyo,61,179627.000000,-3961698.409207,3349305.699322,3698203.407075,run3,tokyo_run3_seg774,774,-3961602.913000,3349378.149000,3698153.620000
-3961613.740741,3349324.916691,3698151.035569,tokyo,62,179627.200000,-3961697.785446,3349306.569822,3698202.687955,run3,tokyo_run3_seg774,774,-3961602.599000,3349379.489000,3698152.647000
-3961614.350180,3349324.990811,3698150.721973,tokyo,63,179627.399999,-3961697.107631,3349307.659130,3698202.062710,run3,tokyo_run3_seg774,774,-3961602.293000,3349380.800000,3698151.699000
-3961614.260246,3349325.119036,3698150.211637,tokyo,64,179627.600000,-3961697.000406,3349309.200321,3698201.065522,run3,tokyo_run3_seg774,774,-3961601.993000,3349382.082000,3698150.776000
-3961614.723036,3349325.359333,3698149.764187,tokyo,65,179627.799999,-3961696.230352,3349310.701226,3698200.590863,run3,tokyo_run3_seg774,774,-3961601.701000,3349383.334000,3698149.876000
-3961615.091699,3349325.555675,3698148.978129,tokyo,66,179628.000000,-3961696.299387,3349311.866711,3698199.719175,run3,tokyo_run3_seg774,774,-3961601.418000,3349384.551000,3698149.002000
-3961615.284957,3349325.912542,3698148.194601,tokyo,67,179628.200000,-3961696.129455,3349313.701912,3698199.303618,run3,tokyo_run3_seg774,774,-3961601.144000,3349385.735000,3698148.153000
-3961615.485653,3349326.272124,3698148.220086,tokyo,68,179628.399999,-3961696.144569,3349315.378214,3698198.952001,run3,tokyo_run3_seg774,774,-3961600.882000,3349386.888000,3698147.329000
-3961615.707273,3349326.611415,3698147.655691,tokyo,69,179628.600000,-3961695.027165,3349316.804698,3698198.571663,run3,tokyo_run3_seg774,774,-3961600.629000,3349388.010000,3698146.532000
-3961615.734128,3349326.934184,3698147.197208,tokyo,70,179628.799999,-3961694.661819,3349318.136062,3698198.900127,run3,tokyo_run3_seg774,774,-3961600.384000,3349389.101000,3698145.758000
-3961615.824454,3349327.342222,3698146.237199,tokyo,71,179629.000000,-3961694.561128,3349319.835872,3698198.601365,run3,tokyo_run3_seg774,774,-3961600.148000,3349390.158000,3698145.009000
-3961616.087742,3349327.978284,3698146.341775,tokyo,72,179629.200000,-3961695.080693,3349321.322887,3698199.443452,run3,tokyo_run3_seg774,774,-3961599.920000,3349391.184000,3698144.286000
-3961616.298411,3349328.513120,3698145.861049,tokyo,73,179629.399999,-3961695.370662,3349323.576710,3698199.563364,run3,tokyo_run3_seg774,774,-3961599.699000,3349392.175000,3698143.588000
-3961616.744933,3349329.175776,3698145.430678,tokyo,74,179629.600000,-3961695.234331,3349325.090838,3698199.073815,run3,tokyo_run3_seg774,774,-3961599.487000,3349393.131000,3698142.914000
-3961616.607031,3349329.285923,3698144.551019,tokyo,75,179629.799999,-3961695.539403,3349326.200160,3698198.682321,run3,tokyo_run3_seg774,774,-3961599.284000,3349394.050000,3698142.268000
-3961616.562876,3349330.177968,3698143.935180,tokyo,76,179630.000000,-3961695.624568,3349327.449461,3698198.683368,run3,tokyo_run3_seg774,774,-3961599.088000,3349394.935000,3698141.647000
-3961616.969750,3349331.103007,3698143.729864,tokyo,77,179630.200000,-3961695.841062,3349329.123907,3698198.341021,run3,tokyo_run3_seg774,774,-3961598.901000,3349395.786000,3698141.051000
-3961617.425961,3349331.305284,3698143.253238,tokyo,78,179630.399999,-3961695.553267,3349330.333643,3698198.136854,run3,tokyo_run3_seg774,774,-3961598.717000,3349396.616000,3698140.472000
-3961617.674046,3349331.594899,3698143.134267,tokyo,79,179630.600000,-3961694.187259,3349331.711277,3698197.105801,run3,tokyo_run3_seg774,774,-3961598.537000,3349397.434000,3698139.903000
-3961617.827718,3349331.939507,3698143.217405,tokyo,80,179630.799999,-3961693.121809,3349332.708021,3698196.498001,run3,tokyo_run3_seg774,774,-3961598.362000,3349398.238000,3698139.344000
-3961617.763283,3349331.636607,3698142.733368,tokyo,81,179631.000000,-3961692.249183,3349333.557959,3698195.840819,run3,tokyo_run3_seg774,774,-3961598.189000,3349399.023000,3698138.801000
-3961618.197659,3349332.040374,3698142.723032,tokyo,82,179631.200000,-3961692.649429,3349334.023220,3698195.790244,run3,tokyo_run3_seg774,774,-3961598.023000,3349399.784000,3698138.272000
-3961618.466613,3349332.353191,3698142.178885,tokyo,83,179631.399999,-3961692.680877,3349335.000302,3698195.785783,run3,tokyo_run3_seg774,774,-3961597.864000,3349400.515000,3698137.767000
-3961618.686995,3349332.407958,3698141.985880,tokyo,84,179631.600000,-3961693.080917,3349335.854532,3698195.969948,run3,tokyo_run3_seg774,774,-3961597.713000,3349401.205000,3698137.288000
-3961619.183615,3349332.288251,3698141.420539,tokyo,85,179631.799999,-3961692.916812,3349336.600085,3698195.762914,run3,tokyo_run3_seg774,774,-3961597.572000,3349401.852000,3698136.840000
-3961618.895726,3349332.205564,3698140.889894,tokyo,86,179632.000000,-3961692.585166,3349337.162724,3698195.379961,run3,tokyo_run3_seg774,774,-3961597.442000,3349402.456000,3698136.423000
-3961619.299998,3349332.100228,3698140.341816,tokyo,87,179632.200000,-3961691.873768,3349337.712987,3698194.852399,run3,tokyo_run3_seg774,774,-3961597.321000,3349403.017000,3698136.038000
-3961619.541334,3349331.993425,3698140.385200,tokyo,88,179632.399999,-3961691.390935,3349338.232417,3698194.606068,run3,tokyo_run3_seg774,774,-3961597.210000,3349403.536000,3698135.682000
-3961619.517918,3349332.338029,3698140.081062,tokyo,89,179632.600000,-3961690.722618,3349339.699274,3698194.298185,run3,tokyo_run3_seg774,774,-3961597.109000,3349404.008000,3698135.359000
-3961619.201620,3349332.893066,3698139.710865,tokyo,90,179632.799999,-3961689.907212,3349340.266921,3698193.263914,run3,tokyo_run3_seg774,774,-3961597.018000,3349404.435000,3698135.064000
-3961619.131815,3349333.433629,3698139.603483,tokyo,91,179633.000000,-3961689.112454,3349341.476936,3698192.930416,run3,tokyo_run3_seg774,774,-3961596.936000,3349404.820000,3698134.802000
-3961619.254886,3349333.836084,3698139.477543,tokyo,92,179633.200000,-3961688.576475,3349341.859345,3698192.859207,run3,tokyo_run3_seg774,774,-3961596.865000,3349405.161000,3698134.569000
-3961619.455988,3349333.816120,3698139.332756,tokyo,93,179633.399999,-3961687.575784,3349342.540767,3698192.176743,run3,tokyo_run3_seg774,774,-3961596.799000,3349405.470000,3698134.359000
-3961619.190353,3349334.092712,3698139.030715,tokyo,94,179633.600000,-3961685.856058,3349343.384227,3698191.421579,run3,tokyo_run3_seg774,774,-3961596.741000,3349405.744000,3698134.173000
-3961619.297664,3349334.476264,3698139.386683,tokyo,95,179633.799999,-3961685.271248,3349344.083953,3698191.254737,run3,tokyo_run3_seg774,774,-3961596.690000,3349405.985000,3698134.010000
-3961619.961121,3349334.600687,3698139.149204,tokyo,96,179634.000000,-3961684.731432,3349344.941674,3698190.388139,run3,tokyo_run3_seg774,774,-3961596.648000,3349406.195000,3698133.868000
-3961620.662128,3349334.501483,3698138.734806,tokyo,97,179634.200000,-3961684.042994,3349345.551140,3698189.664538,run3,tokyo_run3_seg774,774,-3961596.612000,3349406.373000,3698133.749000
-3961621.056416,3349334.699782,3698139.051748,tokyo,98,179634.399999,-3961683.869954,3349346.167969,3698189.033811,run3,tokyo_run3_seg774,774,-3961596.580000,3349406.523000,3698133.649000
-3961621.727144,3349334.690770,3698138.131938,tokyo,99,179634.600000,-3961681.730007,3349346.410200,3698187.199761,run3,tokyo_run3_seg774,774,-3961596.556000,3349406.646000,3698133.566000
-3810188.367958,3567787.915776,3653063.918201,nagoya,0,555916.600000,-3810200.699601,3567797.982779,3653071.421695,run2,nagoya_run2_seg983,983,-3810136.390000,3567844.145000,3653021.869000
-3810151.525289,3567763.316914,3653043.750755,nagoya,1,555916.800000,-3810195.144059,3567801.049076,3653071.529665,run2,nagoya_run2_seg983,983,-3810135.899000,3567843.647000,3653022.862000
-3810147.195876,3567755.803620,3653043.025533,nagoya,2,555917.000000,-3810193.167545,3567799.934251,3653070.872783,run2,nagoya_run2_seg983,983,-3810135.408000,3567843.151000,3653023.853000
-3810147.878537,3567750.191549,3653045.899428,nagoya,3,555917.199999,-3810190.736126,3567799.218789,3653069.060068,run2,nagoya_run2_seg983,983,-3810134.921000,3567842.664000,3653024.832000
-3810148.547696,3567747.067975,3653047.120412,nagoya,4,555917.399999,-3810187.797184,3567796.322100,3653068.004419,run2,nagoya_run2_seg983,983,-3810134.435000,3567842.181000,3653025.797000
-3810150.333430,3567745.715148,3653045.857854,nagoya,5,555917.600000,-3810185.734605,3567793.951804,3653066.884508,run2,nagoya_run2_seg983,983,-3810133.950000,3567841.709000,3653026.752000
-3810152.661214,3567744.078825,3653043.432930,nagoya,6,555917.800000,-3810184.044441,3567792.972751,3653065.503730,run2,nagoya_run2_seg983,983,-3810133.470000,3567841.239000,3653027.701000
-3810152.494142,3567743.171579,3653042.905892,nagoya,7,555918.000000,-3810183.202469,3567791.306806,3653066.819753,run2,nagoya_run2_seg983,983,-3810132.994000,3567840.774000,3653028.644000
-3810153.503790,3567741.891756,3653042.330251,nagoya,8,555918.199999,-3810181.230563,3567788.733563,3653066.652963,run2,nagoya_run2_seg983,983,-3810132.526000,3567840.317000,3653029.573000
-3810154.258120,3567740.696481,3653040.880849,nagoya,9,555918.399999,-3810180.812776,3567788.807687,3653066.709231,run2,nagoya_run2_seg983,983,-3810132.064000,3567839.866000,3653030.484000
-3810154.653534,3567740.251827,3653040.335318,nagoya,10,555918.600000,-3810178.615461,3567786.840712,3653066.986446,run2,nagoya_run2_seg983,983,-3810131.612000,3567839.420000,3653031.381000
-3810154.995393,3567738.870383,3653040.238552,nagoya,11,555918.800000,-3810176.030892,3567785.915179,3653066.850562,run2,nagoya_run2_seg983,983,-3810131.166000,3567838.982000,3653032.263000
-3810155.247181,3567738.441206,3653039.824785,nagoya,12,555919.000000,-3810175.050822,3567785.631980,3653067.530538,run2,nagoya_run2_seg983,983,-3810130.732000,3567838.551000,3653033.126000
-3810154.803422,3567738.018273,3653041.438211,nagoya,13,555919.199999,-3810174.076134,3567784.874826,3653067.583275,run2,nagoya_run2_seg983,983,-3810130.308000,3567838.129000,3653033.973000
-3810154.932565,3567737.282946,3653041.724456,nagoya,14,555919.399999,-3810172.820622,3567783.854470,3653068.439077,run2,nagoya_run2_seg983,983,-3810129.890000,3567837.714000,3653034.801000
-3810154.988527,3567736.906217,3653042.148443,nagoya,15,555919.600000,-3810170.397518,3567781.767231,3653067.933268,run2,nagoya_run2_seg983,983,-3810129.483000,3567837.309000,3653035.613000
-3810154.241095,3567737.185842,3653042.019168,nagoya,16,555919.800000,-3810169.775215,3567780.565630,3653070.071659,run2,nagoya_run2_seg983,983,-3810129.094000,3567836.922000,3653036.393000
-3810153.639606,3567737.774007,3653042.288150,nagoya,17,555920.000000,-3810168.277791,3567779.797137,3653069.503729,run2,nagoya_run2_seg983,983,-3810128.722000,3567836.549000,3653037.137000
-3810153.494436,3567737.827179,3653042.310064,nagoya,18,555920.199999,-3810167.928523,3567779.048403,3653069.297383,run2,nagoya_run2_seg983,983,-3810128.366000,3567836.193000,3653037.845000
-3810152.604542,3567737.790446,3653042.906212,nagoya,19,555920.399999,-3810167.300736,3567779.383742,3653070.658942,run2,nagoya_run2_seg983,983,-3810128.026000,3567835.849000,3653038.527000
-3810151.490255,3567738.150323,3653043.904371,nagoya,20,555920.600000,-3810167.198961,3567780.991855,3653071.860543,run2,nagoya_run2_seg983,983,-3810127.705000,3567835.523000,3653039.176000
-3810151.282828,3567738.146466,3653044.183911,nagoya,21,555920.800000,-3810167.058264,3567782.620815,3653073.203281,run2,nagoya_run2_seg983,983,-3810127.397000,3567835.212000,3653039.793000
-3810151.109406,3567738.348097,3653044.131946,nagoya,22,555921.000000,-3810167.987123,3567783.575751,3653075.284359,run2,nagoya_run2_seg983,983,-3810127.107000,3567834.916000,3653040.376000
-3810151.316583,3567738.357727,3653044.160444,nagoya,23,555921.199999,-3810167.891556,3567785.239693,3653077.094332,run2,nagoya_run2_seg983,983,-3810126.834000,3567834.634000,3653040.928000
-3810151.777698,3567738.078529,3653043.607084,nagoya,24,555921.399999,-3810165.497681,3567784.569333,3653077.480022,run2,nagoya_run2_seg983,983,-3810126.576000,3567834.370000,3653041.447000
-3810151.218852,3567738.388227,3653043.957737,nagoya,25,555921.600000,-3810163.532814,3567783.163544,3653077.268738,run2,nagoya_run2_seg983,983,-3810126.334000,3567834.123000,3653041.935000
-3810151.144258,3567738.286622,3653043.951178,nagoya,26,555921.800000,-3810163.747839,3567783.256455,3653077.590455,run2,nagoya_run2_seg983,983,-3810126.105000,3567833.890000,3653042.394000
-3810150.800707,3567738.581345,3653043.482176,nagoya,27,555922.000000,-3810163.130614,3567783.485380,3653077.162074,run2,nagoya_run2_seg983,983,-3810125.891000,3567833.676000,3653042.822000
-3810150.787262,3567738.857601,3653043.719111,nagoya,28,555922.199999,-3810162.222270,3567783.497102,3653077.977091,run2,nagoya_run2_seg983,983,-3810125.693000,3567833.475000,3653043.220000
-3810150.507048,3567738.827081,3653044.032674,nagoya,29,555922.399999,-3810161.490004,3567782.940615,3653077.900865,run2,nagoya_run2_seg983,983,-3810125.512000,3567833.287000,3653043.587000
-3810150.480014,3567739.043613,3653043.993177,nagoya,30,555922.600000,-3810160.470518,3567782.445440,3653077.260591,run2,nagoya_run2_seg983,983,-3810125.346000,3567833.126000,3653043.918000
-3810150.316417,3567739.171151,3653043.766625,nagoya,31,555922.800000,-3810159.938459,3567782.386700,3653077.948571,run2,nagoya_run2_seg983,983,-3810125.197000,3567832.980000,3653044.214000
-3810149.861332,3567739.560828,3653043.844370,nagoya,32,555923.000000,-3810159.853586,3567782.851263,3653078.198546,run2,nagoya_run2_seg983,983,-3810125.063000,3567832.842000,3653044.478000
-3810150.017135,3567739.255594,3653044.123481,nagoya,33,555923.199999,-3810160.206318,3567782.687052,3653079.193673,run2,nagoya_run2_seg983,983,-3810124.943000,3567832.719000,3653044.719000
-3810149.540656,3567739.132087,3653044.496669,nagoya,34,555923.399999,-3810160.590696,3567782.836201,3653080.337451,run2,nagoya_run2_seg983,983,-3810124.834000,3567832.611000,3653044.937000
-3810149.001646,3567739.375846,3653045.069098,nagoya,35,555923.600000,-3810160.787293,3567782.987679,3653081.342621,run2,nagoya_run2_seg983,983,-3810124.738000,3567832.511000,3653045.131000
-3810148.895942,3567739.665663,3653045.427824,nagoya,36,555923.800000,-3810160.801977,3567783.306300,3653081.297672,run2,nagoya_run2_seg983,983,-3810124.654000,3567832.424000,3653045.301000
-3810147.995093,3567739.720928,3653045.988376,nagoya,37,555924.000000,-3810160.174578,3567782.976015,3653081.348912,run2,nagoya_run2_seg983,983,-3810124.579000,3567832.351000,3653045.451000
-3810147.798046,3567739.626648,3653046.375984,nagoya,38,555924.199999,-3810159.936884,3567782.454613,3653081.315432,run2,nagoya_run2_seg983,983,-3810124.516000,3567832.288000,3653045.577000
-3810146.687064,3567740.050529,3653048.029108,nagoya,39,555924.399999,-3810159.113648,3567781.925843,3653081.513223,run2,nagoya_run2_seg983,983,-3810124.465000,3567832.237000,3653045.681000
-3810145.525102,3567740.378563,3653049.568347,nagoya,40,555924.600000,-3810158.961766,3567781.565343,3653081.807439,run2,nagoya_run2_seg983,983,-3810124.425000,3567832.195000,3653045.762000
-3810143.507214,3567740.773026,3653052.068455,nagoya,41,555924.800000,-3810158.489243,3567781.700226,3653082.360421,run2,nagoya_run2_seg983,983,-3810124.395000,3567832.165000,3653045.821000
-3810141.909678,3567740.969009,3653054.314910,nagoya,42,555925.000000,-3810158.138459,3567782.034986,3653083.039395,run2,nagoya_run2_seg983,983,-3810124.377000,3567832.148000,3653045.858000
-3810139.120140,3567741.551142,3653057.300617,nagoya,43,555925.199999,-3810157.159757,3567782.547405,3653083.347171,run2,nagoya_run2_seg983,983,-3810124.373000,3567832.144000,3653045.869000
-3810135.364583,3567742.007054,3653061.323740,nagoya,44,555925.399999,-3810155.645111,3567782.326127,3653082.788608,run2,nagoya_run2_seg983,983,-3810124.374000,3567832.144000,3653045.868000
-3810131.703477,3567743.077858,3653065.475229,nagoya,45,555925.600000,-3810156.108673,3567781.969789,3653083.496460,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810126.944464,3567743.943427,3653070.539398,nagoya,46,555925.800000,-3810155.004579,3567782.208441,3653084.475557,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810123.453910,3567744.735675,3653075.126702,nagoya,47,555926.000000,-3810154.808507,3567781.821264,3653084.769526,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810118.980401,3567745.574433,3653079.847866,nagoya,48,555926.199999,-3810154.465286,3567781.920481,3653084.507415,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810116.124406,3567746.313848,3653082.831904,nagoya,49,555926.399999,-3810154.050758,3567782.363988,3653084.066911,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810112.568772,3567747.014182,3653086.825539,nagoya,50,555926.600000,-3810153.524873,3567782.039964,3653083.598744,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810110.458702,3567747.303768,3653088.599245,nagoya,51,555926.800000,-3810152.835179,3567781.834974,3653083.165787,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810108.390164,3567748.479394,3653090.544038,nagoya,52,555927.000000,-3810152.670101,3567781.257515,3653083.195604,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810107.953444,3567748.552797,3653091.156299,nagoya,53,555927.199999,-3810153.560712,3567781.611207,3653083.374827,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810106.965389,3567749.272827,3653092.725772,nagoya,54,555927.399999,-3810153.676786,3567781.690388,3653083.512207,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810105.596809,3567749.749538,3653093.769206,nagoya,55,555927.600000,-3810153.954876,3567781.637353,3653084.531967,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810104.679690,3567750.655075,3653094.586640,nagoya,56,555927.800000,-3810153.168169,3567781.860686,3653085.238023,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810105.344577,3567750.615226,3653094.305132,nagoya,57,555928.000000,-3810154.756144,3567782.767741,3653085.085552,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810106.926955,3567750.202487,3653093.668499,nagoya,58,555928.199999,-3810156.880031,3567782.773229,3653084.943882,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810108.297382,3567749.915712,3653092.738983,nagoya,59,555928.399999,-3810158.923435,3567782.826138,3653084.616108,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810110.872039,3567749.485066,3653091.109927,nagoya,60,555928.600000,-3810160.717515,3567782.657512,3653084.892056,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810113.030079,3567749.345911,3653088.972749,nagoya,61,555928.800000,-3810162.137506,3567782.900575,3653084.795505,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810116.024190,3567748.501771,3653085.597858,nagoya,62,555929.000000,-3810163.991557,3567782.889398,3653084.733506,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810120.763989,3567747.297344,3653079.842652,nagoya,63,555929.199999,-3810165.235740,3567782.829878,3653085.119528,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810123.588201,3567746.844717,3653076.733837,nagoya,64,555929.399999,-3810167.251845,3567782.337651,3653084.908971,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810129.320812,3567745.547178,3653070.555929,nagoya,65,555929.600000,-3810168.521309,3567783.079548,3653085.072519,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810133.205228,3567744.406333,3653066.559831,nagoya,66,555929.800000,-3810169.718464,3567782.903833,3653085.312898,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810137.790522,3567742.916804,3653060.383946,nagoya,67,555930.000000,-3810171.255596,3567783.082805,3653084.659001,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810142.944564,3567741.484787,3653053.870971,nagoya,68,555930.199999,-3810171.746882,3567782.913908,3653084.235949,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810145.210142,3567740.862610,3653051.453573,nagoya,69,555930.399999,-3810172.868849,3567783.134584,3653083.980677,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810147.717270,3567739.797645,3653048.404721,nagoya,70,555930.600000,-3810173.241503,3567783.613319,3653084.441866,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810149.665894,3567739.029691,3653046.266949,nagoya,71,555930.800000,-3810174.298217,3567784.268080,3653084.510653,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810150.405702,3567738.913216,3653045.672833,nagoya,72,555931.000000,-3810174.935017,3567784.565842,3653084.508115,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810150.613101,3567738.893928,3653045.075571,nagoya,73,555931.199999,-3810175.555660,3567784.830332,3653084.686383,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810150.995234,3567738.870538,3653044.438152,nagoya,74,555931.399999,-3810176.600625,3567784.430362,3653084.699796,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810151.661048,3567738.456300,3653043.655105,nagoya,75,555931.600000,-3810177.141171,3567783.973618,3653084.950066,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810152.360535,3567738.560051,3653043.263467,nagoya,76,555931.800000,-3810177.496090,3567784.070922,3653085.110130,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810152.735173,3567738.547216,3653043.397017,nagoya,77,555932.000000,-3810178.707056,3567784.814729,3653085.782531,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810152.650320,3567738.608888,3653043.384962,nagoya,78,555932.200000,-3810178.731794,3567784.865296,3653085.855748,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810152.741780,3567738.658110,3653043.508986,nagoya,79,555932.399999,-3810179.631327,3567785.041257,3653085.620741,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810153.054245,3567738.417471,3653043.459457,nagoya,80,555932.600000,-3810180.349524,3567785.688585,3653086.155716,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810153.558891,3567737.884172,3653043.429359,nagoya,81,555932.799999,-3810180.767915,3567785.095641,3653085.936138,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810153.376403,3567737.935583,3653043.357743,nagoya,82,555933.000000,-3810181.341024,3567786.026611,3653086.786902,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810153.726354,3567738.077763,3653043.388463,nagoya,83,555933.200000,-3810181.123013,3567785.744171,3653086.266744,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810153.930449,3567737.844010,3653043.538092,nagoya,84,555933.399999,-3810181.985906,3567785.899850,3653085.924294,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810154.417396,3567737.668079,3653043.706828,nagoya,85,555933.600000,-3810182.998058,3567786.072228,3653086.038794,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810154.577360,3567737.446475,3653043.813774,nagoya,86,555933.799999,-3810183.510997,3567786.059032,3653085.799957,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810155.072222,3567737.086415,3653043.709093,nagoya,87,555934.000000,-3810184.239531,3567786.255050,3653084.977721,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810155.118578,3567736.809723,3653043.516056,nagoya,88,555934.200000,-3810184.768473,3567786.192478,3653085.286705,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
