city,run,config,systems,weight_scale,epoch_index,gps_tow,n_sat,error_2d,error_3d,est_x,est_y,est_z
nagoya,run3,"G,E,J","G,E,J",-,1213,554042.600000,12,42.376647,48.378827,-3811886.833248,3566146.542328,3652913.550116
nagoya,run3,"G,E,J","G,E,J",-,1214,554042.799999,12,41.947131,48.385018,-3811887.030561,3566147.317497,3652913.940997
nagoya,run3,"G,E,J","G,E,J",-,1215,554043.000000,12,42.028000,48.456979,-3811887.242955,3566147.288789,3652913.755088
nagoya,run3,"G,E,J","G,E,J",-,1216,554043.200000,11,34.833812,53.759719,-3811892.787490,3566162.420422,3652922.554264
nagoya,run3,"G,E,J","G,E,J",-,1217,554043.399999,12,43.099404,49.632530,-3811888.617692,3566146.810663,3652913.652569
nagoya,run3,"G,E,J","G,E,J",-,1218,554043.600000,12,43.076387,49.457039,-3811888.402075,3566146.649715,3652913.485255
nagoya,run3,"G,E,J","G,E,J",-,1219,554043.799999,12,42.697508,49.379421,-3811888.493384,3566147.237981,3652913.698032
nagoya,run3,"G,E,J","G,E,J",-,1220,554044.000000,11,34.036809,53.464633,-3811892.536941,3566163.229258,3652922.520848
nagoya,run3,"G,E,J","G,E,J",-,1221,554044.200000,12,43.454056,60.044079,-3811898.022439,3566155.734734,3652924.461188
nagoya,run3,"G,E,J","G,E,J",-,1222,554044.400000,13,49.297585,56.797932,-3811894.119728,3566143.793678,3652917.118064
nagoya,run3,"G,E,J","G,E,J",-,1223,554044.599999,12,42.989952,59.905468,-3811897.977727,3566156.277008,3652924.472205
nagoya,run3,"G,E,J","G,E,J",-,1224,554044.799999,13,48.961717,56.595824,-3811894.076527,3566144.173609,3652917.103791
nagoya,run3,"G,E,J","G,E,J",-,1225,554045.000000,13,49.035944,56.645683,-3811894.047022,3566144.084179,3652917.171283
nagoya,run3,"G,E,J","G,E,J",-,1226,554045.200000,13,48.958844,56.580393,-3811893.939303,3566144.130460,3652917.242074
nagoya,run3,"G,E,J","G,E,J",-,1227,554045.400000,13,48.950898,56.493900,-3811893.800467,3566144.039302,3652917.199016
nagoya,run3,"G,E,J","G,E,J",-,1228,554045.599999,13,48.653266,56.307364,-3811893.663785,3566144.344127,3652917.290037
nagoya,run3,"G,E,J","G,E,J",-,1229,554045.799999,14,53.510370,67.526682,-3811909.556616,3566149.845020,3652917.785350
nagoya,run3,"G,E,J","G,E,J",-,1230,554046.000000,14,53.210145,66.951351,-3811908.953379,3566149.717585,3652917.572304
nagoya,run3,"G,E,J","G,E,J",-,1231,554046.200000,14,53.022643,66.769487,-3811908.770221,3566149.812643,3652917.575901
nagoya,run3,"G,E,J","G,E,J",-,1232,554046.400000,14,53.035035,66.690031,-3811908.640373,3566149.691786,3652917.572253
nagoya,run3,"G,E,J","G,E,J",-,1233,554046.599999,13,47.382083,61.629601,-3811905.445408,3566154.091016,3652914.841221
nagoya,run3,"G,E,J","G,E,J",-,1234,554046.799999,13,47.237680,61.715066,-3811905.539287,3566154.374741,3652914.999922
nagoya,run3,"G,E,J","G,E,J",-,1235,554047.000000,14,52.405815,66.244899,-3811908.223800,3566150.184052,3652917.680503
nagoya,run3,"G,E,J","G,E,J",-,1236,554047.200000,14,52.239865,66.133545,-3811908.066571,3566150.288822,3652917.798096
nagoya,run3,"G,E,J","G,E,J",-,1237,554047.400000,14,51.993676,65.813572,-3811907.653422,3566150.287695,3652917.872063
nagoya,run3,"G,E,J","G,E,J",-,1238,554047.599999,14,51.843751,65.683137,-3811907.522750,3566150.378699,3652917.885171
nagoya,run3,"G,E,J","G,E,J",-,1239,554047.799999,14,51.769533,65.973189,-3811907.813038,3566150.751312,3652918.203646
nagoya,run3,"G,E,J","G,E,J",-,1240,554048.000000,14,51.011924,65.622498,-3811907.591414,3566151.565230,3652918.314284
nagoya,run3,"G,E,J","G,E,J",-,1241,554048.199999,14,50.544788,65.703002,-3811907.717305,3566152.317000,3652918.664616
nagoya,run3,"G,E,J","G,E,J",-,1242,554048.400000,14,50.841631,65.697342,-3811907.620061,3566151.846492,3652918.581055
nagoya,run3,"G,E,J","G,E,J",-,1243,554048.599999,14,51.194068,65.604952,-3811907.512191,3566151.259326,3652918.251755
nagoya,run3,"G,E,J","G,E,J",-,1244,554048.800000,13,45.790449,60.869591,-3811904.514470,3566155.479916,3652915.664599
nagoya,run3,"G,E,J","G,E,J",-,1245,554049.000000,13,46.190961,60.615185,-3811904.189004,3566154.650894,3652915.323567
nagoya,run3,"G,E,J","G,E,J",-,1246,554049.199999,13,46.553237,60.525414,-3811904.135928,3566154.090745,3652914.930881
nagoya,run3,"G,E,J","G,E,J",-,1247,554049.400000,13,46.610006,60.475913,-3811904.050185,3566153.943494,3652914.908930
nagoya,run3,"G,E,J","G,E,J",-,1248,554049.599999,13,46.582679,60.631625,-3811904.191156,3566154.114650,3652915.077348
nagoya,run3,"G,E,J","G,E,J",-,1249,554049.800000,13,46.182396,60.656529,-3811904.244327,3566154.709313,3652915.337852
nagoya,run3,"G,E,J","G,E,J",-,1250,554050.000000,13,45.985181,60.506251,-3811904.041089,3566154.811337,3652915.448891
nagoya,run3,"G,E,J","G,E,J",-,1251,554050.199999,13,45.905019,60.478397,-3811903.921655,3566154.839673,3652915.633375
nagoya,run3,"G,E,J","G,E,J",-,1252,554050.400000,13,46.044871,60.526143,-3811903.966653,3566154.688166,3652915.577329
nagoya,run3,"G,E,J","G,E,J",-,1253,554050.599999,12,38.483453,65.183566,-3811906.928015,3566167.819985,3652922.912238
nagoya,run3,"G,E,J","G,E,J",-,1254,554050.800000,12,38.655824,65.257421,-3811907.036634,3566167.679996,3652922.874938
nagoya,run3,"G,E,J","G,E,J",-,1255,554051.000000,12,38.883441,64.871078,-3811906.653271,3566167.060184,3652922.744805
nagoya,run3,"G,E,J","G,E,J",-,1256,554051.199999,12,39.076920,64.940861,-3811906.713091,3566166.862774,3652922.773443
nagoya,run3,"G,E,J","G,E,J",-,1257,554051.400000,12,39.091257,65.054176,-3811906.831199,3566166.942708,3652922.801014
nagoya,run3,"G,E,J","G,E,J",-,1258,554051.599999,12,39.108502,64.934843,-3811906.680170,3566166.801357,3652922.812696
nagoya,run3,"G,E,J","G,E,J",-,1259,554051.800000,12,39.188698,65.065258,-3811906.831215,3566166.819419,3652922.817222
nagoya,run3,"G,E,J","G,E,J",-,1260,554052.000000,12,39.183473,65.172123,-3811906.930254,3566166.911979,3652922.863966
nagoya,run3,"G,E,J","G,E,J",-,1261,554052.199999,12,39.410982,65.253102,-3811907.006969,3566166.683079,3652922.884321
nagoya,run3,"G,E,J","G,E,J",-,1262,554052.400000,12,39.546032,65.241935,-3811906.973943,3566166.486019,3652922.907096
nagoya,run3,"G,E,J","G,E,J",-,1263,554052.599999,12,39.573741,65.211689,-3811906.953478,3566166.430122,3652922.879763
nagoya,run3,"G,E,J","G,E,J",-,1264,554052.800000,12,39.418407,65.270972,-3811907.045478,3566166.700472,3652922.856700
nagoya,run3,"G,E,J","G,E,J",-,1265,554053.000000,12,39.519050,65.138066,-3811906.963187,3566166.486691,3652922.726511
nagoya,run3,"G,E,J","G,E,J",-,1266,554053.199999,12,39.306014,65.219357,-3811907.079038,3566166.852297,3652922.709936
nagoya,run3,"G,E,J","G,E,J",-,1267,554053.400000,12,38.954467,65.224214,-3811907.103141,3566167.324128,3652922.695697
nagoya,run3,"G,E,J","G,E,J",-,1268,554053.599999,12,38.637649,65.373552,-3811907.252354,3566167.862101,3652922.748029
nagoya,run3,"G,E,J","G,E,J",-,1269,554053.800000,12,38.569961,65.239012,-3811907.120299,3566167.836984,3652922.705777
nagoya,run3,"G,E,J","G,E,J",-,1270,554054.000000,12,38.385200,65.337298,-3811907.189653,3566168.142537,3652922.782854
nagoya,run3,"G,E,J","G,E,J",-,1271,554054.199999,12,38.335460,65.213259,-3811907.064573,3566168.100920,3652922.749404
nagoya,run3,"G,E,J","G,E,J",-,1272,554054.400000,12,38.144179,65.083047,-3811906.844848,3566168.184709,3652922.856401
nagoya,run3,"G,E,J","G,E,J",-,1273,554054.599999,12,37.955857,64.834582,-3811906.547575,3566168.189046,3652922.864361
nagoya,run3,"G,E,J","G,E,J",-,1274,554054.800000,12,37.734798,64.456484,-3811906.112265,3566168.121975,3652922.848007
nagoya,run3,"G,E,J","G,E,J",-,1275,554055.000000,12,37.634670,64.235409,-3811905.867481,3566168.050300,3652922.821177
nagoya,run3,"G,E,J","G,E,J",-,1276,554055.199999,12,37.424094,64.597303,-3811906.257276,3566168.638079,3652922.880185
nagoya,run3,"G,E,J","G,E,J",-,1277,554055.400000,11,24.599243,76.888627,-3811913.489618,3566193.266124,3652926.570038
nagoya,run3,"G,E,J","G,E,J",-,1278,554055.599999,11,24.990205,75.857289,-3811912.937447,3566192.149221,3652926.099787
nagoya,run3,"G,E,J","G,E,J",-,1279,554055.800000,11,25.148344,77.073978,-3811913.868027,3566192.936980,3652926.511636
nagoya,run3,"G,E,J","G,E,J",-,1280,554056.000000,11,24.696958,77.160675,-3811913.665290,3566193.418985,3652926.680442
nagoya,run3,"G,E,J","G,E,J",-,1281,554056.199999,12,36.184606,66.853822,-3811908.393208,3566172.050930,3652923.545971
nagoya,run3,"G,E,J","G,E,J",-,1282,554056.399999,13,39.375873,64.699270,-3811907.215461,3566166.650297,3652921.539207
nagoya,run3,"G,E,J","G,E,J",-,1283,554056.600000,12,33.695428,51.064050,-3811890.651975,3566161.561577,3652921.131357
nagoya,run3,"G,E,J","G,E,J",-,1284,554056.800000,13,39.680589,65.624833,-3811908.273841,3566167.131200,3652921.601024
nagoya,run3,"G,E,J","G,E,J",-,1285,554057.000000,13,39.698189,65.456646,-3811908.102573,3566166.941519,3652921.575697
nagoya,run3,"G,E,J","G,E,J",-,1286,554057.199999,13,39.339984,64.993499,-3811907.609649,3566166.966658,3652921.529429
nagoya,run3,"G,E,J","G,E,J",-,1287,554057.399999,13,39.079202,65.845189,-3811908.490728,3566168.117502,3652921.686899
nagoya,run3,"G,E,J","G,E,J",-,1288,554057.600000,13,39.273766,65.893778,-3811908.473127,3566167.846077,3652921.827279
nagoya,run3,"G,E,J","G,E,J",-,1289,554057.800000,11,26.706384,36.457913,-3811881.178026,3566159.910859,3652909.038983
nagoya,run3,"G,E,J","G,E,J",-,1290,554058.000000,12,32.238657,49.298030,-3811888.724690,3566161.182152,3652921.651994
nagoya,run3,"G,E,J","G,E,J",-,1291,554058.199999,12,32.341270,49.281750,-3811888.463188,3566160.826010,3652922.077996
nagoya,run3,"G,E,J","G,E,J",-,1292,554058.399999,12,32.194381,48.763115,-3811887.909112,3566160.442098,3652922.054771
nagoya,run3,"G,E,J","G,E,J",-,1293,554058.600000,12,32.387841,48.254999,-3811887.233184,3566159.580285,3652922.109308
nagoya,run3,"G,E,J","G,E,J",-,1294,554058.800000,12,32.670557,48.009798,-3811886.621126,3566158.752934,3652922.518262
nagoya,run3,"G,E,J","G,E,J",-,1295,554059.000000,12,32.502556,48.127153,-3811886.535575,3566158.849811,3652923.056951
nagoya,run3,"G,E,J","G,E,J",-,1296,554059.199999,12,32.094639,47.974118,-3811886.301496,3566159.071962,3652923.365912
nagoya,run3,"G,E,J","G,E,J",-,1297,554059.399999,12,32.235363,47.532377,-3811885.618593,3566158.294542,3652923.565670
nagoya,run3,"G,E,J","G,E,J",-,1298,554059.600000,13,42.482262,68.542918,-3811909.735858,3566165.014525,3652924.791618
nagoya,run3,"G,E,J","G,E,J",-,1299,554059.800000,13,42.880171,68.906956,-3811909.815145,3566164.595512,3652925.371835
nagoya,run3,"G,E,J","G,E,J",-,1300,554060.000000,13,43.154352,69.215784,-3811909.711773,3566164.149985,3652926.211356
nagoya,run3,"G,E,J","G,E,J",-,1301,554060.199999,13,43.316910,69.074704,-3811909.305395,3566163.590374,3652926.629153
nagoya,run3,"G,E,J","G,E,J",-,1302,554060.399999,13,43.320956,69.171231,-3811909.096989,3566163.447770,3652927.187773
nagoya,run3,"G,E,J","G,E,J",-,1303,554060.600000,13,43.506853,69.479795,-3811909.060081,3566163.213031,3652927.875363
nagoya,run3,"G,E,J","G,E,J",-,1304,554060.800000,13,43.569837,69.325888,-3811908.579606,3566162.714040,3652928.420834
nagoya,run3,"G,E,J","G,E,J",-,1305,554061.000000,13,43.875035,69.134947,-3811908.000300,3566161.761944,3652929.080152
nagoya,run3,"G,E,J","G,E,J",-,1306,554061.199999,13,41.935887,65.406294,-3811903.668934,3566160.308342,3652929.356525
nagoya,run3,"G,E,J","G,E,J",-,1307,554061.399999,12,41.166677,67.495342,-3811906.041369,3566163.907474,3652929.121126
nagoya,run3,"G,E,J","G,E,J",-,1308,554061.600000,13,44.008636,68.988378,-3811906.962332,3566160.758162,3652930.596764
nagoya,run3,"G,E,J","G,E,J",-,1309,554061.800000,13,45.163046,69.934372,-3811907.709774,3566159.952681,3652931.066173
nagoya,run3,"G,E,J","G,E,J",-,1310,554062.000000,12,42.584224,59.864407,-3811900.655078,3566158.071346,3652920.543949
nagoya,run3,"G,E,J","G,E,J",-,1311,554062.199999,13,45.732223,71.055058,-3811908.070759,3566159.610178,3652932.734025
nagoya,run3,"G,E,J","G,E,J",-,1312,554062.399999,12,42.041017,77.030389,-3811911.010396,3566167.403322,3652939.779392
nagoya,run3,"G,E,J","G,E,J",-,1313,554062.600000,12,42.061180,78.107953,-3811911.401755,3566167.776180,3652941.217026
nagoya,run3,"G,E,J","G,E,J",-,1314,554062.800000,13,46.625325,75.447625,-3811910.566535,3566160.837773,3652937.525047
nagoya,run3,"G,E,J","G,E,J",-,1315,554063.000000,13,46.831987,74.881088,-3811909.729886,3566159.787125,3652937.874266
nagoya,run3,"G,E,J","G,E,J",-,1316,554063.199999,13,46.800982,75.195697,-3811909.637805,3566159.789563,3652938.710236
nagoya,run3,"G,E,J","G,E,J",-,1317,554063.399999,13,47.224181,77.097402,-3811911.274468,3566160.914326,3652939.544906
nagoya,run3,"G,E,J","G,E,J",-,1318,554063.600000,12,42.401131,84.872429,-3811915.440786,3566171.630480,3652946.677777
nagoya,run3,"G,E,J","G,E,J",-,1319,554063.800000,12,43.757706,84.626649,-3811915.592331,3566170.047316,3652946.171874
nagoya,run3,"G,E,J","G,E,J",-,1320,554064.000000,12,47.240437,68.167011,-3811905.830356,3566158.243328,3652927.295597
nagoya,run3,"G,E,J","G,E,J",-,1321,554064.199999,12,47.959349,68.926242,-3811906.406510,3566158.116819,3652927.452419
nagoya,run3,"G,E,J","G,E,J",-,1322,554064.399999,11,52.014304,69.478408,-3811907.026918,3566153.145713,3652925.655061
nagoya,run3,"G,E,J","G,E,J",-,1323,554064.600000,13,50.120941,79.691590,-3811912.772559,3566158.991458,3652941.629817
nagoya,run3,"G,E,J","G,E,J",-,1324,554064.800000,13,49.045545,77.585722,-3811910.302270,3566158.044836,3652941.917218
nagoya,run3,"G,E,J","G,E,J",-,1325,554065.000000,12,51.965552,90.343684,-3811923.492067,3566170.732607,3652939.882220
nagoya,run3,"G,E,J","G,E,J",-,1326,554065.199999,12,46.083489,82.980216,-3811913.409702,3566165.414893,3652946.994350
nagoya,run3,"G,E,J","G,E,J",-,1327,554065.399999,12,47.079180,83.709633,-3811914.125002,3566164.891562,3652947.124557
nagoya,run3,"G,E,J","G,E,J",-,1328,554065.600000,11,46.903009,70.140825,-3811905.205511,3566159.049027,3652932.409424
nagoya,run3,"G,E,J","G,E,J",-,1329,554065.800000,12,46.069277,84.454015,-3811913.847509,3566166.178950,3652948.887937
nagoya,run3,"G,E,J","G,E,J",-,1330,554066.000000,12,47.408006,85.485835,-3811914.716614,3566165.177598,3652949.574565
nagoya,run3,"G,E,J","G,E,J",-,1331,554066.199999,12,48.017440,84.570333,-3811913.716720,3566163.269866,3652949.825233
nagoya,run3,"G,E,J","G,E,J",-,1332,554066.399999,12,47.843093,83.517105,-3811912.493702,3566162.319455,3652949.999798
nagoya,run3,"G,E,J","G,E,J",-,1333,554066.600000,12,48.215305,82.481585,-3811911.643384,3566161.084383,3652949.417105
nagoya,run3,"G,E,J","G,E,J",-,1334,554066.800000,11,34.003108,103.662763,-3811921.452939,3566200.492091,3652954.872699
nagoya,run3,"G,E,J","G,E,J",-,1335,554067.000000,12,50.309699,82.463858,-3811911.379793,3566157.892754,3652950.042024
nagoya,run3,"G,E,J","G,E,J",-,1336,554067.199999,10,39.346015,88.836382,-3811911.319911,3566198.278979,3652935.784663
nagoya,run3,"G,E,J","G,E,J",-,1337,554067.399999,11,49.549416,68.702658,-3811901.701177,3566151.523009,3652935.435135
nagoya,run3,"G,E,J","G,E,J",-,1338,554067.600000,11,49.032058,68.602864,-3811901.227491,3566151.675455,3652936.456664
nagoya,run3,"G,E,J","G,E,J",-,1339,554067.800000,11,48.399407,67.651075,-3811900.177005,3566151.654805,3652936.327910
nagoya,run3,"G,E,J","G,E,J",-,1340,554068.000000,11,48.761068,69.456297,-3811901.749337,3566152.935503,3652937.266116
nagoya,run3,"G,E,J","G,E,J",-,1341,554068.199999,11,49.792585,70.579823,-3811902.739780,3566152.622975,3652937.514069
nagoya,run3,"G,E,J","G,E,J",-,1342,554068.399999,11,50.240713,70.766252,-3811902.719615,3566151.953877,3652937.863493
nagoya,run3,"G,E,J","G,E,J",-,1343,554068.600000,11,50.299555,69.200549,-3811900.949069,3566149.927849,3652937.648801
nagoya,run3,"G,E,J","G,E,J",-,1344,554068.800000,11,50.425030,68.626896,-3811900.054199,3566148.707834,3652938.066877
nagoya,run3,"G,E,J","G,E,J",-,1345,554069.000000,11,51.877406,69.661243,-3811900.840459,3566147.435194,3652938.382665
nagoya,run3,"G,E,J","G,E,J",-,1346,554069.199999,12,55.554796,69.477536,-3811900.132590,3566141.471028,3652936.619856
nagoya,run3,"G,E,J","G,E,J",-,1347,554069.399999,12,55.225919,69.004120,-3811899.540214,3566141.429946,3652936.665203
nagoya,run3,"G,E,J","G,E,J",-,1348,554069.600000,12,55.578732,68.713258,-3811898.932917,3566140.327908,3652936.682069
nagoya,run3,"G,E,J","G,E,J",-,1349,554069.800000,12,57.612289,70.684683,-3811900.426865,3566138.887526,3652937.481182
nagoya,run3,"G,E,J","G,E,J",-,1350,554070.000000,12,59.402811,72.194123,-3811901.525932,3566137.462890,3652937.853958
nagoya,run3,"G,E,J","G,E,J",-,1351,554070.199999,12,59.212073,70.757186,-3811899.347790,3566135.432329,3652938.102270
nagoya,run3,"G,E,J","G,E,J",-,1352,554070.399999,10,41.914144,76.072730,-3811903.217869,3566180.601741,3652933.257655
nagoya,run3,"G,E,J","G,E,J",-,1353,554070.600000,10,48.541823,78.136153,-3811908.209312,3566170.080899,3652934.370108
nagoya,run3,"G,E,J","G,E,J",-,1354,554070.800000,11,46.800596,80.775775,-3811909.378052,3566173.958586,3652937.399483
nagoya,run3,"G,E,J","G,E,J",-,1355,554071.000000,10,40.735740,212.934314,-3811988.186762,3566244.749027,3653035.641754
nagoya,run3,"G,E,J","G,E,J",-,1356,554071.199999,11,46.609944,82.440033,-3811910.312816,3566174.651149,3652939.512715
nagoya,run3,"G,E,J","G,E,J",-,1357,554071.399999,11,46.276847,82.363684,-3811910.026861,3566174.674943,3652940.020297
nagoya,run3,"G,E,J","G,E,J",-,1358,554071.600000,11,46.160041,82.410802,-3811909.897080,3566174.949919,3652940.124754
nagoya,run3,"G,E,J","G,E,J",-,1359,554071.800000,11,45.367722,82.497540,-3811909.525009,3566175.763232,3652940.818992
nagoya,run3,"G,E,J","G,E,J",-,1360,554072.000000,11,45.489741,83.202134,-3811909.983063,3566176.132054,3652941.311905
nagoya,run3,"G,E,J","G,E,J",-,1361,554072.200000,11,45.838329,85.851977,-3811911.913255,3566177.663934,3652942.904148
nagoya,run3,"G,E,J","G,E,J",-,1362,554072.399999,11,45.739865,86.562637,-3811912.241236,3566178.649828,3652943.171200
nagoya,run3,"G,E,J","G,E,J",-,1363,554072.600000,11,45.214168,87.027885,-3811912.303505,3566178.890153,3652944.384136
nagoya,run3,"G,E,J","G,E,J",-,1364,554072.799999,10,32.223387,39.793306,-3811867.992212,3566142.920561,3652936.619443
nagoya,run3,"G,E,J","G,E,J",-,1365,554073.000000,10,32.089273,39.952334,-3811868.101657,3566143.226153,3652936.994182
nagoya,run3,"G,E,J","G,E,J",-,1366,554073.200000,11,43.356486,85.404986,-3811910.199459,3566178.543670,3652945.545242
nagoya,run3,"G,E,J","G,E,J",-,1367,554073.399999,11,43.109791,85.164129,-3811909.887976,3566178.256894,3652945.915866
nagoya,run3,"G,E,J","G,E,J",-,1368,554073.600000,11,43.050501,83.340180,-3811908.566266,3566176.750654,3652945.123597
nagoya,run3,"G,E,J","G,E,J",-,1369,554073.799999,9,26.031293,33.790322,-3811858.075018,3566143.783908,3652942.930475
nagoya,run3,"G,E,J","G,E,J",-,1370,554074.000000,11,43.419111,81.947571,-3811907.680047,3566175.189602,3652944.326011
nagoya,run3,"G,E,J","G,E,J",-,1371,554074.200000,11,43.229249,82.877979,-3811908.237130,3566175.403225,3652945.643580
nagoya,run3,"G,E,J","G,E,J",-,1372,554074.399999,12,45.164215,115.605691,-3811929.142336,3566184.050659,3652977.588936
nagoya,run3,"G,E,J","G,E,J",-,1373,554074.600000,10,36.792166,136.546695,-3811934.667367,3566199.179251,3653000.734332
nagoya,run3,"G,E,J","G,E,J",-,1374,554074.799999,10,36.925518,136.938356,-3811934.829823,3566199.164472,3653001.221292
nagoya,run3,"G,E,J","G,E,J",-,1375,554075.000000,11,39.283874,174.781667,-3811963.634494,3566225.619930,3653012.460166
nagoya,run3,"G,E,J","G,E,J",-,1376,554075.200000,11,39.946016,174.973516,-3811964.171890,3566225.246344,3653012.341065
nagoya,run3,"G,E,J","G,E,J",-,1377,554075.399999,10,38.203963,178.246402,-3811965.172111,3566228.749993,3653014.421256
nagoya,run3,"G,E,J","G,E,J",-,1378,554075.600000,10,38.634846,179.087536,-3811966.030471,3566229.171033,3653014.453972
nagoya,run3,"G,E,J","G,E,J",-,1379,554075.799999,11,39.752053,177.653217,-3811965.890267,3566227.630548,3653013.103400
nagoya,run3,"G,E,J","G,E,J",-,1380,554076.000000,11,39.747403,178.141031,-3811966.239292,3566228.123235,3653013.134674
nagoya,run3,"G,E,J","G,E,J",-,1381,554076.200000,11,39.471319,178.641366,-3811966.415572,3566228.801960,3653013.293917
nagoya,run3,"G,E,J","G,E,J",-,1382,554076.399999,11,39.673334,178.618830,-3811966.564414,3566228.787087,3653013.034254
nagoya,run3,"G,E,J","G,E,J",-,1383,554076.600000,13,71.112652,100.349756,-3811917.766023,3566137.221008,3652972.954354
nagoya,run3,"G,E,J","G,E,J",-,1384,554076.799999,13,71.116099,100.924644,-3811918.262250,3566137.676621,3652973.402928
nagoya,run3,"G,E,J","G,E,J",-,1385,554077.000000,13,70.821989,100.972431,-3811918.155623,3566138.025549,3652973.796574
nagoya,run3,"G,E,J","G,E,J",-,1386,554077.200000,13,71.694270,101.428706,-3811918.735434,3566137.321850,3652973.490842
nagoya,run3,"G,E,J","G,E,J",-,1387,554077.399999,13,71.189030,101.235137,-3811918.415296,3566137.759323,3652973.796639
nagoya,run3,"G,E,J","G,E,J",-,1388,554077.600000,11,71.918702,109.103666,-3811924.820617,3566142.782602,3652979.766671
nagoya,run3,"G,E,J","G,E,J",-,1389,554077.799999,11,71.794791,108.433503,-3811924.345730,3566142.481074,3652979.190613
nagoya,run3,"G,E,J","G,E,J",-,1390,554078.000000,11,71.957075,108.048030,-3811924.168220,3566142.053401,3652978.643937
nagoya,run3,"G,E,J","G,E,J",-,1391,554078.200000,11,72.227368,107.601279,-3811923.971260,3566141.453652,3652977.964557
nagoya,run3,"G,E,J","G,E,J",-,1392,554078.399999,10,72.244242,103.964231,-3811921.521501,3566138.966962,3652974.241381
nagoya,run3,"G,E,J","G,E,J",-,1393,554078.600000,10,72.521358,104.447491,-3811921.995791,3566139.015597,3652974.404412
nagoya,run3,"G,E,J","G,E,J",-,1394,554078.799999,10,72.722548,104.158129,-3811921.814701,3566138.557366,3652973.997662
nagoya,run3,"G,E,J","G,E,J",-,1395,554079.000000,10,72.735582,103.978383,-3811921.660599,3566138.396900,3652973.854549
nagoya,run3,"G,E,J","G,E,J",-,1396,554079.200000,10,72.991994,104.844139,-3811922.403658,3566138.740514,3652974.416126
nagoya,run3,"G,E,J","G,E,J",-,1397,554079.399999,11,72.040006,82.052633,-3811903.200176,3566121.501619,3652948.560284
nagoya,run3,"G,E,J","G,E,J",-,1398,554079.600000,10,73.647308,106.275674,-3811923.717357,3566139.050743,3652975.110069
nagoya,run3,"G,E,J","G,E,J",-,1399,554079.799999,11,72.526598,83.244821,-3811904.531624,3566122.076716,3652949.368031
nagoya,run3,"G,E,J","G,E,J",-,1400,554080.000000,11,72.515471,82.650039,-3811903.911291,3566121.504650,3652948.472751
nagoya,run3,"G,E,J","G,E,J",-,1401,554080.200000,11,72.360825,82.406189,-3811903.646230,3566121.469994,3652948.389324
nagoya,run3,"G,E,J","G,E,J",-,1402,554080.399999,11,72.309992,82.448412,-3811903.645999,3566121.544263,3652948.631998
nagoya,run3,"G,E,J","G,E,J",-,1403,554080.600000,11,72.632588,82.687347,-3811903.908283,3566121.341510,3652948.396542
nagoya,run3,"G,E,J","G,E,J",-,1404,554080.799999,11,72.812644,83.565251,-3811904.821151,3566121.955255,3652949.437613
nagoya,run3,"G,E,J","G,E,J",-,1405,554081.000000,12,67.251225,83.236533,-3811904.700168,3566129.604706,3652956.106969
nagoya,run3,"G,E,J","G,E,J",-,1406,554081.200000,12,67.515991,83.925389,-3811905.333668,3566129.839105,3652956.618231
nagoya,run3,"G,E,J","G,E,J",-,1407,554081.399999,12,67.593984,84.232414,-3811905.595447,3566129.983743,3652956.919300
nagoya,run3,"G,E,J","G,E,J",-,1408,554081.600000,12,67.992652,85.183982,-3811906.547314,3566130.318285,3652957.439949
nagoya,run3,"G,E,J","G,E,J",-,1409,554081.799999,12,70.803589,101.831816,-3811919.813366,3566139.285865,3652972.971058
nagoya,run3,"G,E,J","G,E,J",-,1410,554082.000000,13,67.448152,86.855272,-3811907.851270,3566132.355548,3652960.028386
nagoya,run3,"G,E,J","G,E,J",-,1411,554082.200000,13,67.568559,87.224490,-3811908.223419,3566132.532333,3652960.229942
nagoya,run3,"G,E,J","G,E,J",-,1412,554082.399999,13,67.621833,87.511850,-3811908.445055,3566132.676409,3652960.535047
nagoya,run3,"G,E,J","G,E,J",-,1413,554082.600000,13,67.402676,87.171748,-3811908.103126,3566132.664133,3652960.434211
nagoya,run3,"G,E,J","G,E,J",-,1414,554082.799999,13,67.640964,87.891912,-3811908.745262,3566132.942924,3652960.961722
nagoya,run3,"G,E,J","G,E,J",-,1415,554083.000000,13,67.702440,88.161427,-3811908.961968,3566133.068426,3652961.218809
nagoya,run3,"G,E,J","G,E,J",-,1416,554083.200000,13,67.866863,88.207566,-3811909.001855,3566132.879470,3652961.142871
nagoya,run3,"G,E,J","G,E,J",-,1417,554083.399999,14,68.436660,89.682004,-3811910.131365,3566133.204696,3652962.461177
nagoya,run3,"G,E,J","G,E,J",-,1418,554083.600000,14,68.478412,89.865131,-3811910.328803,3566133.325200,3652962.545724
nagoya,run3,"G,E,J","G,E,J",-,1419,554083.799999,14,68.464622,90.023441,-3811910.473169,3566133.479579,3652962.698393
nagoya,run3,"G,E,J","G,E,J",-,1420,554084.000000,14,68.473227,90.285350,-3811910.767038,3566133.730291,3652962.832257
nagoya,run3,"G,E,J","G,E,J",-,1421,554084.200000,14,68.361008,90.321087,-3811910.814380,3566133.925583,3652962.915062
nagoya,run3,"G,E,J","G,E,J",-,1422,554084.399999,14,68.169580,90.246607,-3811910.715965,3566134.103678,3652963.030783
nagoya,run3,"G,E,J","G,E,J",-,1423,554084.600000,14,67.914163,90.124212,-3811910.600792,3566134.347768,3652963.099461
