run,epoch_index,gps_time_s,gps_satellite_count,multi_satellite_count,extra_satellite_count,gps_residual_p95_abs_m,gps_residual_max_abs_m,multi_residual_p95_abs_m,multi_residual_max_abs_m,multi_bias_range_m,solution_gap_2d_m
Odaiba,2418,273624.399999,4,11,7,0.000000,0.000000,24.178821,25.365433,8.254626,23.057425
Odaiba,2419,273624.500000,4,11,7,0.000000,0.000000,24.162170,25.370299,8.286970,22.989199
Odaiba,2420,273624.600000,4,11,7,0.000000,0.000000,24.075975,25.318038,8.061388,22.575934
Odaiba,2421,273624.699999,4,11,7,0.000000,0.000000,24.040529,25.287382,8.134172,22.821469
Odaiba,2422,273624.800000,4,11,7,0.000000,0.000000,24.024703,25.236342,8.223264,23.184799
Odaiba,2423,273624.899999,4,11,7,0.000000,0.000000,24.041986,25.306670,8.216746,23.176874
Odaiba,2424,273625.000000,4,11,7,0.000000,0.000000,24.088734,25.294438,8.189221,22.971633
Odaiba,2425,273625.100000,4,11,7,0.000000,0.000000,24.004175,25.098787,8.401054,23.348181
Odaiba,2426,273625.199999,4,11,7,0.000000,0.000000,24.049879,25.288064,8.286814,23.018825
Odaiba,2427,273625.300000,4,11,7,0.000000,0.000000,24.096519,25.325992,8.261407,22.824288
Odaiba,2428,273625.399999,4,11,7,0.000000,0.000000,24.106711,25.451243,8.305687,22.713307
Odaiba,2429,273625.500000,4,11,7,0.000000,0.000000,24.050787,25.300491,8.360204,22.710106
Odaiba,2430,273625.600000,4,11,7,0.000000,0.000000,24.164300,25.539530,8.471548,21.926758
Odaiba,2431,273625.699999,4,11,7,0.000000,0.000000,24.150412,25.524040,8.418984,21.929211
Odaiba,2432,273625.800000,4,11,7,0.000000,0.000000,24.095616,25.459801,8.279363,21.825659
Odaiba,2433,273625.899999,4,11,7,0.000000,0.000000,24.039503,25.380593,8.370433,21.923806
Odaiba,2434,273626.000000,4,11,7,0.000000,0.000000,23.969558,25.276558,8.234680,22.159441
Odaiba,2435,273626.100000,4,11,7,0.000000,0.000000,23.958826,25.216681,8.249771,22.119657
Odaiba,2436,273626.199999,4,11,7,0.000000,0.000000,23.844286,25.136244,8.170305,21.688717
Odaiba,2437,273626.300000,4,11,7,0.000000,0.000000,23.787823,25.069018,8.308646,21.967592
Odaiba,2438,273626.399999,4,11,7,0.000000,0.000000,23.688541,25.130644,8.500759,21.940779
Odaiba,2439,273626.500000,4,11,7,0.000000,0.000000,23.716742,25.286613,8.336305,21.834598
Odaiba,2440,273626.600000,4,11,7,0.000000,0.000000,23.803150,25.318804,8.318520,22.198579
Odaiba,2441,273626.699999,4,11,7,0.000000,0.000000,23.854052,25.353136,8.300403,22.146435
Odaiba,2442,273626.800000,4,11,7,0.000000,0.000000,23.682199,25.050711,8.387244,22.446995
Odaiba,2443,273626.899999,4,11,7,0.000000,0.000000,23.719223,24.997429,8.330902,22.267709
Odaiba,2444,273627.000000,4,11,7,0.000000,0.000000,23.631492,24.931610,8.390782,22.790845
Odaiba,2445,273627.100000,4,11,7,0.000000,0.000000,23.581686,24.778815,8.435510,22.729507
Odaiba,2446,273627.199999,4,11,7,0.000000,0.000000,23.732233,24.898540,8.411108,23.058900
Odaiba,2447,273627.300000,4,11,7,0.000000,0.000000,23.753970,24.955394,8.413960,23.234819
Odaiba,2448,273627.399999,4,11,7,0.000000,0.000000,23.735366,25.015586,8.369863,23.157594
Odaiba,2449,273627.500000,4,11,7,0.000000,0.000000,23.733184,24.937617,8.432812,23.123166
Odaiba,2450,273627.600000,4,11,7,0.000000,0.000000,23.755502,25.026302,8.419778,22.656360
Odaiba,2451,273627.699999,4,11,7,0.000000,0.000000,23.775463,24.988960,8.366156,22.469406
Odaiba,2452,273627.800000,4,11,7,0.000000,0.000000,23.676028,24.852442,8.341561,22.341613
Odaiba,2453,273627.899999,4,11,7,0.000000,0.000000,23.676708,24.856147,8.359745,22.415433
Odaiba,2454,273628.000000,4,11,7,0.000000,0.000000,23.648358,25.031134,8.320721,22.190188
Odaiba,2455,273628.100000,4,11,7,0.000000,0.000000,23.649167,25.020661,8.378320,22.238973
Odaiba,2456,273628.199999,4,11,7,0.000000,0.000000,23.696836,25.038168,8.356277,22.279079
Odaiba,2457,273628.300000,4,11,7,0.000000,0.000000,23.682929,25.000211,8.442586,22.435691
Odaiba,2458,273628.399999,4,11,7,0.000000,0.000000,23.716459,24.905600,8.274926,22.605844
Odaiba,2459,273628.500000,4,11,7,0.000000,0.000000,23.799435,25.058389,8.151967,22.582851
Odaiba,2460,273628.600000,4,11,7,0.000000,0.000000,23.764121,24.938920,8.456484,22.771070
Odaiba,2461,273628.699999,4,11,7,0.000000,0.000000,23.789486,25.027170,8.335581,22.648405
Odaiba,2462,273628.800000,4,11,7,0.000000,0.000000,23.726976,24.949210,8.353286,23.176640
Odaiba,2463,273628.899999,4,11,7,0.000000,0.000000,23.695615,24.907307,8.399014,23.297483
Odaiba,2464,273629.000000,4,11,7,0.000000,0.000000,23.517311,24.760620,8.436336,23.448833
Odaiba,2465,273629.100000,4,11,7,0.000000,0.000000,23.468590,24.654584,8.469226,23.400590
Odaiba,2466,273629.199999,4,11,7,0.000000,0.000000,23.533603,24.853002,8.485685,23.010746
Odaiba,2467,273629.300000,4,11,7,0.000000,0.000000,23.490916,24.775702,8.457486,23.072263
Odaiba,2468,273629.399999,4,11,7,0.000000,0.000000,23.703052,25.148670,8.558645,22.642086
Odaiba,2469,273629.500000,4,11,7,0.000000,0.000000,23.581371,24.866908,8.733462,22.803573
Odaiba,2470,273629.600000,4,11,7,0.000000,0.000000,23.566333,24.767720,8.963480,22.421305
Odaiba,2471,273629.699999,4,11,7,0.000000,0.000000,23.591495,24.885338,8.943251,22.551279
Odaiba,2472,273629.800000,4,11,7,0.000000,0.000000,23.489144,24.782459,9.121396,22.087086
Odaiba,2473,273629.899999,4,11,7,0.000000,0.000000,23.596145,24.892681,9.083178,22.106805
Odaiba,2474,273630.000000,4,11,7,0.000000,0.000000,23.521470,24.804016,8.574899,21.702316
Odaiba,2475,273630.100000,4,11,7,0.000000,0.000000,23.629563,24.959688,8.544358,21.592674
Odaiba,2476,273630.199999,4,11,7,0.000000,0.000000,23.681661,25.013626,8.520499,22.047446
Odaiba,2477,273630.300000,4,11,7,0.000000,0.000000,23.652808,25.096932,8.476031,22.134252
Odaiba,2478,273630.399999,4,11,7,0.000000,0.000000,23.583838,25.055155,8.560857,22.393291
Odaiba,2479,273630.500000,4,11,7,0.000000,0.000000,23.602258,25.075381,8.570141,22.322635
Odaiba,2480,273630.600000,4,11,7,0.000000,0.000000,23.638168,25.073144,8.303128,22.318766
Odaiba,2481,273630.699999,4,11,7,0.000000,0.000000,23.648096,25.070655,8.362771,22.195214
Odaiba,2482,273630.800000,4,11,7,0.000000,0.000000,23.670730,24.950435,8.497432,22.702109
Odaiba,2483,273630.899999,4,11,7,0.000000,0.000000,23.691702,25.026552,8.527267,22.917288
Odaiba,2484,273631.000000,4,11,7,0.000000,0.000000,23.647362,24.814881,8.509524,22.599369
Odaiba,2485,273631.100000,4,11,7,0.000000,0.000000,23.671164,24.919320,8.445441,22.640354
Odaiba,2486,273631.199999,4,11,7,0.000000,0.000000,23.830247,25.286990,8.429290,22.824159
Odaiba,2487,273631.300000,4,11,7,0.000000,0.000000,23.837520,25.261161,8.300160,22.596833
Odaiba,2488,273631.399999,4,12,8,0.000000,0.000000,23.951950,28.502656,5.990413,26.408900
Odaiba,2489,273631.500000,4,12,8,0.000000,0.000000,24.017917,28.267325,6.087919,26.491605
Odaiba,2490,273631.600000,4,12,8,0.000000,0.000000,23.974273,28.503468,6.019028,26.303588
Odaiba,2491,273631.699999,4,12,8,0.000000,0.000000,24.035789,28.604953,5.989174,26.383331
Odaiba,2492,273631.800000,4,12,8,0.000000,0.000000,23.918534,28.517105,6.074175,25.661073
Odaiba,2493,273631.899999,4,12,8,0.000000,0.000000,23.976741,28.597600,6.052672,25.679606
Odaiba,2494,273632.000000,4,12,8,0.000000,0.000000,23.976729,28.608562,6.153422,25.604439
Odaiba,2495,273632.100000,4,12,8,0.000000,0.000000,23.927301,28.621609,6.092068,25.551961
Odaiba,2496,273632.200000,4,12,8,0.000000,0.000000,23.941461,28.356484,6.333023,25.120860
Odaiba,2497,273632.299999,4,12,8,0.000000,0.000000,24.014020,28.277677,6.316471,24.926312
Odaiba,2498,273632.399999,5,13,8,7.813573,8.010028,23.918907,28.348882,7.261643,15.635866
Odaiba,2499,273632.500000,5,13,8,7.805980,7.984084,23.841644,28.216911,7.270724,15.716902
Odaiba,2500,273632.600000,5,13,8,7.933558,8.042150,23.819795,28.316328,7.390028,15.983990
Odaiba,2501,273632.700000,5,13,8,8.014778,8.222967,23.900564,28.394377,7.312134,15.654089
Odaiba,2502,273632.799999,5,13,8,8.152529,8.273783,23.853878,28.470544,7.404332,15.940625
Odaiba,2503,273632.899999,5,13,8,8.138034,8.253682,23.899189,28.705688,7.299332,15.967714
Odaiba,2504,273633.000000,5,13,8,8.453848,8.585913,23.972763,28.598726,7.220557,16.211825
Odaiba,2505,273633.100000,5,13,8,8.457559,8.604695,24.017620,28.567699,7.237719,16.153956
Odaiba,2506,273633.200000,5,13,8,8.351952,8.494180,24.017648,28.494382,7.111785,16.138141
Odaiba,2507,273633.299999,5,13,8,8.381167,8.550591,24.080786,28.656030,7.084241,16.038039
Odaiba,2508,273633.399999,5,13,8,8.191816,8.376650,24.020306,28.598509,7.020243,15.859958
Odaiba,2509,273633.500000,5,13,8,8.182268,8.371696,24.050267,28.624694,7.003724,15.725360
Odaiba,2510,273633.600000,5,13,8,7.822615,7.977333,23.915652,28.173674,7.554213,15.680573
Odaiba,2511,273633.700000,5,13,8,7.852922,8.019038,23.942064,28.179702,7.594161,15.641074
Odaiba,2512,273633.799999,5,13,8,7.456977,7.586295,23.920563,28.139760,7.738938,15.741386
Odaiba,2513,273633.899999,5,13,8,7.437656,7.553317,23.907985,28.192855,7.669999,15.726261
Odaiba,2514,273634.000000,5,13,8,7.453643,7.477642,23.917322,28.174536,7.416410,16.394228
Odaiba,2515,273634.100000,5,13,8,7.659015,7.752343,23.747273,28.187378,7.484443,16.676116
Odaiba,2516,273634.200000,4,12,8,0.000000,0.000000,20.886171,22.825365,11.750024,29.033787
Odaiba,2517,273634.299999,4,12,8,0.000000,0.000000,20.918036,22.865287,11.755088,29.134565
Odaiba,2518,273634.399999,4,12,8,0.000000,0.000000,20.968825,23.013198,11.747070,29.335769
Odaiba,2519,273634.500000,4,12,8,0.000000,0.000000,20.943431,22.986399,11.805829,29.710087
Odaiba,2520,273634.600000,4,12,8,0.000000,0.000000,20.942303,23.026422,11.955865,29.690755
Odaiba,2521,273634.700000,4,12,8,0.000000,0.000000,20.901500,22.957038,11.942598,29.724016
Odaiba,2522,273634.799999,4,12,8,0.000000,0.000000,20.858310,22.929224,12.283358,29.500235
Odaiba,2523,273634.899999,4,12,8,0.000000,0.000000,20.775319,22.806701,12.275757,29.583206
Odaiba,2524,273635.000000,4,12,8,0.000000,0.000000,20.672151,22.684714,12.392443,28.793609
Odaiba,2525,273635.100000,4,12,8,0.000000,0.000000,20.625758,22.597506,12.349985,28.895491
Odaiba,2526,273635.200000,4,12,8,0.000000,0.000000,20.680933,22.551760,12.557736,28.671172
Odaiba,2527,273635.299999,4,12,8,0.000000,0.000000,20.697527,22.530776,12.618488,28.852593
Odaiba,2528,273635.399999,4,12,8,0.000000,0.000000,20.695568,22.495340,12.564079,28.513282
Odaiba,2529,273635.500000,4,12,8,0.000000,0.000000,20.701215,22.568768,12.561880,28.551077
Odaiba,2530,273635.600000,4,12,8,0.000000,0.000000,20.714911,22.483647,12.739438,29.229212
Odaiba,2531,273635.700000,4,12,8,0.000000,0.000000,20.832253,22.722645,12.780478,29.209807
Odaiba,2532,273635.799999,4,12,8,0.000000,0.000000,20.897920,22.684432,12.522309,29.225120
Odaiba,2533,273635.899999,4,12,8,0.000000,0.000000,20.887325,22.707885,12.385276,28.812294
Odaiba,2534,273636.000000,4,12,8,0.000000,0.000000,20.830151,22.742721,12.625519,29.472050
Odaiba,2535,273636.100000,4,12,8,0.000000,0.000000,20.825339,22.715693,12.602355,29.300910
Odaiba,2536,273636.200000,4,12,8,0.000000,0.000000,20.849062,22.776713,12.712017,29.316244
Odaiba,2537,273636.299999,4,12,8,0.000000,0.000000,20.819385,22.668387,12.771120,29.680727
Odaiba,2538,273636.399999,4,12,8,0.000000,0.000000,20.756671,22.556886,12.993424,30.005408
Odaiba,2539,273636.500000,4,12,8,0.000000,0.000000,20.819258,22.776285,12.842494,29.532195
Odaiba,2540,273636.600000,4,12,8,0.000000,0.000000,21.016262,22.958635,12.496447,29.534076
Odaiba,2541,273636.700000,4,12,8,0.000000,0.000000,20.839740,22.541320,12.771008,30.380951
Odaiba,2542,273636.799999,4,12,8,0.000000,0.000000,21.063948,22.773270,12.811006,30.710786
Odaiba,2543,273636.899999,4,12,8,0.000000,0.000000,21.065659,22.839622,12.883527,31.150728
Odaiba,2544,273637.000000,4,12,8,0.000000,0.000000,20.937910,22.680350,12.920663,30.757185
Odaiba,2545,273637.100000,4,12,8,0.000000,0.000000,20.915718,22.680197,12.877813,30.763662
Odaiba,2546,273637.200000,4,12,8,0.000000,0.000000,20.821371,22.561398,12.924864,30.045613
Odaiba,2547,273637.299999,4,12,8,0.000000,0.000000,20.782076,22.521840,12.919027,30.234802
Odaiba,2548,273637.399999,4,12,8,0.000000,0.000000,20.787545,22.479269,12.864181,30.131567
Odaiba,2549,273637.500000,4,12,8,0.000000,0.000000,20.763115,22.410629,12.917072,30.283249
Odaiba,2550,273637.600000,4,12,8,0.000000,0.000000,20.645880,22.148823,13.221313,30.340318
Odaiba,2551,273637.700000,4,12,8,0.000000,0.000000,20.779303,22.506433,12.957754,29.682241
Odaiba,2552,273637.799999,4,12,8,0.000000,0.000000,20.654435,22.054334,13.488602,30.095893
Odaiba,2553,273637.899999,4,12,8,0.000000,0.000000,20.679906,22.108029,13.495914,30.187020
Odaiba,2554,273638.000000,4,12,8,0.000000,0.000000,20.692950,22.083902,13.830079,30.527092
Odaiba,2555,273638.100000,4,12,8,0.000000,0.000000,20.705746,22.085218,13.906628,30.887168
Odaiba,2556,273638.200000,4,12,8,0.000000,0.000000,20.590354,22.060316,14.207158,30.483143
Odaiba,2557,273638.299999,4,12,8,0.000000,0.000000,20.552747,21.955161,14.321145,30.952965
Odaiba,2558,273638.399999,4,12,8,0.000000,0.000000,20.480851,21.838299,14.599765,29.735460
Odaiba,2559,273638.500000,4,12,8,0.000000,0.000000,20.445234,21.743080,14.624077,30.061171
Odaiba,2560,273638.600000,4,12,8,0.000000,0.000000,20.377261,21.643476,15.373549,30.105290
Odaiba,2561,273638.700000,4,12,8,0.000000,0.000000,20.389596,21.673209,15.181690,29.536381
Odaiba,2562,273638.799999,4,12,8,0.000000,0.000000,20.442268,21.683358,15.679359,29.870506
Odaiba,2563,273638.899999,4,12,8,0.000000,0.000000,20.391211,21.544606,15.765826,29.990633
Odaiba,2564,273639.000000,4,12,8,0.000000,0.000000,20.180157,21.152998,16.078651,29.497947
Odaiba,2565,273639.100000,4,12,8,0.000000,0.000000,20.233663,21.287968,16.141170,29.453357
Odaiba,2566,273639.200000,4,12,8,0.000000,0.000000,20.151141,21.150130,16.545924,29.294076
Odaiba,2567,273639.299999,4,12,8,0.000000,0.000000,20.142754,21.102440,16.671012,29.565029
Odaiba,2568,273639.399999,4,12,8,0.000000,0.000000,20.123618,21.112595,16.854239,28.966802
Odaiba,2569,273639.500000,4,12,8,0.000000,0.000000,20.082282,21.064196,16.786765,28.608195
Odaiba,2570,273639.600000,4,12,8,0.000000,0.000000,20.014049,21.066702,17.142364,28.995802
Odaiba,2571,273639.700000,4,12,8,0.000000,0.000000,19.986491,21.092573,17.145785,29.207063
Odaiba,2572,273639.799999,4,12,8,0.000000,0.000000,19.975290,20.972324,17.119146,28.793555
Odaiba,2573,273639.899999,4,12,8,0.000000,0.000000,19.870568,20.746402,17.324440,29.527761
Odaiba,2574,273640.000000,4,12,8,0.000000,0.000000,19.768163,20.576439,17.359900,29.042666
Odaiba,2575,273640.100000,4,12,8,0.000000,0.000000,19.904539,20.783681,17.273063,28.931315
Odaiba,2576,273640.200000,4,12,8,0.000000,0.000000,19.782132,20.575593,17.166340,28.564534
Odaiba,2577,273640.299999,4,12,8,0.000000,0.000000,19.866183,20.719551,16.890323,27.473009
Odaiba,2578,273640.399999,4,12,8,0.000000,0.000000,19.887672,20.817133,16.676442,27.006453
Odaiba,2579,273640.500000,4,12,8,0.000000,0.000000,19.876631,20.734255,16.633625,26.834760
Odaiba,2580,273640.600000,4,12,8,0.000000,0.000000,20.082855,20.957007,16.470902,27.526818
Odaiba,2581,273640.700000,4,12,8,0.000000,0.000000,20.087615,20.975489,16.416454,27.161085
Odaiba,2582,273640.799999,4,12,8,0.000000,0.000000,20.099776,21.073520,16.109502,27.660870
Odaiba,2583,273640.899999,4,12,8,0.000000,0.000000,20.074814,21.022497,16.167521,27.724367
Odaiba,2584,273641.000000,4,12,8,0.000000,0.000000,20.114041,21.153925,16.053814,27.628426
Odaiba,2585,273641.100000,4,12,8,0.000000,0.000000,20.204706,21.353214,15.994852,27.610465
Odaiba,2586,273641.200000,4,12,8,0.000000,0.000000,20.208868,21.355849,15.627087,27.744279
Odaiba,2587,273641.299999,4,12,8,0.000000,0.000000,20.155249,21.252904,15.694035,28.071616
Odaiba,2588,273641.399999,4,12,8,0.000000,0.000000,20.168936,21.295900,15.502298,27.969383
Odaiba,2589,273641.500000,4,12,8,0.000000,0.000000,20.182550,21.342461,15.474811,27.853615
Odaiba,2590,273641.600000,4,12,8,0.000000,0.000000,20.132412,21.386864,15.648245,28.087990
Odaiba,2591,273641.700000,4,12,8,0.000000,0.000000,20.181220,21.516351,15.581405,27.805458
Odaiba,2592,273641.799999,4,12,8,0.000000,0.000000,20.093235,21.296163,15.612847,28.027970
Odaiba,2593,273641.899999,4,12,8,0.000000,0.000000,20.063847,21.217797,15.646981,28.065151
Odaiba,2594,273642.000000,4,12,8,0.000000,0.000000,20.013276,21.101620,15.464266,27.209005
Odaiba,2595,273642.100000,4,12,8,0.000000,0.000000,20.090290,21.344505,15.371709,26.914643
Odaiba,2596,273642.200000,4,12,8,0.000000,0.000000,20.116615,21.467910,14.977633,26.945450
Odaiba,2597,273642.299999,4,12,8,0.000000,0.000000,20.053531,21.288415,15.008944,27.041602
Odaiba,2598,273642.399999,4,12,8,0.000000,0.000000,20.107981,21.354506,14.494902,27.639411
Odaiba,2599,273642.500000,4,12,8,0.000000,0.000000,20.156278,21.445581,14.428228,27.321475
Odaiba,2600,273642.600000,4,12,8,0.000000,0.000000,20.230996,21.525200,14.447725,27.667765
Odaiba,2601,273642.700000,4,12,8,0.000000,0.000000,20.281723,21.629533,14.309139,27.372718
Odaiba,2602,273642.799999,4,12,8,0.000000,0.000000,20.140397,21.340407,14.562851,27.290759
Odaiba,2603,273642.899999,4,12,8,0.000000,0.000000,20.139244,21.333690,14.568318,27.287430
Odaiba,2604,273643.000000,4,12,8,0.000000,0.000000,20.304338,21.517160,14.473388,26.865468
Odaiba,2605,273643.100000,4,12,8,0.000000,0.000000,20.290317,21.532586,14.426279,26.690164
Odaiba,2606,273643.200000,4,12,8,0.000000,0.000000,20.461225,21.755547,14.122629,26.664485
Odaiba,2607,273643.299999,4,12,8,0.000000,0.000000,20.372210,21.550250,14.200949,26.905821
Odaiba,2608,273643.399999,4,12,8,0.000000,0.000000,20.506467,21.778350,14.198854,27.214434
Odaiba,2609,273643.500000,4,12,8,0.000000,0.000000,20.546655,21.892017,14.144523,26.954638
Odaiba,2610,273643.600000,4,12,8,0.000000,0.000000,20.465307,21.777163,14.077086,26.935801
Odaiba,2611,273643.700000,4,12,8,0.000000,0.000000,20.458831,21.821742,14.030577,26.877928
Odaiba,2612,273643.799999,4,12,8,0.000000,0.000000,20.364698,21.740626,13.724093,26.993233
Odaiba,2613,273643.899999,4,12,8,0.000000,0.000000,20.320110,21.569896,13.784925,27.168160
Odaiba,2614,273644.000000,4,12,8,0.000000,0.000000,20.550421,21.901674,13.918890,27.526565
Odaiba,2615,273644.100000,4,12,8,0.000000,0.000000,20.545230,21.858765,13.961910,27.540424
Odaiba,2616,273644.200000,4,12,8,0.000000,0.000000,20.605102,21.907284,13.835799,27.677659
Odaiba,2617,273644.299999,4,12,8,0.000000,0.000000,20.606972,21.920339,13.854277,27.705811
Odaiba,2618,273644.399999,4,12,8,0.000000,0.000000,20.566381,21.832990,13.789805,27.481716
Odaiba,2619,273644.500000,4,12,8,0.000000,0.000000,20.525067,21.799317,13.801592,27.433727
Odaiba,2620,273644.600000,4,12,8,0.000000,0.000000,20.400252,21.700241,13.809428,27.696921
Odaiba,2621,273644.700000,4,12,8,0.000000,0.000000,20.438479,21.780009,13.708679,27.354934
Odaiba,2622,273644.799999,4,12,8,0.000000,0.000000,20.389282,21.649535,13.762326,27.909689
Odaiba,2623,273644.899999,4,12,8,0.000000,0.000000,20.516097,21.875305,13.720256,27.705718
Odaiba,2624,273645.000000,4,12,8,0.000000,0.000000,20.352641,21.607030,13.749100,27.440308
Odaiba,2625,273645.100000,4,12,8,0.000000,0.000000,20.350981,21.610386,13.766651,27.445418
Odaiba,2626,273645.200000,4,12,8,0.000000,0.000000,20.362688,21.620042,13.578838,27.380395
Odaiba,2627,273645.299999,4,12,8,0.000000,0.000000,20.383540,21.683225,13.585307,27.409654
Odaiba,2628,273645.399999,4,12,8,0.000000,0.000000,20.403112,21.737225,13.467124,27.656544
Odaiba,2629,273645.500000,4,12,8,0.000000,0.000000,20.371701,21.644533,13.672906,28.306480
Odaiba,2630,273645.600000,4,12,8,0.000000,0.000000,20.454752,21.862400,13.598794,28.036359
Odaiba,2631,273645.700000,4,12,8,0.000000,0.000000,20.478535,21.938316,13.631410,28.142035
Odaiba,2632,273645.799999,4,12,8,0.000000,0.000000,20.636581,22.083858,13.321441,28.051466
Odaiba,2633,273645.899999,4,12,8,0.000000,0.000000,20.587552,21.945761,13.430492,28.314962
Odaiba,2634,273646.000000,4,12,8,0.000000,0.000000,20.602519,21.967079,13.274473,28.814080
Odaiba,2635,273646.100000,4,12,8,0.000000,0.000000,20.588796,21.966736,13.410817,29.225634
Odaiba,2636,273646.200000,4,12,8,0.000000,0.000000,20.626664,22.068444,13.126191,28.862712
Odaiba,2637,273646.299999,4,12,8,0.000000,0.000000,20.625966,22.130078,13.147654,29.152978
Odaiba,2638,273646.399999,4,12,8,0.000000,0.000000,20.371196,21.854516,13.274723,29.134928
Odaiba,2639,273646.500000,4,12,8,0.000000,0.000000,20.448720,22.040339,13.094467,28.646761
Odaiba,2640,273646.600000,4,12,8,0.000000,0.000000,20.332030,21.913593,13.214287,29.101216
Odaiba,2641,273646.700000,4,12,8,0.000000,0.000000,20.283315,21.827111,13.305893,29.485445
Odaiba,2642,273646.799999,4,12,8,0.000000,0.000000,20.415423,22.064018,13.112979,29.423227
Odaiba,2643,273646.899999,4,12,8,0.000000,0.000000,20.346915,21.925908,13.336172,29.910190
Odaiba,2644,273647.000000,4,12,8,0.000000,0.000000,20.358125,22.064602,13.389763,29.331260
Odaiba,2645,273647.100000,4,12,8,0.000000,0.000000,20.429582,22.171094,13.386003,29.507455
Odaiba,2646,273647.200000,4,12,8,0.000000,0.000000,20.421048,22.053795,13.228382,29.929013
Odaiba,2647,273647.299999,4,12,8,0.000000,0.000000,20.426738,22.141861,13.148306,29.614805
Odaiba,2648,273647.399999,4,12,8,0.000000,0.000000,20.560218,22.179728,13.068044,29.140627
Odaiba,2649,273647.500000,4,12,8,0.000000,0.000000,20.606391,22.316498,13.029921,28.876713
Odaiba,2650,273647.600000,4,12,8,0.000000,0.000000,20.523650,22.116126,13.065355,29.397202
Odaiba,2651,273647.700000,4,12,8,0.000000,0.000000,20.561155,22.135738,13.177507,29.606097
Odaiba,2652,273647.799999,4,12,8,0.000000,0.000000,20.548060,22.157736,13.224472,30.691111
Odaiba,2653,273647.899999,4,12,8,0.000000,0.000000,20.507178,22.081282,13.417927,31.334579
Odaiba,2654,273648.000000,4,12,8,0.000000,0.000000,20.546723,22.180557,13.283215,30.844914
Odaiba,2655,273648.100000,4,12,8,0.000000,0.000000,20.551958,22.182287,13.273257,30.816711
Odaiba,2656,273654.399999,4,10,6,0.000000,0.000000,15.869529,19.058821,19.350610,15.672410
Odaiba,2657,273654.500000,4,10,6,0.000000,0.000000,15.856661,19.043380,19.325327,15.786025
Odaiba,2658,273659.200000,4,10,6,0.000000,0.000000,30.440483,32.922249,14.842654,64.820110
Odaiba,2659,273659.299999,4,10,6,0.000000,0.000000,29.965810,32.062666,14.691159,64.001591
Odaiba,2660,273659.399999,4,10,6,0.000000,0.000000,29.565417,31.140535,14.552641,63.022081
Odaiba,2661,273659.500000,4,10,6,0.000000,0.000000,29.538352,31.305051,14.660613,63.706099
Odaiba,2662,273659.600000,4,10,6,0.000000,0.000000,29.132060,30.668027,14.684082,62.159380
Odaiba,2663,273659.700000,4,10,6,0.000000,0.000000,29.246754,30.981953,14.868868,62.305723
Odaiba,2664,273659.799999,4,10,6,0.000000,0.000000,29.705388,31.631973,14.963067,62.233618
Odaiba,2665,273659.899999,4,10,6,0.000000,0.000000,29.802117,32.327065,15.570534,63.112906
Odaiba,2666,273660.000000,4,10,6,0.000000,0.000000,29.473421,32.149205,15.970374,61.917052
Odaiba,2667,273660.100000,4,10,6,0.000000,0.000000,29.326588,32.511916,16.633209,62.662471
Odaiba,2668,273660.600000,4,9,5,0.000000,0.000000,14.648294,15.194449,33.386629,230.676710
Odaiba,2669,273660.700000,4,9,5,0.000000,0.000000,14.690755,15.272140,33.427716,230.830925
Odaiba,2670,273660.800000,4,9,5,0.000000,0.000000,14.510550,14.970888,32.225178,77.217126
Odaiba,2671,273660.900000,4,9,5,0.000000,0.000000,14.553936,15.166316,32.253234,79.008418
Odaiba,2672,273661.000000,4,9,5,0.000000,0.000000,14.262591,14.605205,32.853671,38.252207
Odaiba,2673,273661.100000,4,9,5,0.000000,0.000000,14.201169,14.275605,32.783515,36.252543
Odaiba,2674,273661.199999,4,9,5,0.000000,0.000000,14.216912,14.980791,31.512254,272.536930
Odaiba,2675,273661.300000,4,9,5,0.000000,0.000000,14.292614,15.273206,31.374023,274.952659
Odaiba,2676,273661.399999,4,8,4,0.000000,0.000000,8.851078,8.962446,25.875735,497.253381
Odaiba,2677,273661.500000,4,8,4,0.000000,0.000000,9.056922,9.309042,25.822516,496.210355
Odaiba,2678,273662.000000,4,8,4,0.000000,0.000000,6.982922,7.522439,9.002008,1079.362528
Odaiba,2679,273662.100000,4,8,4,0.000000,0.000000,6.929545,7.430346,9.148332,1076.015600
Odaiba,2680,273664.200000,4,7,3,0.000000,0.000000,4.989287,5.225737,9.100670,819.360018
Odaiba,2681,273664.299999,4,7,3,0.000000,0.000000,5.000703,5.154197,9.109299,824.405421
Odaiba,2682,273664.400000,5,9,4,3.983888,4.003114,9.744503,9.970998,9.783589,12.318351
Odaiba,2683,273664.500000,5,9,4,4.026107,4.031074,9.659091,9.873061,9.706763,12.397325
Odaiba,2684,273666.000000,4,8,4,0.000000,0.000000,17.998418,18.036219,16.835932,32.174047
Odaiba,2685,273666.099999,4,8,4,0.000000,0.000000,18.034058,18.110427,16.715502,32.646310
Odaiba,2686,273666.200000,4,8,4,0.000000,0.000000,18.379238,18.379238,16.972995,32.991023
Odaiba,2687,273666.299999,4,8,4,0.000000,0.000000,18.387304,18.387304,16.958102,33.151191
Odaiba,2688,273666.400000,4,8,4,0.000000,0.000000,18.483018,18.521376,17.113743,34.561249
Odaiba,2689,273666.500000,4,8,4,0.000000,0.000000,18.387237,18.424949,16.904929,35.408771
