epoch,tow,ecef_x,ecef_y,ecef_z,error_m,sub50cm,fix,false_fix,source
2311,187932.199999094,-3960440.9061746825,3349303.4937609234,3699457.5884275315,0.6245963946230662,0,0,0,retained_production
2312,187932.40000009537,-3960440.4409,3349303.4248,3699458.2487,0.019275373007650056,1,0,0,pf_seeded_rtk_consensus
2313,187932.59999895096,-3960440.2259,3349303.5879,3699458.3302,0.008902808480738706,1,0,0,pf_seeded_rtk_consensus
2314,187932.79999995232,-3960440.0295,3349303.762,3699458.3936,0.052737178738314405,1,0,0,pf_seeded_rtk_consensus
2315,187933.0,-3960440.065893343,3349304.0514424997,3699457.990827838,0.6108389772727253,0,0,0,retained_production
2316,187933.199999094,-3960439.6516,3349304.0136,3699458.5744,0.04474907856860011,1,0,0,pf_seeded_rtk_consensus
2317,187933.40000009537,-3960439.4787,3349304.1342,3699458.6572,0.04439560787410422,1,0,0,pf_seeded_rtk_consensus
2318,187933.59999895096,-3960439.3051,3349304.2405,3699458.7296,0.04046998868771993,1,0,0,pf_seeded_rtk_consensus
2319,187933.79999995232,-3960439.373312546,3349304.5086923693,3699458.3027650644,0.6064004709009798,0,0,0,retained_production
2320,187934.0,-3960439.2125514057,3349304.602314984,3699458.3769227294,0.5950986930551452,0,0,0,retained_production
2321,187934.199999094,-3960439.0515936776,3349304.683889099,3699458.4225693443,0.6025743183246738,0,0,0,retained_production
2322,187934.40000009537,-3960438.926702403,3349304.7001875914,3699458.5541253826,0.5282956717923583,0,0,0,retained_production
2323,187934.59999895096,-3960438.804443966,3349304.688841415,3699458.7055281103,0.44519912482452373,1,0,0,retained_production
2324,187934.79999995232,-3960438.681142889,3349304.8044018038,3699458.7405677857,0.46606234512402,1,0,0,retained_production
2325,187935.0,-3960438.5437822165,3349304.9185617534,3699458.754098222,0.4972574947126197,1,0,0,retained_production
2326,187935.199999094,-3960438.443988705,3349304.9370205496,3699458.8790334286,0.441420827012718,1,0,0,retained_production
2327,187935.40000009537,-3960438.326927147,3349305.043447394,3699458.897984432,0.46784541701379984,1,0,0,retained_production
2328,187935.59999895096,-3960438.2109335256,3349305.1478756745,3699458.906311142,0.5009162611549066,0,0,0,retained_production
2329,187935.79999995232,-3960438.1012853994,3349305.192374354,3699458.963485787,0.4838364780734879,1,0,0,retained_production
2330,187936.0,-3960438.017200466,3349305.2289338144,3699459.028997024,0.466954775126051,1,0,0,retained_production
2331,187936.199999094,-3960437.935979744,3349305.221601202,3699459.127944815,0.4212404467509142,1,0,0,retained_production
2332,187936.39999890327,-3960437.85882222,3349305.2246818356,3699459.204720354,0.40203763469336334,1,0,0,retained_production
2333,187936.59999990463,-3960437.78996386,3349305.27792111,3699459.241408915,0.4024882826444291,1,0,0,retained_production
2334,187936.79999995232,-3960437.7162722033,3349305.3267926048,3699459.2715105154,0.4012043613447217,1,0,0,retained_production
2335,187937.0,-3960437.6578688817,3349305.3712534863,3699459.3126214254,0.39765729231135555,1,0,0,retained_production
2336,187937.199999094,-3960437.567931013,3349305.3633811083,3699459.350608468,0.3936398036439942,1,0,0,retained_production
2337,187937.39999890327,-3960437.5347796744,3349305.3999746917,3699459.40939288,0.3911193919771005,1,0,0,retained_production
2338,187937.59999990463,-3960437.472085521,3349305.4441364114,3699459.4336698805,0.385849588103095,1,0,0,retained_production
2339,187937.79999995232,-3960437.427371944,3349305.47460801,3699459.464934292,0.39231698244827046,1,0,0,retained_production
2340,187938.0,-3960437.385163245,3349305.4822027474,3699459.5266345623,0.3880336251173876,1,0,0,retained_production
2341,187938.199999094,-3960437.3466983926,3349305.5083112717,3699459.567803825,0.3892956242286438,1,0,0,retained_production
2342,187938.39999890327,-3960437.3111652476,3349305.590659808,3699459.5512837316,0.3943899814526461,1,0,0,retained_production
2343,187938.59999990463,-3960437.28014594,3349305.6045081085,3699459.5903282524,0.39933315930958024,1,0,0,retained_production
2344,187938.79999995232,-3960437.2393889315,3349305.6116816713,3699459.630290348,0.39711822935148683,1,0,0,retained_production
2345,187939.0,-3960437.2076337575,3349305.625092018,3699459.6648506275,0.40041787619986624,1,0,0,retained_production
2346,187939.199999094,-3960437.1623132294,3349305.661647064,3699459.663639233,0.395670731728541,1,0,0,retained_production
2347,187939.39999890327,-3960437.124239388,3349305.6737842048,3699459.6690032613,0.40159497192325944,1,0,0,retained_production
2348,187939.59999990463,-3960437.090496014,3349305.687118332,3699459.6831679503,0.40349027906947654,1,0,0,retained_production
2349,187939.79999995232,-3960437.052877684,3349305.687837406,3699459.698896157,0.4054260033724531,1,0,0,retained_production
2350,187940.0,-3960437.025323594,3349305.692286404,3699459.712492092,0.410257918899863,1,0,0,retained_production
2351,187940.199999094,-3960436.9968522256,3349305.7036940223,3699459.7151341033,0.4134580894736899,1,0,0,retained_production
2352,187940.39999890327,-3960436.9774261606,3349305.7373625296,3699459.7091708463,0.41022311334756567,1,0,0,retained_production
2353,187940.59999990463,-3960436.9714742047,3349305.735284571,3699459.7312688623,0.4104523115053476,1,0,0,retained_production
2354,187940.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2355,187941.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2356,187941.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2357,187941.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2358,187941.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2359,187941.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2360,187942.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2361,187942.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2362,187942.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2363,187942.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2364,187942.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2365,187943.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2366,187943.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2367,187943.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2368,187943.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2369,187943.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2370,187944.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2371,187944.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2372,187944.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2373,187944.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2374,187944.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2375,187945.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2376,187945.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2377,187945.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2378,187945.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2379,187945.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2380,187946.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2381,187946.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2382,187946.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2383,187946.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2384,187946.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2385,187947.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2386,187947.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2387,187947.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2388,187947.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2389,187947.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2390,187948.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2391,187948.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2392,187948.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2393,187948.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2394,187948.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2395,187949.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2396,187949.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2397,187949.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2398,187949.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2399,187949.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2400,187950.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2401,187950.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2402,187950.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2403,187950.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2404,187950.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2405,187951.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2406,187951.199999094,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2407,187951.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2408,187951.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2409,187951.79999995232,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2410,187952.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2411,187952.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2412,187952.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2413,187952.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2414,187952.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2415,187953.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2416,187953.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2417,187953.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2418,187953.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2419,187953.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2420,187954.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2421,187954.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2422,187954.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2423,187954.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2424,187954.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2425,187955.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2426,187955.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2427,187955.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2428,187955.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2429,187955.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2430,187956.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2431,187956.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2432,187956.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2433,187956.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2434,187956.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2435,187957.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2436,187957.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2437,187957.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2438,187957.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2439,187957.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2440,187958.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2441,187958.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2442,187958.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2443,187958.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2444,187958.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2445,187959.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2446,187959.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2447,187959.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2448,187959.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2449,187959.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2450,187960.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2451,187960.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2452,187960.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2453,187960.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2454,187960.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2455,187961.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2456,187961.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2457,187961.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2458,187961.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2459,187961.79999899864,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2460,187962.0,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4098717371297288,1,0,0,retained_production
2461,187962.20000004768,-3960436.97244562,3349305.732103542,3699459.7376228156,0.41111497810419356,1,0,0,retained_production
2462,187962.39999890327,-3960436.97244562,3349305.732103542,3699459.7376228156,0.41111497810419356,1,0,0,retained_production
2463,187962.59999990463,-3960436.97244562,3349305.732103542,3699459.7376228156,0.4140756547131757,1,0,0,retained_production
2464,187962.79999899864,-3960436.9575836645,3349305.729266438,3699459.7437201273,0.4146999559795788,1,0,0,retained_production
2465,187963.0,-3960436.9335158244,3349305.743572363,3699459.749287313,0.4135046291598555,1,0,0,retained_production
2466,187963.20000004768,-3960436.903663786,3349305.751914116,3699459.7687518657,0.4177927555627758,1,0,0,retained_production
2467,187963.39999890327,-3960436.874590211,3349305.766822634,3699459.805863357,0.4253976063600747,1,0,0,retained_production
2468,187963.59999990463,-3960436.82350484,3349305.797842893,3699459.8349964223,0.4258914072313056,1,0,0,retained_production
2469,187963.79999899864,-3960436.7687204788,3349305.8317906377,3699459.8615266136,0.43472480959465265,1,0,0,retained_production
2470,187964.0,-3960436.6854929156,3349305.880808208,3699459.8863682207,0.4283830097823796,1,0,0,retained_production
2471,187964.20000004768,-3960436.605227375,3349306.0012894915,3699459.8642546255,0.41861867780748724,1,0,0,retained_production
2472,187964.39999890327,-3960436.514458537,3349305.9816819956,3699459.9699688447,0.4362593292982107,1,0,0,retained_production
2473,187964.59999990463,-3960436.421394952,3349306.049276908,3699460.0164909526,0.4410231645394239,1,0,0,retained_production
2474,187964.79999899864,-3960436.302386968,3349306.127209122,3699460.059429182,0.43714804404962126,1,0,0,retained_production
2475,187965.0,-3960436.174536197,3349306.210393218,3699460.114158427,0.4412273391195079,1,0,0,retained_production
2476,187965.20000004768,-3960436.0130722485,3349306.18660952,3699460.273502257,0.5028705483971346,0,0,0,retained_production
2477,187965.39999890327,-3960435.824824953,3349306.2510522082,3699460.4013620657,0.5450872930502834,0,0,0,retained_production
2478,187965.59999990463,-3960435.6069009397,3349306.3678652234,3699460.554093158,0.5767269625808058,0,0,0,retained_production
2479,187965.79999899864,-3960435.2686144053,3349306.537177409,3699460.560042689,0.5723734009239677,0,0,0,retained_production
2480,187966.0,-3960434.9397454266,3349306.754016988,3699460.690703509,0.572658144530259,0,0,0,retained_production
2481,187966.20000004768,-3960434.5713866325,3349307.0036156424,3699460.860740655,0.5664668712278561,0,0,0,retained_production
2482,187966.39999890327,-3960434.1665617344,3349307.077551134,3699461.1933304784,0.7298787499174076,0,0,0,retained_production
2483,187966.59999990463,-3960433.722344851,3349307.188613269,3699461.508195775,0.8996848209368086,0,0,0,retained_production
2484,187966.79999899864,-3960433.280465923,3349307.532380045,3699461.6893302863,0.8537128222444259,0,0,0,retained_production
2485,187967.0,-3960432.7947901115,3349307.8193089426,3699461.924817005,0.8779277533071708,0,0,0,retained_production
2486,187967.20000004768,-3960432.2981247273,3349308.1350507094,3699462.173451366,0.8977785617144958,0,0,0,retained_production
2487,187967.39999890327,-3960431.7611921853,3349308.5038636727,3699462.394095601,0.8726785819974641,0,0,0,retained_production
2488,187967.59999990463,-3960431.206212872,3349308.7841711855,3699462.7076993687,0.9648668906215162,0,0,0,retained_production
2489,187967.79999899864,-3960430.508453974,3349309.3216427225,3699462.9536804715,0.7930205212114902,0,0,0,retained_production
2490,187968.0,-3960429.7487101196,3349309.9154014545,3699463.2215462686,0.6107679041983883,0,0,0,retained_production
2491,187968.20000004768,-3960428.9779285905,3349310.537800222,3699463.481756164,0.45961282331203673,1,0,0,retained_production
2492,187968.39999890327,-3960428.158632208,3349311.2142738416,3699463.75142448,0.3837799291929226,1,0,0,retained_production
2493,187968.59999990463,-3960427.4111190033,3349311.72953652,3699464.0907895053,0.37222970499691055,1,0,0,retained_production
2494,187968.79999899864,-3960426.6142492285,3349312.237011031,3699464.476958115,0.3857969195288297,1,0,0,retained_production
2495,187969.0,-3960425.7962187347,3349312.7862923276,3699464.9097945197,0.38014063679774357,1,0,0,retained_production
2496,187969.20000004768,-3960424.891864499,3349313.379863932,3699465.2917413805,0.3839720326541166,1,0,0,retained_production
2497,187969.39999890327,-3960423.9433481605,3349313.995469797,3699465.731518197,0.4034936388386206,1,0,0,retained_production
2498,187969.59999990463,-3960422.848068419,3349314.8128932877,3699466.1454245173,0.4515856171521592,1,0,0,retained_production
2499,187969.79999899864,-3960421.7092999863,3349315.6204909673,3699466.6086366326,0.5847942365257192,0,0,0,retained_production
2500,187970.0,-3960420.66298022,3349316.182445954,3699467.1832306334,0.6110185554552883,0,0,0,retained_production
2501,187970.20000004768,-3960419.571209534,3349316.8872062764,3699467.665558663,0.6296245649970844,0,0,0,retained_production
2502,187970.39999890327,-3960418.3338453686,3349317.828446272,3699468.083543723,0.7512279850040419,0,0,0,retained_production
2503,187970.59999990463,-3960417.182129812,3349318.5738392565,3699468.5692706155,0.7680239418782905,0,0,0,retained_production
2504,187970.79999899864,-3960416.0196394376,3349319.3509177864,3699469.1032276517,0.7737595411574494,0,0,0,retained_production
2505,187971.0,-3960414.8344394863,3349320.125572327,3699469.6441465723,0.777097241377346,0,0,0,retained_production
2506,187971.20000004768,-3960413.6513196914,3349320.9284179006,3699470.203780883,0.7617618859778773,0,0,0,retained_production
2507,187971.39999890327,-3960412.4146011784,3349321.729578582,3699470.761824828,0.7739834876464382,0,0,0,retained_production
2508,187971.59999990463,-3960411.2286340203,3349322.5717089614,3699471.3751811385,0.7334442735519812,0,0,0,retained_production
2509,187971.79999899864,-3960410.080463531,3349323.4230956547,3699472.0108435294,0.6534809463185726,0,0,0,retained_production
2510,187972.0,-3960408.894658394,3349324.2926602126,3699472.6417835206,0.6076917446520219,0,0,0,retained_production
2511,187972.20000004768,-3960407.645854613,3349325.129311133,3699473.292173789,0.6149131956936595,0,0,0,retained_production
2512,187972.39999890327,-3960406.284292275,3349325.9729594667,3699473.797286062,0.6338011818672913,0,0,0,retained_production
2513,187972.59999990463,-3960405.1169275865,3349326.8818856096,3699474.50644455,0.5892104079484599,0,0,0,retained_production
2514,187972.79999899864,-3960403.828418583,3349327.7541479375,3699475.189282171,0.6284272226374623,0,0,0,retained_production
2515,187973.0,-3960402.605123866,3349328.665160156,3699475.8466779455,0.6169549189684602,0,0,0,retained_production
2516,187973.20000004768,-3960401.1225693696,3349329.8956798436,3699476.4990307908,0.8646761184242185,0,0,0,retained_production
2517,187973.39999890327,-3960399.814068461,3349330.877805851,3699477.184729737,0.9381007362784163,0,0,0,retained_production
2518,187973.59999990463,-3960398.4508698173,3349331.7833562787,3699477.804510515,0.9372684343043739,0,0,0,retained_production
2519,187973.79999899864,-3960397.06922728,3349332.693060775,3699478.4235451557,0.935384552517761,0,0,0,retained_production
2520,187974.0,-3960395.4957185304,3349333.875631859,3699479.009082462,1.1624725450568185,0,0,0,retained_production
2521,187974.20000004768,-3960393.9175605266,3349335.0666425754,3699479.5941748014,1.4229029938020807,0,0,0,retained_production
2522,187974.39999890327,-3960392.5183250164,3349336.0044958456,3699480.2132164123,1.4205903956435622,0,0,0,retained_production
2523,187974.59999990463,-3960391.124294151,3349336.936298793,3699480.844663826,1.4211678908083467,0,0,0,retained_production
2524,187974.79999899864,-3960389.7396925073,3349337.8561516115,3699481.4809588967,1.415840077740697,0,0,0,retained_production
2525,187975.0,-3960388.361078746,3349338.787920208,3699482.100934953,1.4147681044851856,0,0,0,retained_production
2526,187975.20000004768,-3960386.9848697083,3349339.717368449,3699482.7150066453,1.4163938513852972,0,0,0,retained_production
2527,187975.39999890327,-3960385.6264630295,3349340.625133925,3699483.3514075796,1.4141676670763483,0,0,0,retained_production
2528,187975.59999990463,-3960384.274109964,3349341.536174762,3699483.9550285465,1.410797325384819,0,0,0,retained_production
2529,187975.79999899864,-3960382.927432435,3349342.4480056064,3699484.5552608967,1.4113801945699287,0,0,0,retained_production
2530,187976.0,-3960381.602869103,3349343.331590238,3699485.163864328,1.4013091569719969,0,0,0,retained_production
2531,187976.20000004768,-3960380.2935426217,3349344.234055537,3699485.764820391,1.402708925610452,0,0,0,retained_production
2532,187976.39999890327,-3960378.9923453964,3349345.135677248,3699486.358359668,1.405674727141454,0,0,0,retained_production
2533,187976.59999990463,-3960377.7023895443,3349346.0271293977,3699486.936571451,1.4072682412222868,0,0,0,retained_production
2534,187976.79999899864,-3960376.2933275234,3349347.135692242,3699487.4719896484,1.6408275645791313,0,0,0,retained_production
2535,187977.0,-3960374.894185821,3349348.2361828987,3699488.0244652084,1.8920223842743182,0,0,0,retained_production
2536,187977.20000004768,-3960373.5209806603,3349349.318747812,3699488.5857631345,2.1203072302553614,0,0,0,retained_production
2537,187977.39999890327,-3960372.145468037,3349350.402677287,3699489.1686706776,2.363710160336003,0,0,0,retained_production
2538,187977.59999990463,-3960370.9126417683,3349351.250642135,3699489.826934157,2.3433549837270586,0,0,0,retained_production
2539,187977.79999899864,-3960369.6050369726,3349352.11069121,3699490.417325733,2.347002320293933,0,0,0,retained_production
2540,187978.0,-3960368.1713296557,3349353.194072031,3699490.952937594,2.583728921200489,0,0,0,retained_production
2541,187978.20000004768,-3960366.7211889303,3349354.2919438747,3699491.4995579375,2.8427430817356836,0,0,0,retained_production
2542,187978.39999890327,-3960365.252313554,3349355.4060764187,3699492.0580493123,3.1208201362013184,0,0,0,retained_production
2543,187978.59999990463,-3960363.921641254,3349356.2926974813,3699492.6751959003,3.123966875981261,0,0,0,retained_production
2544,187978.79999899864,-3960362.585697083,3349357.1785714175,3699493.268921855,3.118856499085527,0,0,0,retained_production
2545,187979.0,-3960361.241821932,3349358.07538864,3699493.9001715165,3.1157936447755,0,0,0,retained_production
2546,187979.20000004768,-3960359.8818065356,3349358.9867826914,3699494.515740825,3.1172474972553395,0,0,0,retained_production
2547,187979.39999890327,-3960358.50095332,3349359.901870526,3699495.1477814764,3.121383318210815,0,0,0,retained_production
2548,187979.59999990463,-3960357.1087524085,3349360.829075822,3699495.7899880884,3.117215284197733,0,0,0,retained_production
2549,187979.79999899864,-3960355.6976151206,3349361.7705205996,3699496.4421049077,3.117018395583987,0,0,0,retained_production
2550,187980.0,-3960354.2728498834,3349362.7268940704,3699497.1214668616,3.1108372827957322,0,0,0,retained_production
2551,187980.20000004768,-3960352.7622356056,3349363.695474111,3699497.741303253,3.114783973167937,0,0,0,retained_production
2552,187980.40000009537,-3960351.276001798,3349364.699656492,3699498.453920937,3.1136601808671998,0,0,0,retained_production
2553,187980.59999990463,-3960349.7546867765,3349365.696528246,3699499.132023915,3.1073057362414507,0,0,0,retained_production
2554,187980.79999995232,-3960348.2052371227,3349366.7741582,3699499.8319381312,3.1429398712479593,0,0,0,retained_production
2555,187981.0,-3960346.657244921,3349367.8814114314,3699500.5390292867,3.19070717436472,0,0,0,retained_production
2556,187981.199999094,-3960345.0844836645,3349369.022139422,3699501.207041271,3.255836783626437,0,0,0,retained_production
