tow,lat_deg,lon_deg,height_m,ecef_x,ecef_y,ecef_z,fix
187689.800,35.67265598,139.79506078,64.0890,-3961762.407814,3348534.272223,3698784.102278,0
187690.000,35.67264221,139.79509786,72.0045,-3961770.166869,3348536.434611,3698787.476231,0
187690.200,35.67264256,139.79509734,72.8131,-3961770.620653,3348536.880264,3698787.979250,0
187690.400,35.67264216,139.79509852,72.3027,-3961770.392337,3348536.547564,3698787.646103,0
187690.600,35.67264062,139.79509824,71.9979,-3961770.263500,3348536.471143,3698787.329339,0
187690.800,35.67264126,139.79510222,72.1640,-3961770.567627,3348536.256480,3698787.483576,0
187691.000,35.67264183,139.79510289,72.3019,-3961770.664251,3348536.258485,3698787.615365,0
187691.200,35.67264260,139.79510370,72.4338,-3961770.755117,3348536.239809,3698787.761805,0
187691.400,35.67264294,139.79510369,72.7920,-3961770.959534,3348536.414264,3698788.001581,0
187691.600,35.67264743,139.79510560,72.2449,-3961770.510374,3348535.807538,3698788.086981,0
187691.800,35.67264916,139.79510812,71.8772,-3961770.344112,3348535.367876,3698788.028685,0
187692.000,35.67264870,139.79510650,72.0852,-3961770.401115,3348535.608100,3698788.108563,0
187692.200,35.67264718,139.79509644,72.4748,-3961770.129712,3348536.572071,3698788.198592,0
187692.400,35.67265003,139.79509531,72.6008,-3961770.000924,3348536.597451,3698788.528890,0
187692.600,35.67264928,139.79509492,72.8284,-3961770.156898,3348536.774499,3698788.594088,0
187692.800,35.67264688,139.79509021,73.4014,-3961770.355418,3348537.500610,3698788.712440,0
187693.000,35.67265121,139.79508889,73.1054,-3961769.880481,3348537.256136,3698788.930050,0
187693.200,35.67265142,139.79508877,73.2796,-3961769.971238,3348537.347247,3698789.050337,0
187693.400,35.67265285,139.79509020,73.6163,-3961770.192853,3348537.364860,3698789.375991,0
187693.600,35.67265482,139.79509147,73.4896,-3961770.091534,3348537.128712,3698789.478958,0
187693.800,35.67265676,139.79509369,73.0159,-3961769.831498,3348536.645663,3698789.377552,0
187694.000,35.67265614,139.79509368,72.7731,-3961769.710730,3348536.545402,3698789.180002,0
187694.200,35.67265612,139.79509195,73.0232,-3961769.765423,3348536.796385,3698789.324838,0
187694.400,35.67265681,139.79508846,73.2642,-3961769.677210,3348537.135224,3698789.527391,0
187694.600,35.67265674,139.79509039,73.2595,-3961769.790753,3348537.002508,3698789.517757,0
187694.800,35.67266235,139.79509018,72.9591,-3961769.314850,3348536.625220,3698789.848347,0
187695.000,35.67266004,139.79508570,73.4220,-3961769.454114,3348537.273913,3698789.910614,0
187695.200,35.67266171,139.79508492,73.0985,-3961769.125579,3348537.088289,3698789.872318,0
187695.400,35.67266354,139.79508474,72.7687,-3961768.819860,3348536.851934,3698789.844466,0
187695.600,35.67266318,139.79508314,73.0816,-3961768.938655,3348537.141284,3698789.994451,0
187695.800,35.67266163,139.79508096,73.2688,-3961769.003589,3348537.455280,3698789.964147,0
187696.000,35.67266356,139.79507720,72.7603,-3961768.372926,3348537.367918,3698789.841625,0
187696.200,35.67266443,139.79507765,72.3525,-3961768.103250,3348537.086374,3698789.682474,0
187696.400,35.67266420,139.79507992,72.3129,-3961768.222665,3348536.918656,3698789.638318,0
187696.600,35.67266627,139.79507918,72.2358,-3961768.029148,3348536.842685,3698789.780275,0
187696.800,35.67266968,139.79507590,72.2784,-3961767.695098,3348536.949388,3698790.112778,0
187697.000,35.67266979,139.79507138,72.4347,-3961767.523406,3348537.339112,3698790.213055,0
187697.200,35.67267042,139.79506606,72.0359,-3961766.933725,3348537.471265,3698790.037728,0
187697.400,35.67266891,139.79506098,68.7223,-3961764.655522,3348536.148410,3698787.968951,0
187697.600,35.67250964,139.79500407,35.1291,-3961748.357828,3348529.119177,3698754.023448,0
187697.800,35.67250423,139.79499650,32.4211,-3961746.502115,3348528.448622,3698751.957030,0
187698.000,35.67249959,139.79498649,32.4085,-3961746.139020,3348529.328087,3698751.530842,0
187698.200,35.67250868,139.79498620,33.0621,-3961746.078013,3348529.311582,3698752.731461,0
187698.400,35.67251036,139.79497990,33.7411,-3961746.048014,3348530.032856,3698753.279023,0
187698.600,35.67244055,139.79491094,34.2629,-3961745.791659,3348537.990485,3698747.290676,0
187698.800,35.67242883,139.79489862,33.6252,-3961745.255066,3348538.997615,3698745.862349,0
187699.000,35.67250400,139.79495894,33.3730,-3961744.908951,3348531.554754,3698752.491130,0
187699.200,35.67251632,139.79496233,34.0611,-3961744.925289,3348531.166905,3698754.002582,0
187699.400,35.67251305,139.79495255,33.7622,-3961744.329977,3348531.822815,3698753.533429,0
187699.600,35.67252029,139.79494567,34.5368,-3961744.051091,3348532.401830,3698754.637767,0
187699.800,35.67246056,139.79488374,34.7566,-3961743.519280,3348539.294206,3698749.382623,0
187700.000,35.67253504,139.79493093,34.6815,-3961742.550427,3348532.880985,3698756.051773,0
187700.200,35.67254142,139.79492381,35.7546,-3961742.484957,3348533.669601,3698757.252438,0
187700.400,35.67248006,139.79486600,35.2519,-3961741.825973,3348539.966250,3698751.429082,0
187700.600,35.67248763,139.79486122,37.5322,-3961742.587645,3348541.176663,3698753.440537,0
187700.800,35.67272002,139.79497545,68.2100,-3961756.813089,3348539.659408,3698792.276933,0
187701.000,35.67274528,139.79497965,71.7717,-3961758.019753,3348540.181314,3698796.631503,0
187701.200,35.67274743,139.79496768,71.8690,-3961757.274401,3348540.970088,3698796.881941,0
187701.400,35.67273176,139.79494460,72.4321,-3961757.049723,3348543.516101,3698795.797215,0
187701.600,35.67239148,139.79468477,84.9188,-3961766.426432,3348582.242739,3698772.408389,0
187701.800,35.67271396,139.79490457,73.9525,-3961756.532958,3348547.824810,3698795.079553,0
187702.000,35.67272125,139.79489393,74.6882,-3961756.007700,3348548.641632,3698796.165559,0
187702.200,35.67270886,139.79486905,75.8097,-3961755.861514,3348551.467409,3698795.703008,0
187702.400,35.67271605,139.79485850,75.6102,-3961754.765567,3348551.791884,3698796.235219,0
187702.600,35.67267515,139.79481227,76.9144,-3961754.894084,3348557.381037,3698793.308928,0
187702.800,35.67268740,139.79480427,76.4445,-3961753.529902,3348557.175511,3698794.139311,0
187703.000,35.67269311,139.79479221,76.4160,-3961752.525526,3348557.756361,3698794.636611,0
187703.200,35.67241657,139.79457607,86.1315,-3961759.586376,3348589.347147,3698775.376592,0
187703.400,35.67266249,139.79473632,77.0386,-3961751.158333,3348563.226137,3698792.240171,0
187703.600,35.67241030,139.79453466,86.0249,-3961757.409936,3348592.416184,3698774.749530,0
187703.800,35.67242877,139.79452836,86.9477,-3961756.701503,3348592.563919,3698776.952743,0
187704.000,35.67283667,139.79479533,84.4726,-3961750.611947,3348555.769005,3698812.275229,0
187704.200,35.67272771,139.79470283,79.4616,-3961747.481518,3348564.088501,3698799.531607,0
187704.400,35.67284481,139.79476051,85.6592,-3961748.911107,3348558.459134,3698813.700551,0
187704.600,35.67285590,139.79474474,86.6029,-3961748.026685,3348559.581604,3698815.250392,0
187704.800,35.67286678,139.79473085,87.4679,-3961747.213914,3348560.540956,3698816.735655,0
187705.000,35.67287680,139.79471669,87.5500,-3961745.942038,3348561.144366,3698817.686945,0
187705.200,35.67288180,139.79470064,86.5712,-3961744.149642,3348561.531757,3698817.567064,0
187705.400,35.67287919,139.79467760,86.6340,-3961742.970743,3348563.267646,3698817.368175,0
187705.600,35.67287698,139.79465528,85.8185,-3961741.269577,3348564.475400,3698816.693548,0
187705.800,35.67275912,139.79455657,78.5692,-3961736.827276,3348572.421594,3698801.842945,0
187706.000,35.67275945,139.79453402,78.7292,-3961735.592474,3348574.051338,3698801.965467,0
187706.200,35.67287737,139.79459193,85.8558,-3961737.571440,3348568.859212,3698816.749839,0
187706.400,35.67288263,139.79457473,86.4441,-3961736.671094,3348570.137446,3698817.567156,0
187706.600,35.67277354,139.79447978,80.6610,-3961732.924598,3348578.226205,3698804.362256,0
187706.800,35.67288761,139.79453311,87.3493,-3961734.553798,3348573.281617,3698818.544511,0
187707.000,35.67289321,139.79451595,87.5958,-3961733.427754,3348574.363216,3698819.192626,0
187707.200,35.67291239,139.79450711,87.9801,-3961732.201904,3348574.374858,3698821.145363,0
187707.400,35.67291673,139.79448849,87.3190,-3961730.488440,3348575.134987,3698821.151069,0
187707.600,35.67278961,139.79438224,80.1903,-3961726.137944,3348584.052224,3698805.536531,0
187707.800,35.67279085,139.79436237,78.7843,-3961724.042935,3348584.637356,3698804.828272,0
187708.000,35.67280147,139.79434915,78.2821,-3961722.434502,3348584.844467,3698805.492051,0
187708.200,35.67281964,139.79433852,77.5744,-3961720.476090,3348584.449383,3698806.717356,0
187708.400,35.67286146,139.79435408,76.0227,-3961718.355618,3348580.813320,3698809.582181,0
187708.600,35.67287633,139.79434201,76.0221,-3961716.915091,3348581.026166,3698810.922351,0
187708.800,35.67288660,139.79432596,76.3270,-3961715.658836,3348581.867239,3698812.025286,0
187709.000,35.67291733,139.79432712,77.3566,-3961714.847008,3348581.042763,3698815.396057,0
187709.200,35.67307246,139.79441355,84.6461,-3961716.754937,3348572.410237,3698833.629040,0
187709.400,35.67308768,139.79440426,84.4190,-3961715.319021,3348572.297529,3698834.868639,0
187709.600,35.67309684,139.79438791,83.4494,-3961713.309276,3348572.537056,3698835.128695,0
187709.800,35.67310291,139.79437248,82.5540,-3961711.551646,3348572.881134,3698835.153838,0
187710.000,35.67310718,139.79434841,82.3190,-3961709.788358,3348574.243673,3698835.401511,0
187710.200,35.67312128,139.79433852,81.9683,-3961708.296022,3348574.154520,3698836.468078,0
187710.400,35.67311081,139.79430622,85.7307,-3961709.260270,3348578.798408,3698837.717912,0
187710.600,35.67306668,139.79423746,93.4993,-3961712.242079,3348589.469560,3698838.271204,0
187710.800,35.67308000,139.79422419,94.3733,-3961711.350297,3348590.289708,3698839.981165,0
187711.000,35.67308538,139.79420839,93.2920,-3961709.490623,3348590.589918,3698839.835441,0
187711.200,35.67292350,139.79407821,82.7312,-3961703.329447,3348600.814946,3698819.085722,0
187711.400,35.67308905,139.79417007,92.2969,-3961706.451698,3348592.564962,3698839.586058,0
187711.600,35.67309866,139.79415209,93.2050,-3961705.489870,3348593.882523,3698840.981716,0
187711.800,35.67310531,139.79413154,90.4791,-3961702.268857,3348593.596727,3698839.991318,0
187712.000,35.67293508,139.79404891,53.9094,-3961683.163269,3348587.242585,3698803.321925,0
187712.200,35.67295574,139.79404215,53.2343,-3961681.327706,3348586.493197,3698804.791035,0
187712.400,35.67295653,139.79402561,51.1580,-3961679.034271,3348586.515182,3698803.650888,0
187712.600,35.67295777,139.79400211,51.5757,-3961677.858706,3348588.306640,3698804.006740,0
187712.800,35.67296827,139.79399043,52.0456,-3961676.948903,3348588.922367,3698805.226860,0
187713.000,35.67299826,139.79403867,48.8226,-3961676.286385,3348582.644670,3698806.050138,0
187713.200,35.67300031,139.79402119,49.0869,-3961675.327738,3348583.905977,3698806.389017,0
187713.400,35.67299928,139.79400115,48.7080,-3961673.971836,3348585.135803,3698806.075937,0
187713.600,35.67281721,139.79381496,51.8129,-3961674.013960,3348607.242476,3698791.475690,0
187713.800,35.67277037,139.79373033,54.4773,-3961673.035537,3348616.448565,3698788.806919,0
187714.000,35.67279514,139.79373511,54.0671,-3961671.836689,3348614.868014,3698790.800269,0
187714.200,35.67303111,139.79390923,55.0412,-3961670.956390,3348593.482855,3698812.638094,0
187714.400,35.67303423,139.79389426,54.9915,-3961669.896251,3348594.362067,3698812.890141,0
187714.600,35.67281462,139.79369515,57.3249,-3961670.559579,3348618.525277,3698794.456692,0
187714.800,35.67303811,139.79386545,55.7306,-3961668.479570,3348596.579286,3698813.670912,0
187715.000,35.67300815,139.79382968,55.1893,-3961667.533229,3348600.020367,3698810.655033,0
187715.200,35.67306650,139.79390763,51.6442,-3961667.006448,3348590.334125,3698813.846692,0
187715.400,35.67307841,139.79390178,52.2086,-3961666.425897,3348590.537269,3698815.249462,0
187715.600,35.67304240,139.79379285,60.6169,-3961667.056161,3348603.982909,3698816.906489,0
187715.800,35.67324161,139.79386429,96.6389,-3961683.736187,3348609.612170,3698855.868879,0
187716.000,35.67325760,139.79386231,100.0585,-3961684.951267,3348610.874513,3698859.304951,0
187716.200,35.67326983,139.79385980,100.3376,-3961684.373618,3348610.683895,3698860.569488,0
187716.400,35.67327451,139.79385479,99.9635,-3961683.617387,3348610.638630,3698860.773183,0
187716.600,35.67327934,139.79384891,99.8596,-3961682.970933,3348610.788703,3698861.147799,0
187716.800,35.67328398,139.79384031,100.3640,-3961682.551895,3348611.454068,3698861.860362,0
187717.000,35.67329036,139.79383368,100.9002,-3961682.181689,3348611.927133,3698862.748248,0
187717.200,35.67329273,139.79382612,100.6115,-3961681.443082,3348612.199904,3698862.793697,0
187717.400,35.67330644,139.79383390,99.8499,-3961680.748141,3348610.689796,3698863.584933,0
187717.600,35.67330163,139.79382160,99.5748,-3961680.095952,3348611.596698,3698862.991517,0
187717.800,35.67329711,139.79380382,100.1737,-3961679.652320,3348613.329098,3698862.932696,0
187718.000,35.67329423,139.79378961,100.7036,-3961679.292646,3348614.710053,3698862.982118,0
187718.200,35.67329659,139.79378299,100.7493,-3961678.817303,3348615.093223,3698863.221588,0
187718.400,35.67330190,139.79377725,100.8886,-3961678.306052,3348615.340713,3698863.781888,0
187718.600,35.67330085,139.79376888,100.6148,-3961677.698908,3348615.820043,3698863.527247,0
187718.800,35.67331056,139.79376915,100.9583,-3961677.447822,3348615.575774,3698864.603110,0
187719.000,35.67331453,139.79376248,101.4000,-3961677.135885,3348616.102681,3698865.218617,0
187719.200,35.67331036,139.79375280,100.5816,-3961676.268739,3348616.516953,3698864.365236,0
187719.400,35.67330239,139.79373821,99.8610,-3961675.363034,3348617.480936,3698863.226136,0
187719.600,35.67331137,139.79373455,99.1703,-3961674.276259,3348616.996844,3698863.633261,0
187719.800,35.67330033,139.79371945,95.3422,-3961671.564090,3348616.494776,3698860.405800,0
187720.000,35.67310845,139.79363756,59.7346,-3961654.168642,3348611.498396,3698822.346012,0
187720.200,35.67331737,139.79371669,96.0363,-3961670.992091,3348616.337447,3698862.346065,0
187720.400,35.67331779,139.79370897,99.0430,-3961672.384999,3348618.430518,3698864.137929,0
187720.600,35.67332310,139.79370487,99.8551,-3961672.387088,3348618.917693,3698865.090112,0
187720.800,35.67333805,139.79371113,100.7266,-3961672.554776,3348618.317589,3698866.945751,0
187721.000,35.67333956,139.79370566,101.1073,-3961672.396493,3348618.832911,3698867.303704,0
187721.200,35.67334856,139.79371400,101.2288,-3961672.514926,3348617.943959,3698868.185298,0
187721.400,35.67334926,139.79370565,102.0716,-3961672.514879,3348618.933934,3698868.740410,0
187721.600,35.67334299,139.79369732,101.7515,-3961672.139164,3348619.604028,3698867.988704,0
187721.800,35.67333416,139.79368959,101.1979,-3961671.780628,3348620.217005,3698866.869603,0
187722.000,35.67334634,139.79369755,101.6160,-3961671.903258,3348619.377353,3698868.211025,0
187722.200,35.67334778,139.79369847,102.1326,-3961672.206795,3348619.524078,3698868.642156,0
187722.400,35.67335170,139.79369828,102.6549,-3961672.326042,3348619.647369,3698869.300025,0
187722.600,35.67334793,139.79369179,102.7908,-3961672.216743,3348620.324877,3698869.039992,0
187722.800,35.67335070,139.79369110,102.9050,-3961672.110781,3348620.316490,3698869.356161,0
187723.000,35.67334447,139.79368769,102.6154,-3961672.039494,3348620.661030,3698868.625513,0
187723.200,35.67333853,139.79368452,102.3971,-3961672.012225,3348621.013512,3698867.963243,0
187723.400,35.67333853,139.79368445,102.7788,-3961672.245366,3348621.218557,3698868.185345,0
187723.600,35.67333706,139.79368299,102.6325,-3961672.141407,3348621.304171,3698867.968080,0
187723.800,35.67333849,139.79368208,102.4761,-3961671.920490,3348621.225378,3698868.005761,0
187724.000,35.67334877,139.79369019,101.4998,-3961671.280720,3348619.723639,3698868.362806,0
187724.200,35.67334968,139.79369169,100.9852,-3961671.003928,3348619.312039,3698868.144894,0
187724.400,35.67335359,139.79369386,100.8012,-3961670.823987,3348618.901696,3698868.389919,0
187724.600,35.67335366,139.79369354,100.5546,-3961670.648666,3348618.792326,3698868.251846,0
187724.800,35.67334902,139.79368996,100.3583,-3961670.546646,3348619.130561,3698867.719660,0
187725.000,35.67335117,139.79369127,100.2021,-3961670.420461,3348618.867952,3698867.822246,0
187725.200,35.67335476,139.79369349,100.1484,-3961670.339050,3348618.536466,3698868.114740,0
187725.400,35.67335189,139.79369185,100.2228,-3961670.431393,3348618.809067,3698867.898918,0
187725.600,35.67334416,139.79368128,101.2685,-3961670.844615,3348620.410874,3698867.812033,0
187725.800,35.67334345,139.79368153,101.1354,-3961670.811656,3348620.353250,3698867.670669,0
187726.000,35.67334001,139.79368013,100.9001,-3961670.753828,3348620.470808,3698867.223141,0
187726.200,35.67333380,139.79367487,100.8472,-3961670.720801,3348621.065772,3698866.632480,0
187726.400,35.67333944,139.79367967,100.9682,-3961670.796889,3348620.561959,3698867.211988,0
187726.600,35.67333813,139.79367927,100.9220,-3961670.810351,3348620.619954,3698867.066275,0
187726.800,35.67333794,139.79367958,100.8623,-3961670.800447,3348620.575280,3698867.014625,0
187727.000,35.67333940,139.79368058,100.6917,-3961670.680601,3348620.355612,3698867.047156,0
187727.200,35.67334186,139.79368301,100.6137,-3961670.652938,3348620.044264,3698867.222785,0
187727.400,35.67334094,139.79368345,100.6581,-3961670.751741,3348620.075202,3698867.166031,0
187727.600,35.67333942,139.79368209,100.5203,-3961670.662139,3348620.160509,3698866.948280,0
187727.800,35.67333493,139.79367797,99.9584,-3961670.294165,3348620.337906,3698866.216701,0
187728.000,35.67332704,139.79367273,99.4563,-3961670.066561,3348620.766841,3698865.212213,0
187728.200,35.67332281,139.79366713,99.2939,-3961669.847416,3348621.245836,3698864.736196,0
187728.400,35.67333118,139.79366924,99.3806,-3961669.611131,3348620.795460,3698865.541119,0
187728.600,35.67332897,139.79366729,98.6418,-3961669.147591,3348620.635021,3698864.911802,0
187728.800,35.67342240,139.79374152,89.0657,-3961662.927915,3348606.578457,3698867.748056,0
187729.000,35.67342365,139.79374084,87.9702,-3961662.146839,3348605.998278,3698867.222256,0
187729.200,35.67341907,139.79373179,88.4497,-3961662.141742,3348607.067194,3698867.088763,0
187729.400,35.67341917,139.79372655,88.3701,-3961661.781261,3348607.383399,3698867.051334,0
187729.600,35.67342409,139.79372189,89.1911,-3961661.775408,3348607.930787,3698867.973257,0
187729.800,35.67343030,139.79371908,89.0604,-3961661.222467,3348607.797376,3698868.457320,0
187730.000,35.67343580,139.79371441,88.2587,-3961660.180464,3348607.470055,3698868.485436,0
187730.200,35.67342768,139.79370006,88.9843,-3961660.193509,3348609.181754,3698868.176542,0
187730.400,35.67343449,139.79369767,89.5581,-3961660.073247,3348609.363965,3698869.124700,0
187730.600,35.67343888,139.79369403,89.8643,-3961659.833886,3348609.592147,3698869.699198,0
187730.800,35.67344890,139.79369498,88.4023,-3961658.487032,3348608.341441,3698869.749787,0
187731.000,35.67345341,139.79369215,87.7292,-3961657.680930,3348607.996065,3698869.763639,0
187731.200,35.67345395,139.79368394,87.8848,-3961657.270770,3348608.622665,3698869.903333,0
187731.400,35.67337526,139.79360709,97.4884,-3961662.625943,3348622.259431,3698868.411471,0
187731.600,35.67337833,139.79359794,97.2936,-3961661.818912,3348622.661779,3698868.574204,0
187731.800,35.67343899,139.79363846,89.8227,-3961656.554473,3348613.407960,3698869.685302,0
187732.000,35.67344136,139.79362460,89.1787,-3961655.227592,3348613.930072,3698869.523189,0
187732.200,35.67348744,139.79369551,84.7813,-3961654.367150,3348604.796173,3698871.111617,0
187732.400,35.67349526,139.79368591,85.0525,-3961653.587576,3348605.275435,3698871.975040,0
187732.600,35.67346297,139.79359168,90.8973,-3961653.302097,3348616.205192,3698872.472725,0
187732.800,35.67347152,139.79357701,92.5493,-3961653.046970,3348617.728143,3698874.207522,0
187733.000,35.67341607,139.79350997,99.8754,-3961656.414125,3348628.521669,3698873.481846,0
187733.200,35.67340950,139.79349077,98.9105,-3961655.018380,3348629.618141,3698872.326188,0
187733.400,35.67297633,139.79315779,90.0486,-3961651.465119,3348666.087106,3698828.114938,0
187733.600,35.67294496,139.79311522,88.4218,-3961649.517887,3348669.487543,3698824.338990,0
187733.800,35.67294668,139.79309471,88.4392,-3961648.244409,3348670.843472,3698824.504397,0
187734.000,35.67297817,139.79309907,87.6381,-3961646.446561,3348668.805914,3698826.875600,0
187734.200,35.67337242,139.79339376,74.0582,-3961635.762026,3348624.841456,3698854.491663,0
187734.400,35.67339045,139.79337589,73.8430,-3961633.693496,3348625.211166,3698855.990762,0
187734.600,35.67338398,139.79334466,74.4024,-3961632.534844,3348627.933924,3698855.734285,0
187734.800,35.67340250,139.79333481,74.1589,-3961630.893178,3348627.713919,3698857.261031,0
187735.000,35.67343321,139.79333609,74.7942,-3961629.844426,3348626.675415,3698860.400079,0
187735.200,35.67352455,139.79337540,80.8411,-3961631.379617,3348623.313749,3698872.158980,0
187735.400,35.67353562,139.79335989,82.2803,-3961630.819526,3348624.677989,3698873.995914,0
187735.600,35.67355465,139.79334987,81.8009,-3961628.995775,3348624.324967,3698875.431584,0
187735.800,35.67357242,139.79333737,83.0776,-3961628.179332,3348625.116384,3698877.777752,0
187736.000,35.67358242,139.79331739,83.7713,-3961626.947625,3348626.443363,3698879.084352,0
187736.200,35.67357972,139.79328479,81.0661,-3961623.497141,3348627.392294,3698877.263036,0
187736.400,35.67339697,139.79318756,44.4687,-3961604.140197,3348622.556435,3698839.448439,0
187736.600,35.67339241,139.79315563,41.2269,-3961600.488165,3348623.254672,3698837.146754,0
187736.800,35.67338560,139.79312199,41.7933,-3961599.210098,3348626.161363,3698836.863893,0
187737.000,35.67338558,139.79309432,41.9764,-3961597.707472,3348628.171917,3698836.968432,0
187737.200,35.67342401,139.79309840,43.0061,-3961596.685409,3348626.824710,3698841.033029,0
187737.400,35.67342584,139.79306743,43.4048,-3961595.032906,3348629.098274,3698841.430184,0
187737.600,35.67343307,139.79303771,47.8051,-3961595.668569,3348633.159148,3698844.647816,0
187737.800,35.67363787,139.79309200,85.0434,-3961611.823901,3348640.378598,3698884.823990,0
187738.000,35.67365569,139.79307336,88.9938,-3961612.304364,3348642.995286,3698888.733748,0
187738.200,35.67366306,139.79304831,90.0709,-3961611.144591,3348644.984194,3698890.026028,0
187738.400,35.67368002,139.79303001,91.2590,-3961609.974126,3348646.163943,3698892.247754,0
187738.600,35.67368901,139.79300803,91.0467,-3961608.113422,3348647.197099,3698892.934129,0
187738.800,35.67369626,139.79298885,87.1680,-3961604.228130,3348646.185919,3698891.325809,0
187739.000,35.67350717,139.79289308,46.9561,-3961583.027335,3348639.618422,3698850.831874,0
187739.200,35.67344192,139.79280880,53.9795,-3961585.683123,3348651.854494,3698849.046659,0
187739.400,35.67346911,139.79280860,50.9733,-3961582.462519,3348649.156567,3698849.744172,0
187739.600,35.67349409,139.79279420,51.2114,-3961580.534407,3348649.233800,3698852.134148,0
187739.800,35.67352294,139.79278472,52.3473,-3961579.259292,3348649.279681,3698855.397286,0
187740.000,35.67352491,139.79275015,54.5654,-3961578.518209,3348652.750529,3698856.868085,0
187740.200,35.67351299,139.79270707,56.7962,-3961577.973117,3348657.396985,3698857.094986,0
187740.400,35.67343394,139.79260233,62.4286,-3961579.251701,3348670.894849,3698853.254926,0
187740.600,35.67346068,139.79259316,62.1839,-3961577.242514,3348670.283624,3698855.522447,0
187740.800,35.67350120,139.79259450,61.1535,-3961574.679702,3348667.957456,3698858.573743,0
187741.000,35.67353924,139.79259154,61.0958,-3961572.591464,3348666.543144,3698861.968222,0
187741.200,35.67359469,139.79260502,59.2359,-3961569.484876,3348662.320148,3698865.881515,0
187741.400,35.67362224,139.79258998,63.5169,-3961569.900568,3348664.454366,3698870.860963,0
187741.600,35.67379378,139.79262258,98.3677,-3961584.950352,3348673.311179,3698906.646909,0
187741.800,35.67380582,139.79259802,100.8011,-3961584.429374,3348675.782404,3698909.151589,0
187742.000,35.67385259,139.79260818,92.7492,-3961577.717067,3348668.903874,3698908.670797,0
187742.200,35.67364719,139.79243196,80.0845,-3961569.710486,3348683.025941,3698882.772170,0
187742.400,35.67338600,139.79219618,89.5780,-3961574.727158,3348715.217351,3698864.765779,0
187742.600,35.67385490,139.79251143,92.6854,-3961571.908624,3348675.463773,3698908.841642,0
187742.800,35.67386814,139.79248593,93.9971,-3961570.577850,3348677.361015,3698910.800537,0
187743.000,35.67387239,139.79245358,94.5431,-3961568.815873,3348679.707041,3698911.501690,0
187743.200,35.67381536,139.79237613,97.6866,-3961569.057958,3348689.092774,3698908.194344,0
187743.400,35.67324519,139.79194950,75.2326,-3961558.367663,3348730.632474,3698843.708092,0
187743.600,35.67360407,139.79221766,58.4454,-3961545.891540,3348688.296770,3698866.265911,0
187743.800,35.67365566,139.79222753,51.7098,-3961539.740334,3348681.926321,3698866.988545,0
187744.000,35.67368333,139.79221508,50.7001,-3961537.018903,3348681.102254,3698868.893385,0
187744.200,35.67370370,139.79219929,48.3601,-3961533.638081,3348680.115898,3698869.364393,0
187744.400,35.67371965,139.79218550,46.2316,-3961530.723094,3348679.287440,3698869.560702,0
187744.600,35.67374511,139.79217544,49.4662,-3961530.883741,3348680.614823,3698873.742594,0
187744.800,35.67394373,139.79222323,90.5374,-3961549.342379,3348690.553111,3698915.595952,0
187745.000,35.67398250,139.79220962,96.7959,-3961550.513480,3348693.156866,3698922.740476,0
187745.200,35.67400987,139.79219018,99.3393,-3961549.602820,3348694.691618,3698926.690591,0
187745.400,35.67402139,139.79216590,99.8560,-3961547.935248,3348696.160387,3698928.029770,0
187745.600,35.67403117,139.79214172,99.6801,-3961545.929566,3348697.331137,3698928.809016,0
187745.800,35.67403990,139.79211622,99.1315,-3961543.667822,3348698.441492,3698929.275860,0
187746.000,35.67407121,139.79211358,93.3644,-3961538.388037,3348694.292224,3698928.734847,0
187746.200,35.67380470,139.79189171,82.4644,-3961531.828262,3348715.048418,3698898.357106,0
187746.400,35.67379102,139.79184673,80.7697,-3961528.823709,3348717.841517,3698896.135669,0
187746.600,35.67379913,139.79181791,81.0248,-3961526.897208,3348719.628849,3698897.015287,0
187746.800,35.67382342,139.79180472,80.7513,-3961524.756129,3348719.383519,3698899.044751,0
187747.000,35.67383279,139.79178219,81.2995,-3961523.316711,3348720.836887,3698900.209138,0
187747.200,35.67383742,139.79175418,81.1336,-3961521.347250,3348722.493231,3698900.530221,0
187747.400,35.67367313,139.79160665,87.9455,-3961525.069954,3348743.128401,3698889.694193,0
187747.600,35.67365555,139.79151604,89.1982,-3961521.419246,3348750.784956,3698888.840682,0
187747.800,35.67421326,139.79195217,97.8103,-3961524.693170,3348701.850236,3698944.130712,0
187748.000,35.67413377,139.79182898,100.8808,-3961523.326001,3348715.298602,3698938.756743,0
187748.200,35.67413843,139.79180129,101.2815,-3961521.725960,3348717.228709,3698939.410434,0
187748.400,35.67412582,139.79175354,99.4357,-3961518.413328,3348720.088713,3698937.197439,0
187748.600,35.67413730,139.79173599,98.6064,-3961516.305266,3348720.387577,3698937.749271,0
187748.800,35.67416254,139.79172244,98.8456,-3961514.415078,3348720.395655,3698940.162999,0
187749.000,35.67419035,139.79171098,99.0419,-3961512.492490,3348720.129542,3698942.784140,0
187749.200,35.67420903,139.79169288,98.8050,-3961510.364584,3348720.476056,3698944.330073,0
187749.400,35.67422466,139.79166951,97.6074,-3961507.483830,3348720.810777,3698945.040089,0
187749.600,35.67437061,139.79176686,82.3901,-3961496.520264,3348700.003341,3698949.320526,0
187749.800,35.67436695,139.79172959,83.7135,-3961495.343851,3348703.426833,3698949.762822,0
187750.000,35.67438720,139.79171407,83.3437,-3961493.206376,3348703.459841,3698951.372765,0
187750.200,35.67440328,139.79169283,83.2287,-3961491.099248,3348704.196360,3698952.754986,0
