epoch,tow,assignment_id,gamma,n_ambiguities,map_float_separation_m,map_ddpr_separation_m,last_ddpr_pairs,ddpr_age_epochs,ecef_x,ecef_y,ecef_z,gamma_eligible,fix_streak,fixed,evidence_records
155,177031.0,f5ed223729e4bb0d,0.4272453567750389,8,1.5763149329013812,1.9711508675608282,27,0,-3961748.3487851648,3349014.75330272,3698325.5534891617,False,0,False,8
156,177031.199999094,f5ed223729e4bb0d,0.42993679450150074,8,1.5954288647331145,1.9554922887231014,27,1,-3961747.9494157513,3349014.954086471,3698325.8969425857,False,0,False,3
157,177031.39999890327,f5ed223729e4bb0d,0.4301295079855437,8,1.5966029350842954,1.9565980661909401,27,2,-3961747.554799727,3349015.1484055505,3698326.2340680915,False,0,False,3
158,177031.59999990463,f5ed223729e4bb0d,0.43012079483961824,8,1.5979423770927461,1.9554237399219716,27,3,-3961747.1975077004,3349015.369067045,3698326.5600810116,False,0,False,3
159,177031.79999995232,f5ed223729e4bb0d,0.43012897923808807,8,1.5980136324183147,1.9555354171199106,27,4,-3961746.8573790183,3349015.5419127224,3698326.857443842,False,0,False,3
160,177032.0,f5ed223729e4bb0d,0.31474563393108973,8,1.6633018556409251,1.7212963563802899,26,0,-3961746.4244755227,3349015.3762337817,3698327.0682835774,False,0,False,8
161,177032.20000004768,986e0a01241f48b4,0.12976261108833112,8,2.3084642100030406,2.0631606150523183,26,1,-3961746.10605521,3349015.498110137,3698327.325856737,False,0,False,3
162,177032.39999890327,986e0a01241f48b4,0.13000804363396126,8,2.3101143274931495,2.058926020714161,26,2,-3961745.8067012466,3349015.629960951,3698327.5803388995,False,0,False,3
163,177032.59999990463,986e0a01241f48b4,0.13001625651762447,8,2.310954935413138,2.057519577147108,26,3,-3961745.529018687,3349015.779954055,3698327.817507368,False,0,False,3
164,177032.79999899864,986e0a01241f48b4,0.1300148972665629,8,2.3112349504262926,2.0570959883192135,26,4,-3961745.284571029,3349015.953059897,3698328.0624697665,False,0,False,3
165,177033.0,986e0a01241f48b4,0.1773152553616673,8,2.284268529152688,1.801601101939879,26,0,-3961744.9664347586,3349015.8695556894,3698328.224436982,False,0,False,8
166,177033.20000004768,986e0a01241f48b4,0.17846309519641643,8,2.2867651394878976,1.7979688301816985,26,1,-3961744.7478296733,3349015.981251284,3698328.421414049,False,0,False,3
167,177033.39999890327,986e0a01241f48b4,0.17851084537118647,8,2.2873432086025614,1.796803866540994,26,2,-3961744.567780498,3349016.07625818,3698328.582260166,False,0,False,3
168,177033.59999990463,986e0a01241f48b4,0.1785139506007959,8,2.2875596345159392,1.796050793263737,26,3,-3961744.4093890763,3349016.1681236266,3698328.731388729,False,0,False,3
169,177033.79999899864,986e0a01241f48b4,0.17850806016726964,8,2.2875764007430823,1.7960480122740219,26,4,-3961744.2668096097,3349016.229372546,3698328.8584107654,False,0,False,3
170,177034.0,2c35f8a994ccb8de,0.24545271972792826,8,1.7287248903182797,1.7771812923129922,27,0,-3961744.0805329573,3349016.1505230865,3698328.9154918827,False,0,False,8
171,177034.20000004768,2c35f8a994ccb8de,0.24757152973834043,8,1.7281566331356117,1.7802453729934586,27,1,-3961743.941984233,3349016.1674294514,3698329.008778276,False,0,False,3
172,177034.39999890327,2c35f8a994ccb8de,0.24773941529785157,8,1.7273805891196596,1.7828443153544666,27,2,-3961743.824269221,3349016.1949510933,3698329.100365638,False,0,False,3
173,177034.59999990463,2c35f8a994ccb8de,0.24775508259460777,8,1.7273848216744345,1.7828691491249438,27,3,-3961743.745655317,3349016.207337635,3698329.1638946133,False,0,False,3
174,177034.79999899864,2c35f8a994ccb8de,0.2477541531365404,8,1.7273991829389586,1.7827758613115492,27,4,-3961743.728386372,3349016.2062162263,3698329.1719057052,False,0,False,3
175,177035.0,2c35f8a994ccb8de,0.3197244107952851,8,1.7857719511722785,1.8308019109847584,27,0,-3961743.73789728,3349016.2515702397,3698329.196241716,False,0,False,8
176,177035.20000004768,2c35f8a994ccb8de,0.32283408000346137,8,1.7892956722205275,1.830195888689019,27,1,-3961743.74863603,3349016.256480143,3698329.1916919868,False,0,False,3
177,177035.39999890327,2c35f8a994ccb8de,0.3231237013106857,8,1.790553306456557,1.8294149559770216,27,2,-3961743.765034469,3349016.238058647,3698329.1706548617,False,0,False,3
178,177035.59999990463,2c35f8a994ccb8de,0.3231668257263474,8,1.790642053242651,1.8300118216179038,27,3,-3961743.768023394,3349016.2367975344,3698329.1658585356,False,0,False,3
179,177035.79999899864,2c35f8a994ccb8de,0.32317307497722964,8,1.790711570237312,1.8301044935194724,27,4,-3961743.7542611514,3349016.2322656102,3698329.17682438,False,0,False,3
180,177036.0,2c35f8a994ccb8de,0.3908047241348668,8,1.8097650711626767,1.8423671820685892,28,0,-3961743.725734428,3349016.258720939,3698329.222782742,False,0,False,8
181,177036.20000004768,2c35f8a994ccb8de,0.3945854137965007,8,1.8094346938223056,1.8465641360086376,28,1,-3961743.6696834313,3349016.2758727395,3698329.273347234,False,0,False,3
182,177036.39999890327,2c35f8a994ccb8de,0.3947640652217078,8,1.8091568863707628,1.8485253384540352,28,2,-3961743.564617463,3349016.3087050207,3698329.367857883,False,0,False,3
183,177036.59999990463,2c35f8a994ccb8de,0.3947181832039289,8,1.8091074290373297,1.8491203873941744,28,3,-3961743.4004948135,3349016.3539632065,3698329.5079872655,False,0,False,3
184,177036.79999899864,2c35f8a994ccb8de,0.3946881641571955,8,1.8090593669522936,1.8493738606799393,28,4,-3961743.1718178573,3349016.4376456877,3698329.6946662846,False,0,False,3
185,177037.0,2c35f8a994ccb8de,0.47918511203742126,8,1.8177272824733024,1.868397509324579,29,0,-3961742.9366744114,3349016.5289396835,3698329.877214439,False,0,False,8
186,177037.20000004768,2c35f8a994ccb8de,0.4843322352576791,8,1.8177639156684497,1.8687927065228485,29,1,-3961742.7298444603,3349016.6004748135,3698330.0465460164,False,0,False,3
187,177037.39999890327,2c35f8a994ccb8de,0.484795086561317,8,1.8178873458040323,1.868262542360411,29,2,-3961742.5093155443,3349016.6689706855,3698330.2157250927,False,0,False,3
188,177037.59999990463,2c35f8a994ccb8de,0.4848426737058712,8,1.817790044253448,1.8684656920328016,29,3,-3961742.2889427096,3349016.7472789083,3698330.3890173123,False,0,False,3
189,177037.79999899864,2c35f8a994ccb8de,0.4848442874999616,8,1.8177721121923576,1.8685335587080008,29,4,-3961742.0554702403,3349016.8293448235,3698330.575844756,False,0,False,3
190,177038.0,2c35f8a994ccb8de,0.5386291650916399,8,1.8455360235287417,1.9627065339351981,30,0,-3961741.815853453,3349016.91377447,3698330.775745804,False,0,False,8
191,177038.20000004768,2c35f8a994ccb8de,0.5417770986433388,8,1.8361157202929275,1.9889397712550867,30,1,-3961741.60977278,3349017.0382939107,3698331.0031251237,False,0,False,3
192,177038.39999890327,2c35f8a994ccb8de,0.5422642857160186,8,1.8389742631277093,1.9801315638457928,30,2,-3961741.3967623864,3349017.113940174,3698331.171483373,False,0,False,3
193,177038.59999990463,2c35f8a994ccb8de,0.5423276613720399,8,1.8396562657850208,1.978303217082905,30,3,-3961741.1291602426,3349017.1108824294,3698331.2849191,False,0,False,3
194,177038.79999899864,2c35f8a994ccb8de,0.5423050235810774,8,1.8391606295066276,1.979689508660443,30,4,-3961740.917434542,3349017.2209056164,3698331.519612379,False,0,False,3
195,177039.0,2c35f8a994ccb8de,0.5803454138847233,8,1.8750113882098607,2.029214253640296,29,0,-3961740.71774178,3349017.2967893356,3698331.7103906367,False,0,False,8
196,177039.20000004768,2c35f8a994ccb8de,0.5846835984287894,8,1.8744281427201346,2.0338453398994574,29,1,-3961740.4815275623,3349017.3625777382,3698331.896852877,False,0,False,3
197,177039.39999890327,2c35f8a994ccb8de,0.5848577155049006,8,1.8738735207651909,2.0358228530565468,29,2,-3961740.2546837153,3349017.451514244,3698332.0995440306,False,0,False,3
198,177039.59999990463,2c35f8a994ccb8de,0.5848722774487447,8,1.8739332111572056,2.0359427116322046,29,3,-3961739.994978162,3349017.551311879,3698332.317869564,False,0,False,3
199,177039.79999899864,2c35f8a994ccb8de,0.5848695851316074,8,1.8738431256003298,2.0363295615804793,29,4,-3961739.7122166264,3349017.6649134234,3698332.5943709477,False,0,False,3
